yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,HR,ER,name
1920,AL,BOS,BOS,,5,154,76,72,81,,,N,N,650,5199,1397,22,592,Boston Red Sox
1920,NL,BRO,LAD,,1,155,78,93,61,,,Y,N,660,5399,1493,28,415,Brooklyn Robins
1920,NL,BSN,ATL,,7,153,74,62,90,,,N,N,523,5218,1358,23,545,Boston Braves
1920,AL,CHA,CHW,,2,154,77,96,58,,,N,N,794,5328,1574,37,553,Chicago White Sox
1920,NL,CHN,CHC,,5,154,77,75,79,,,N,N,619,5117,1350,34,504,Chicago Cubs
1920,NL,CIN,CIN,,3,154,77,82,71,,,N,N,639,5176,1432,18,448,Cincinnati Reds
1920,AL,CLE,CLE,,1,154,78,98,56,,,Y,Y,857,5203,1574,35,522,Cleveland Indians
1920,AL,DET,DET,,7,155,78,61,93,,,N,N,652,5215,1408,30,622,Detroit Tigers
1920,NL,NY1,SFG,,2,155,80,86,68,,,N,N,682,5309,1427,46,438,New York Giants
1920,AL,NYA,NYY,,3,154,77,95,59,,,N,N,838,5176,1448,115,505,New York Yankees
1920,AL,PHA,OAK,,8,156,77,48,106,,,N,N,558,5256,1324,44,603,Philadelphia Athletics
1920,NL,PHI,PHI,,8,153,77,62,91,,,N,N,565,5264,1385,64,557,Philadelphia Phillies
1920,NL,PIT,PIT,,4,155,78,79,75,,,N,N,530,5219,1342,16,454,Pittsburgh Pirates
1920,AL,SLA,BAL,,4,154,78,76,77,,,N,N,797,5358,1651,50,617,St. Louis Browns
1920,NL,SLN,STL,,5,155,76,75,79,,,N,N,675,5495,1589,32,543,St. Louis Cardinals
1920,AL,WS1,MIN,,6,153,76,68,84,,,N,N,723,5251,1526,36,633,Washington Senators
1921,AL,BOS,BOS,,5,154,77,75,79,,,N,N,668,5206,1440,17,603,Boston Red Sox
1921,NL,BRO,LAD,,5,152,78,77,75,,,N,N,667,5263,1476,59,560,Brooklyn Robins
1921,NL,BSN,ATL,,4,153,74,79,74,,,N,N,721,5385,1561,61,600,Boston Braves
1921,AL,CHA,CHW,,7,154,77,62,92,,,N,N,683,5329,1509,35,749,Chicago White Sox
1921,NL,CHN,CHC,,7,153,76,64,89,,,N,N,668,5321,1553,37,665,Chicago Cubs
1921,NL,CIN,CIN,,6,153,76,70,83,,,N,N,618,5112,1421,20,524,Cincinnati Reds
1921,AL,CLE,CLE,,2,154,77,94,60,,,N,N,925,5383,1656,42,597,Cleveland Indians
1921,AL,DET,DET,,6,154,77,71,82,,,N,N,883,5461,1724,58,678,Detroit Tigers
1921,NL,NY1,SFG,,1,153,79,94,59,,,Y,Y,840,5278,1575,75,541,New York Giants
1921,AL,NYA,NYY,,1,153,78,98,55,,,Y,N,948,5249,1576,134,579,New York Yankees
1921,AL,PHA,OAK,,8,155,77,53,100,,,N,N,657,5465,1497,82,717,Philadelphia Athletics
1921,NL,PHI,PHI,,8,154,76,51,103,,,N,N,617,5329,1512,88,671,Philadelphia Phillies
1921,NL,PIT,PIT,,2,154,76,90,63,,,N,N,692,5379,1533,37,498,Pittsburgh Pirates
1921,AL,SLA,BAL,,3,154,77,81,73,,,N,N,835,5442,1655,67,706,St. Louis Browns
1921,NL,SLN,STL,,3,154,78,87,66,,,N,N,809,5309,1635,83,551,St. Louis Cardinals
1921,AL,WS1,MIN,,4,154,76,80,73,,,N,N,704,5294,1468,42,610,Washington Senators
1922,AL,BOS,BOS,,8,154,73,61,93,,,N,N,598,5288,1392,45,656,Boston Red Sox
1922,NL,BRO,LAD,,6,155,78,76,78,,,N,N,743,5413,1569,56,623,Brooklyn Robins
1922,NL,BSN,ATL,,8,154,76,53,100,,,N,N,596,5161,1355,32,655,Boston Braves
1922,AL,CHA,CHW,,5,155,77,77,77,,,N,N,691,5267,1463,45,614,Chicago White Sox
1922,NL,CHN,CHC,,5,156,76,80,74,,,N,N,771,5335,1564,42,674,Chicago Cubs
1922,NL,CIN,CIN,,2,156,79,86,68,,,N,N,766,5282,1561,45,543,Cincinnati Reds
1922,AL,CLE,CLE,,4,155,80,78,76,,,N,N,768,5293,1544,32,705,Cleveland Indians
1922,AL,DET,DET,,3,155,77,79,75,,,N,N,828,5360,1641,54,660,Detroit Tigers
1922,NL,NY1,SFG,,1,156,79,93,61,,,Y,Y,852,5454,1661,80,535,New York Giants
1922,AL,NYA,NYY,,1,154,77,94,60,,,Y,N,758,5245,1504,95,525,New York Yankees
1922,AL,PHA,OAK,,7,155,78,65,89,,,N,N,705,5211,1409,111,695,Philadelphia Athletics
1922,NL,PHI,PHI,,7,154,77,57,96,,,N,N,738,5459,1537,116,707,Philadelphia Phillies
1922,NL,PIT,PIT,,3,155,78,85,69,,,N,N,865,5521,1698,52,613,Pittsburgh Pirates
1922,AL,SLA,BAL,,2,154,77,93,61,,,N,N,867,5416,1693,98,523,St. Louis Browns
1922,NL,SLN,STL,,3,154,77,85,69,,,N,N,863,5425,1634,107,672,St. Louis Cardinals
1922,AL,WS1,MIN,,6,154,79,69,85,,,N,N,650,5201,1395,45,577,Washington Senators
1923,AL,BOS,BOS,,8,154,78,61,91,,,N,N,584,5181,1354,34,640,Boston Red Sox
1923,NL,BRO,LAD,,6,155,78,76,78,,,N,N,753,5476,1559,62,580,Brooklyn Robins
1923,NL,BSN,ATL,,7,155,77,54,100,,,N,N,636,5329,1455,32,651,Boston Braves
1923,AL,CHA,CHW,,7,156,75,69,85,,,N,N,692,5246,1463,42,629,Chicago White Sox
1923,NL,CHN,CHC,,4,154,77,83,71,,,N,N,756,5259,1516,90,580,Chicago Cubs
1923,NL,CIN,CIN,,2,154,78,91,63,,,N,N,708,5278,1506,45,496,Cincinnati Reds
1923,AL,CLE,CLE,,3,153,78,82,71,,,N,N,888,5290,1594,59,598,Cleveland Indians
1923,AL,DET,DET,,2,155,77,83,71,,,N,N,831,5266,1579,41,624,Detroit Tigers
1923,NL,NY1,SFG,,1,153,77,95,58,,,Y,N,854,5452,1610,85,597,New York Giants
1923,AL,NYA,NYY,,1,152,76,98,54,,,Y,Y,823,5347,1554,105,555,New York Yankees
1923,AL,PHA,OAK,,6,153,75,69,83,,,N,N,661,5196,1407,53,618,Philadelphia Athletics
1923,NL,PHI,PHI,,8,155,75,50,104,,,N,N,748,5491,1528,112,816,Philadelphia Phillies
1923,NL,PIT,PIT,,3,154,77,87,67,,,N,N,786,5405,1592,49,592,Pittsburgh Pirates
1923,AL,SLA,BAL,,5,154,78,74,78,,,N,N,688,5298,1489,82,600,St. Louis Browns
1923,NL,SLN,STL,,5,154,78,79,74,,,N,N,746,5526,1582,63,601,St. Louis Cardinals
1923,AL,WS1,MIN,,4,155,79,75,78,,,N,N,720,5244,1436,26,608,Washington Senators
1924,AL,BOS,BOS,,7,157,77,67,87,,,N,N,737,5340,1481,30,672,Boston Red Sox
1924,NL,BRO,LAD,,2,154,77,92,62,,,N,N,717,5339,1534,72,557,Brooklyn Robins
1924,NL,BSN,ATL,,8,154,76,53,100,,,N,N,520,5283,1355,25,683,Boston Braves
1924,AL,CHA,CHW,,8,154,77,66,87,,,N,N,793,5255,1512,41,722,Chicago White Sox
1924,NL,CHN,CHC,,5,154,78,81,72,,,N,N,698,5134,1419,66,587,Chicago Cubs
1924,NL,CIN,CIN,,4,153,76,83,70,,,N,N,649,5301,1539,36,478,Cincinnati Reds
1924,AL,CLE,CLE,,6,153,75,67,86,,,N,N,755,5332,1580,41,660,Cleveland Indians
1924,AL,DET,DET,,3,156,78,86,68,,,N,N,849,5389,1604,35,649,Detroit Tigers
1924,NL,NY1,SFG,,1,154,77,93,60,,,Y,N,857,5445,1634,95,554,New York Giants
1924,AL,NYA,NYY,,2,153,78,89,63,,,N,N,798,5240,1516,98,583,New York Yankees
1924,AL,PHA,OAK,,5,152,75,71,81,,,N,N,685,5184,1459,63,656,Philadelphia Athletics
1924,NL,PHI,PHI,,7,152,76,55,96,,,N,N,676,5306,1459,94,733,Philadelphia Phillies
1924,NL,PIT,PIT,,3,153,77,90,63,,,N,N,724,5288,1517,44,502,Pittsburgh Pirates
1924,AL,SLA,BAL,,4,153,78,74,78,,,N,N,769,5236,1543,67,687,St. Louis Browns
1924,NL,SLN,STL,,6,154,77,65,89,,,N,N,740,5349,1552,67,629,St. Louis Cardinals
1924,AL,WS1,MIN,,1,156,79,92,62,,,Y,Y,755,5304,1558,22,513,Washington Senators
1925,AL,BOS,BOS,,8,152,75,47,105,,,N,N,639,5166,1375,41,732,Boston Red Sox
1925,NL,BRO,LAD,,6,153,77,68,85,,,N,N,786,5468,1617,64,715,Brooklyn Robins
1925,NL,BSN,ATL,,5,153,76,70,83,,,N,N,708,5365,1567,41,666,Boston Braves
1925,AL,CHA,CHW,,5,154,77,79,75,,,N,N,811,5224,1482,38,660,Chicago White Sox
1925,NL,CHN,CHC,,8,154,77,68,86,,,N,N,723,5353,1473,86,671,Chicago Cubs
1925,NL,CIN,CIN,,3,153,76,80,73,,,N,N,690,5233,1490,44,516,Cincinnati Reds
1925,AL,CLE,CLE,,6,155,77,70,84,,,N,N,782,5436,1613,52,684,Cleveland Indians
1925,AL,DET,DET,,4,156,77,81,73,,,N,N,903,5371,1621,50,708,Detroit Tigers
1925,NL,NY1,SFG,,2,152,76,86,66,,,N,N,736,5327,1507,114,593,New York Giants
1925,AL,NYA,NYY,,7,156,79,69,85,,,N,N,706,5353,1471,110,667,New York Yankees
1925,AL,PHA,OAK,,2,153,77,88,64,,,N,N,831,5399,1659,76,594,Philadelphia Athletics
1925,NL,PHI,PHI,,6,153,77,68,85,,,N,N,812,5412,1598,100,753,Philadelphia Phillies
1925,NL,PIT,PIT,,1,153,77,95,58,,,Y,Y,912,5372,1651,78,582,Pittsburgh Pirates
1925,AL,SLA,BAL,,3,154,78,82,71,,,N,N,900,5440,1620,110,754,St. Louis Browns
1925,NL,SLN,STL,,4,153,76,77,76,,,N,N,828,5329,1592,109,647,St. Louis Cardinals
1925,AL,WS1,MIN,,1,152,76,96,55,,,Y,N,829,5206,1577,56,558,Washington Senators
1926,AL,BOS,BOS,,8,154,77,46,107,,,N,N,562,5185,1325,32,714,Boston Red Sox
1926,NL,BRO,LAD,,6,155,76,71,82,,,N,N,623,5130,1348,40,578,Brooklyn Robins
1926,NL,BSN,ATL,,7,153,77,66,86,,,N,N,624,5216,1444,16,608,Boston Braves
1926,AL,CHA,CHW,,5,155,79,81,72,,,N,N,730,5220,1508,32,573,Chicago White Sox
1926,NL,CHN,CHC,,4,155,78,82,72,,,N,N,682,5229,1453,66,499,Chicago Cubs
1926,NL,CIN,CIN,,2,157,77,87,67,,,N,N,747,5320,1541,35,535,Cincinnati Reds
1926,AL,CLE,CLE,,2,154,80,88,66,,,N,N,738,5293,1529,27,519,Cleveland Indians
1926,AL,DET,DET,,6,157,81,79,75,,,N,N,793,5315,1547,36,683,Detroit Tigers
1926,NL,NY1,SFG,,5,151,76,74,77,,,N,N,663,5167,1435,73,562,New York Giants
1926,AL,NYA,NYY,,1,155,75,91,63,,,Y,N,847,5221,1508,121,588,New York Yankees
1926,AL,PHA,OAK,,3,150,71,83,67,,,N,N,677,5046,1359,61,449,Philadelphia Athletics
1926,NL,PHI,PHI,,8,152,76,58,93,,,N,N,687,5254,1479,75,746,Philadelphia Phillies
1926,NL,PIT,PIT,,3,157,79,84,69,,,N,N,769,5312,1514,44,562,Pittsburgh Pirates
1926,AL,SLA,BAL,,7,155,79,62,92,,,N,N,682,5259,1449,72,708,St. Louis Browns
1926,NL,SLN,STL,,1,156,79,89,65,,,Y,Y,817,5381,1541,90,570,St. Louis Cardinals
1926,AL,WS1,MIN,,4,152,74,81,69,,,N,N,802,5223,1525,43,650,Washington Senators
1927,AL,BOS,BOS,,8,154,78,51,103,,,N,N,597,5207,1348,28,716,Boston Red Sox
1927,NL,BRO,LAD,,6,154,74,65,88,,,N,N,541,5193,1314,39,513,Brooklyn Robins
1927,NL,BSN,ATL,,7,155,74,60,94,,,N,N,651,5370,1498,37,652,Boston Braves
1927,AL,CHA,CHW,,5,153,75,70,83,,,N,N,662,5157,1433,36,594,Chicago White Sox
1927,NL,CHN,CHC,,4,153,78,85,68,,,N,N,750,5303,1505,74,562,Chicago Cubs
1927,NL,CIN,CIN,,5,153,80,75,78,,,N,N,643,5185,1439,29,538,Cincinnati Reds
1927,AL,CLE,CLE,,6,153,77,66,87,,,N,N,668,5202,1471,26,642,Cleveland Indians
1927,AL,DET,DET,,4,156,78,82,71,,,N,N,845,5299,1533,51,638,Detroit Tigers
1927,NL,NY1,SFG,,3,155,74,92,62,,,N,N,817,5372,1594,109,609,New York Giants
1927,AL,NYA,NYY,,1,155,77,110,44,,,Y,Y,975,5347,1644,158,494,New York Yankees
1927,AL,PHA,OAK,,2,155,77,91,63,,,N,N,841,5296,1606,56,610,Philadelphia Athletics
1927,NL,PHI,PHI,,8,155,78,51,103,,,N,N,678,5317,1487,57,807,Philadelphia Phillies
1927,NL,PIT,PIT,,1,156,79,94,60,,,Y,N,817,5397,1648,54,563,Pittsburgh Pirates
1927,AL,SLA,BAL,,7,155,78,59,94,,,N,N,724,5220,1440,55,744,St. Louis Browns
1927,NL,SLN,STL,,2,153,80,92,61,,,N,N,754,5207,1450,84,542,St. Louis Cardinals
1927,AL,WS1,MIN,,3,157,79,85,69,,,N,N,782,5389,1549,29,618,Washington Senators
1928,AL,BOS,BOS,,8,154,74,57,96,,,N,N,589,5132,1356,38,659,Boston Red Sox
1928,NL,BRO,LAD,,6,155,77,77,76,,,N,N,665,5243,1393,66,504,Brooklyn Robins
1928,NL,BSN,ATL,,7,153,76,50,103,,,N,N,631,5228,1439,52,730,Boston Braves
1928,AL,CHA,CHW,,5,155,78,72,82,,,N,N,656,5207,1405,24,609,Chicago White Sox
1928,NL,CHN,CHC,,3,154,77,91,63,,,N,N,714,5260,1460,92,521,Chicago Cubs
1928,NL,CIN,CIN,,5,153,78,78,74,,,N,N,648,5184,1449,32,600,Cincinnati Reds
1928,AL,CLE,CLE,,7,155,77,62,92,,,N,N,674,5386,1535,34,684,Cleveland Indians
1928,AL,DET,DET,,6,154,77,68,86,,,N,N,744,5292,1476,62,659,Detroit Tigers
1928,NL,NY1,SFG,,2,155,77,93,61,,,N,N,807,5459,1600,118,568,New York Giants
1928,AL,NYA,NYY,,1,154,77,101,53,,,Y,Y,894,5337,1578,133,571,New York Yankees
1928,AL,PHA,OAK,,2,153,77,98,55,,,N,N,829,5226,1540,89,510,Philadelphia Athletics
1928,NL,PHI,PHI,,8,152,75,43,109,,,N,N,660,5234,1396,85,835,Philadelphia Phillies
1928,NL,PIT,PIT,,4,152,77,85,67,,,N,N,837,5371,1659,52,594,Pittsburgh Pirates
1928,AL,SLA,BAL,,3,154,77,82,72,,,N,N,772,5217,1431,63,637,St. Louis Browns
1928,NL,SLN,STL,,1,154,77,95,59,,,Y,N,807,5357,1505,113,531,St. Louis Cardinals
1928,AL,WS1,MIN,,4,155,80,75,79,,,N,N,718,5320,1510,40,597,Washington Senators
1929,AL,BOS,BOS,,8,155,78,58,96,,,N,N,605,5160,1377,28,672,Boston Red Sox
1929,NL,BRO,LAD,,6,153,77,70,83,,,N,N,755,5273,1535,99,742,Brooklyn Robins
1929,NL,BSN,ATL,,8,154,77,56,98,,,N,N,657,5291,1481,33,769,Boston Braves
1929,AL,CHA,CHW,,7,152,76,59,93,,,N,N,627,5248,1406,37,665,Chicago White Sox
1929,NL,CHN,CHC,,1,156,78,98,54,,,Y,N,982,5471,1655,139,646,Chicago Cubs
1929,NL,CIN,CIN,,7,155,78,66,88,,,N,N,686,5269,1478,34,671,Cincinnati Reds
1929,AL,CLE,CLE,,3,152,76,81,71,,,N,N,717,5187,1525,62,608,Cleveland Indians
1929,AL,DET,DET,,6,155,77,70,84,,,N,N,926,5592,1671,110,766,Detroit Tigers
1929,NL,NY1,SFG,,3,152,77,84,67,,,N,N,897,5388,1594,136,605,New York Giants
1929,AL,NYA,NYY,,2,154,77,88,66,,,N,N,899,5379,1587,142,636,New York Yankees
1929,AL,PHA,OAK,,1,151,74,104,46,,,Y,Y,901,5204,1539,122,519,Philadelphia Athletics
1929,NL,PHI,PHI,,5,154,76,71,82,,,N,N,897,5484,1693,153,918,Philadelphia Phillies
1929,NL,PIT,PIT,,2,154,76,88,65,,,N,N,904,5490,1663,60,668,Pittsburgh Pirates
1929,AL,SLA,BAL,,4,154,77,79,73,,,N,N,733,5174,1426,46,622,St. Louis Browns
1929,NL,SLN,STL,,4,154,77,78,74,,,N,N,831,5364,1569,100,704,St. Louis Cardinals
1929,AL,WS1,MIN,,5,153,78,71,81,,,N,N,730,5237,1445,48,653,Washington Senators
1930,AL,BOS,BOS,,8,154,76,52,102,,,N,N,612,5286,1393,47,707,Boston Red Sox
1930,NL,BRO,LAD,,4,154,77,86,68,,,N,N,871,5433,1654,122,614,Brooklyn Robins
1930,NL,BSN,ATL,,6,154,77,70,84,,,N,N,693,5356,1503,66,743,Boston Braves
1930,AL,CHA,CHW,,7,154,78,62,92,,,N,N,729,5419,1496,63,712,Chicago White Sox
1930,NL,CHN,CHC,,2,156,79,90,64,,,N,N,998,5581,1722,171,748,Chicago Cubs
1930,NL,CIN,CIN,,7,154,77,59,95,,,N,N,665,5245,1475,74,754,Cincinnati Reds
1930,AL,CLE,CLE,,4,154,77,81,73,,,N,N,890,5439,1654,72,737,Cleveland Indians
1930,AL,DET,DET,,5,154,78,75,79,,,N,N,783,5297,1504,82,706,Detroit Tigers
1930,NL,NY1,SFG,,3,154,77,87,67,,,N,N,959,5553,1769,143,698,New York Giants
1930,AL,NYA,NYY,,3,154,76,86,68,,,N,N,1062,5448,1683,152,741,New York Yankees
1930,AL,PHA,OAK,,1,154,76,102,52,,,Y,Y,951,5345,1573,125,652,Philadelphia Athletics
1930,NL,PHI,PHI,,8,156,77,52,102,,,N,N,944,5667,1783,126,1023,Philadelphia Phillies
1930,NL,PIT,PIT,,5,154,77,80,74,,,N,N,891,5346,1622,86,792,Pittsburgh Pirates
1930,AL,SLA,BAL,,6,154,78,64,90,,,N,N,751,5278,1415,75,772,St. Louis Browns
1930,NL,SLN,STL,,1,154,77,92,62,,,Y,N,1004,5512,1732,104,673,St. Louis Cardinals
1930,AL,WS1,MIN,,2,154,77,94,60,,,N,N,892,5370,1620,57,602,Washington Senators
1931,AL,BOS,BOS,,6,153,80,62,90,,,N,N,625,5379,1409,37,698,Boston Red Sox
1931,NL,BRO,LAD,,4,153,76,79,73,,,N,N,681,5309,1464,71,579,Brooklyn Robins
1931,NL,BSN,ATL,,7,156,78,64,90,,,N,N,533,5296,1367,34,598,Boston Braves
1931,AL,CHA,CHW,,8,156,77,56,97,,,N,N,704,5481,1423,27,778,Chicago White Sox
1931,NL,CHN,CHC,,3,156,77,84,70,,,N,N,828,5451,1578,84,611,Chicago Cubs
1931,NL,CIN,CIN,,8,154,77,58,96,,,N,N,592,5343,1439,21,631,Cincinnati Reds
1931,AL,CLE,CLE,,4,155,76,78,76,,,N,N,885,5445,1612,71,697,Cleveland Indians
1931,AL,DET,DET,,7,154,77,61,93,,,N,N,651,5430,1456,43,706,Detroit Tigers
1931,NL,NY1,SFG,,2,153,78,87,65,,,N,N,768,5372,1554,101,499,New York Giants
1931,AL,NYA,NYY,,2,155,77,94,59,,,N,N,1067,5608,1667,155,658,New York Yankees
1931,AL,PHA,OAK,,1,153,75,107,45,,,Y,N,858,5377,1544,118,526,Philadelphia Athletics
1931,NL,PHI,PHI,,6,155,76,66,88,,,N,N,684,5375,1502,81,692,Philadelphia Phillies
1931,NL,PIT,PIT,,5,155,78,75,79,,,N,N,636,5360,1425,41,565,Pittsburgh Pirates
1931,AL,SLA,BAL,,5,154,77,63,91,,,N,N,722,5374,1455,76,720,St. Louis Browns
1931,NL,SLN,STL,,1,154,78,101,53,,,Y,Y,815,5435,1554,60,531,St. Louis Cardinals
1931,AL,WS1,MIN,,3,156,79,92,62,,,N,N,843,5576,1588,49,582,Washington Senators
1932,AL,BOS,BOS,,8,154,77,43,111,,,N,N,566,5295,1331,53,760,Boston Red Sox
1932,NL,BRO,LAD,,3,154,78,81,73,,,N,N,752,5433,1538,110,654,Brooklyn Dodgers
1932,NL,BSN,ATL,,5,155,77,77,77,,,N,N,649,5506,1460,63,555,Boston Braves
1932,AL,CHA,CHW,,7,152,77,49,102,,,N,N,667,5336,1426,36,722,Chicago White Sox
1932,NL,CHN,CHC,,1,154,77,90,64,,,Y,N,720,5462,1519,69,535,Chicago Cubs
1932,NL,CIN,CIN,,8,155,77,60,94,,,N,N,575,5443,1429,47,587,Cincinnati Reds
1932,AL,CLE,CLE,,4,153,77,87,65,,,N,N,845,5412,1544,78,630,Cleveland Indians
1932,AL,DET,DET,,5,153,78,76,75,,,N,N,799,5409,1479,80,651,Detroit Tigers
1932,NL,NY1,SFG,,6,154,77,72,82,,,N,N,755,5530,1527,116,585,New York Giants
1932,AL,NYA,NYY,,1,156,77,107,47,,,Y,Y,1002,5477,1564,160,623,New York Yankees
1932,AL,PHA,OAK,,2,154,77,94,60,,,N,N,981,5537,1606,172,685,Philadelphia Athletics
1932,NL,PHI,PHI,,4,154,77,78,76,,,N,N,844,5510,1608,122,687,Philadelphia Phillies
1932,NL,PIT,PIT,,2,154,76,86,68,,,N,N,701,5421,1543,48,574,Pittsburgh Pirates
1932,AL,SLA,BAL,,6,154,75,63,91,,,N,N,736,5449,1502,67,766,St. Louis Browns
1932,NL,SLN,STL,,6,156,79,72,82,,,N,N,684,5458,1467,76,616,St. Louis Cardinals
1932,AL,WS1,MIN,,3,154,77,93,61,,,N,N,840,5515,1565,61,639,Washington Senators
1933,AL,BOS,BOS,,7,149,72,63,86,,,N,N,700,5201,1407,50,641,Boston Red Sox
1933,NL,BRO,LAD,,6,157,80,65,88,,,N,N,617,5367,1413,62,574,Brooklyn Dodgers
1933,NL,BSN,ATL,,4,156,77,83,71,,,N,N,552,5243,1320,54,461,Boston Braves
1933,AL,CHA,CHW,,6,151,77,67,83,,,N,N,683,5318,1448,43,678,Chicago White Sox
1933,NL,CHN,CHC,,3,154,79,86,68,,,N,N,646,5255,1422,72,443,Chicago Cubs
1933,NL,CIN,CIN,,8,153,79,58,94,,,N,N,496,5156,1267,34,514,Cincinnati Reds
1933,AL,CLE,CLE,,4,151,77,75,76,,,N,N,654,5240,1366,50,556,Cleveland Indians
1933,AL,DET,DET,,5,155,78,75,79,,,N,N,722,5502,1479,57,614,Detroit Tigers
1933,NL,NY1,SFG,,1,156,77,91,61,,,Y,Y,636,5461,1437,82,424,New York Giants
1933,AL,NYA,NYY,,2,152,75,91,59,,,N,N,927,5274,1495,144,656,New York Yankees
1933,AL,PHA,OAK,,3,152,76,79,72,,,N,N,875,5330,1519,139,718,Philadelphia Athletics
1933,NL,PHI,PHI,,7,152,72,60,92,,,N,N,607,5261,1439,60,644,Philadelphia Phillies
1933,NL,PIT,PIT,,2,154,77,87,67,,,N,N,667,5429,1548,39,499,Pittsburgh Pirates
1933,AL,SLA,BAL,,8,153,77,55,96,,,N,N,669,5285,1337,64,728,St. Louis Browns
1933,NL,SLN,STL,,5,154,77,82,71,,,N,N,687,5387,1486,57,517,St. Louis Cardinals
1933,AL,WS1,MIN,,1,153,76,99,53,,,Y,N,850,5524,1586,60,590,Washington Senators
1934,AL,BOS,BOS,,4,153,77,76,76,,,N,N,820,5339,1465,51,653,Boston Red Sox
1934,NL,BRO,LAD,,6,153,77,71,81,,,N,N,748,5427,1526,79,674,Brooklyn Dodgers
1934,NL,BSN,ATL,,4,152,75,78,73,,,N,N,683,5370,1460,83,621,Boston Braves
1934,AL,CHA,CHW,,8,153,75,53,99,,,N,N,704,5301,1395,71,815,Chicago White Sox
1934,NL,CHN,CHC,,3,152,77,86,65,,,N,N,705,5347,1494,101,569,Chicago Cubs
1934,NL,CIN,CIN,,8,152,78,52,99,,,N,N,590,5361,1428,55,654,Cincinnati Reds
1934,AL,CLE,CLE,,3,154,78,85,69,,,N,N,814,5396,1550,100,650,Cleveland Indians
1934,AL,DET,DET,,1,154,80,101,53,,,Y,N,958,5475,1644,74,618,Detroit Tigers
1934,NL,NY1,SFG,,2,153,75,93,60,,,N,N,760,5396,1485,126,486,New York Giants
1934,AL,NYA,NYY,,2,154,77,94,60,,,N,N,842,5368,1494,135,577,New York Yankees
1934,AL,PHA,OAK,,5,153,76,68,82,,,N,N,764,5317,1491,144,744,Philadelphia Athletics
1934,NL,PHI,PHI,,7,149,71,56,93,,,N,N,675,5218,1480,56,686,Philadelphia Phillies
1934,NL,PIT,PIT,,5,151,78,74,76,,,N,N,735,5361,1541,52,620,Pittsburgh Pirates
1934,AL,SLA,BAL,,6,154,76,67,85,,,N,N,674,5288,1417,62,674,St. Louis Browns
1934,NL,SLN,STL,,1,154,77,95,58,,,Y,Y,799,5502,1582,104,568,St. Louis Cardinals
1934,AL,WS1,MIN,,7,155,76,66,86,,,N,N,729,5448,1512,51,718,Washington Senators
1935,AL,BOS,BOS,,4,154,79,78,75,,,N,N,718,5288,1458,69,619,Boston Red Sox
1935,NL,BRO,LAD,,5,154,77,70,83,,,N,N,711,5410,1496,59,637,Brooklyn Dodgers
1935,NL,BSN,ATL,,8,153,75,38,115,,,N,N,575,5309,1396,75,729,Boston Braves
1935,AL,CHA,CHW,,5,153,77,74,78,,,N,N,738,5314,1460,74,662,Chicago White Sox
1935,NL,CHN,CHC,,1,154,77,100,54,,,Y,N,847,5486,1581,88,505,Chicago Cubs
1935,NL,CIN,CIN,,6,154,76,68,85,,,N,N,646,5296,1403,73,648,Cincinnati Reds
1935,AL,CLE,CLE,,3,156,77,82,71,,,N,N,776,5534,1573,93,644,Cleveland Indians
1935,AL,DET,DET,,1,152,79,93,58,,,Y,Y,919,5423,1573,106,579,Detroit Tigers
1935,NL,NY1,SFG,,3,156,79,91,62,,,N,N,770,5623,1608,123,589,New York Giants
1935,AL,NYA,NYY,,2,149,74,89,60,,,N,N,818,5214,1462,104,532,New York Yankees
1935,AL,PHA,OAK,,8,149,72,58,91,,,N,N,710,5269,1470,112,754,Philadelphia Athletics
1935,NL,PHI,PHI,,7,156,79,64,89,,,N,N,685,5442,1466,92,727,Philadelphia Phillies
1935,NL,PIT,PIT,,4,153,77,86,67,,,N,N,743,5415,1543,66,519,Pittsburgh Pirates
1935,AL,SLA,BAL,,7,155,76,65,87,,,N,N,718,5365,1446,73,807,St. Louis Browns
1935,NL,SLN,STL,,2,154,77,96,58,,,N,N,829,5457,1548,86,541,St. Louis Cardinals
1935,AL,WS1,MIN,,6,154,77,67,86,,,N,N,823,5592,1591,32,804,Washington Senators
1936,AL,BOS,BOS,,6,155,77,74,80,,,N,N,775,5383,1485,86,669,Boston Red Sox
1936,NL,BRO,LAD,,7,156,79,67,87,,,N,N,662,5574,1518,33,620,Brooklyn Dodgers
1936,NL,BSN,ATL,,6,157,79,71,83,,,N,N,631,5478,1450,67,619,Boston Bees
1936,AL,CHA,CHW,,4,153,75,81,70,,,N,N,920,5466,1597,60,767,Chicago White Sox
1936,NL,CHN,CHC,,2,154,77,87,67,,,N,N,755,5409,1545,76,544,Chicago Cubs
1936,NL,CIN,CIN,,5,154,76,74,80,,,N,N,722,5393,1476,82,641,Cincinnati Reds
1936,AL,CLE,CLE,,5,157,81,80,74,,,N,N,921,5646,1715,123,745,Cleveland Indians
1936,AL,DET,DET,,2,154,77,83,71,,,N,N,921,5464,1638,94,756,Detroit Tigers
1936,NL,NY1,SFG,,1,154,78,92,62,,,Y,N,742,5449,1529,97,532,New York Giants
1936,AL,NYA,NYY,,1,155,77,102,51,,,Y,Y,1065,5591,1676,182,649,New York Yankees
1936,AL,PHA,OAK,,8,154,77,53,100,,,N,N,714,5373,1443,72,913,Philadelphia Athletics
