yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,HR,ER,name
2004,AL,BAL,BAL,E,3,162,81,78,84,N,N,N,N,842,5736,1614,169,760,Baltimore Orioles
2004,AL,BOS,BOS,E,2,162,81,98,64,N,Y,Y,Y,949,5720,1613,222,674,Boston Red Sox
2004,AL,CHA,CHW,C,2,162,81,83,79,N,N,N,N,865,5534,1481,242,782,Chicago White Sox
2004,NL,CHN,CHC,C,3,162,82,89,73,N,N,N,N,789,5628,1508,235,621,Chicago Cubs
2004,NL,CIN,CIN,C,4,162,81,76,86,N,N,N,N,750,5518,1380,194,832,Cincinnati Reds
2004,AL,CLE,CLE,C,3,162,81,80,82,N,N,N,N,858,5676,1565,184,784,Cleveland Indians
2004,NL,COL,COL,W,4,162,81,68,94,N,N,N,N,833,5577,1531,202,883,Colorado Rockies
2004,AL,DET,DET,C,4,162,81,72,90,N,N,N,N,827,5623,1531,201,788,Detroit Tigers
2004,NL,FLO,FLA,E,3,162,80,83,79,N,N,N,N,718,5486,1447,148,655,Florida Marlins
2004,NL,HOU,HOU,C,2,162,81,92,70,N,Y,N,N,803,5468,1458,187,650,Houston Astros
2004,AL,KCA,KCR,C,5,162,80,58,104,N,N,N,N,720,5538,1432,150,813,Kansas City Royals
2004,NL,LAN,LAD,W,1,162,81,93,69,Y,N,N,N,761,5542,1450,203,647,Los Angeles Dodgers
2004,NL,MIL,MIL,C,6,161,81,67,94,N,N,N,N,634,5483,1358,135,679,Milwaukee Brewers
2004,AL,MIN,MIN,C,1,162,81,92,70,Y,N,N,N,780,5623,1494,191,661,Minnesota Twins
2004,NL,MON,WSN,E,5,162,80,67,95,N,N,N,N,635,5474,1361,151,696,Montreal Expos
2004,AL,NYA,NYY,E,1,162,81,101,61,Y,N,N,N,897,5527,1483,242,752,New York Yankees
2004,NL,NYN,NYM,E,4,162,81,71,91,N,N,N,N,684,5532,1376,185,658,New York Mets
2004,AL,OAK,OAK,W,2,162,81,91,71,N,N,N,N,793,5728,1545,189,682,Oakland Athletics
2004,NL,PHI,PHI,E,2,162,81,86,76,N,N,N,N,840,5643,1505,215,724,Philadelphia Phillies
2004,NL,PIT,PIT,C,5,161,80,72,89,N,N,N,N,680,5483,1428,142,680,Pittsburgh Pirates
2004,NL,SDN,SDP,W,3,162,81,87,75,N,N,N,N,768,5573,1521,139,645,San Diego Padres
2004,AL,SEA,SEA,W,4,162,82,63,99,N,N,N,N,698,5722,1544,136,772,Seattle Mariners
2004,NL,SFN,SFG,W,2,162,82,91,71,N,N,N,N,850,5546,1500,183,695,San Francisco Giants
2004,NL,SLN,STL,C,1,162,81,105,57,Y,N,Y,N,855,5555,1544,214,605,St. Louis Cardinals
2004,AL,TBA,TBD,E,4,161,80,70,91,N,N,N,N,714,5483,1416,145,757,Tampa Bay Devil Rays
2004,AL,TEX,TEX,W,3,162,81,89,73,N,N,N,N,860,5615,1492,227,724,Texas Rangers
2004,AL,TOR,TOR,E,5,161,81,67,94,N,N,N,N,719,5531,1438,145,775,Toronto Blue Jays
2005,NL,ARI,ARI,W,2,162,81,77,85,N,N,N,N,696,5550,1419,191,783,Arizona Diamondbacks
2005,NL,ATL,ATL,E,1,162,81,90,72,Y,N,N,N,769,5486,1453,184,639,Atlanta Braves
2005,AL,BAL,BAL,E,4,162,81,74,88,N,N,N,N,729,5551,1492,189,724,Baltimore Orioles
2005,AL,BOS,BOS,E,2,162,81,95,67,N,Y,N,N,910,5626,1579,199,752,Boston Red Sox
2005,AL,CHA,CHW,C,1,162,81,99,63,Y,N,Y,Y,741,5529,1450,200,592,Chicago White Sox
2005,NL,CHN,CHC,C,4,162,81,79,83,N,N,N,N,703,5584,1506,194,671,Chicago Cubs
2005,NL,CIN,CIN,C,5,163,82,73,89,N,N,N,N,820,5565,1453,222,820,Cincinnati Reds
2005,AL,CLE,CLE,C,2,162,81,93,69,N,N,N,N,790,5609,1522,207,582,Cleveland Indians
2005,NL,COL,COL,W,5,162,81,67,95,N,N,N,N,740,5542,1477,150,808,Colorado Rockies
2005,AL,DET,DET,C,4,162,81,71,91,N,N,N,N,723,5602,1521,168,719,Detroit Tigers
2005,NL,FLO,FLA,E,3,162,81,83,79,N,N,N,N,717,5502,1499,128,666,Florida Marlins
2005,NL,HOU,HOU,C,2,163,81,89,73,N,Y,Y,N,693,5462,1400,161,563,Houston Astros
2005,AL,KCA,KCR,C,5,162,81,56,106,N,N,N,N,701,5503,1445,126,862,Kansas City Royals
2005,AL,LAA,ANA,W,1,162,81,95,67,Y,N,N,N,761,5624,1520,147,598,Los Angeles Angels of Anaheim
2005,NL,LAN,LAD,W,4,162,81,71,91,N,N,N,N,685,5433,1374,149,695,Los Angeles Dodgers
2005,NL,MIL,MIL,C,3,162,81,81,81,N,N,N,N,726,5448,1413,175,635,Milwaukee Brewers
2005,AL,MIN,MIN,C,3,162,81,83,79,N,N,N,N,688,5564,1441,134,604,Minnesota Twins
2005,AL,NYA,NYY,E,1,162,81,95,67,Y,N,N,N,886,5624,1552,229,718,New York Yankees
2005,NL,NYN,NYM,E,3,162,81,83,79,N,N,N,N,722,5505,1421,175,599,New York Mets
2005,AL,OAK,OAK,W,2,162,81,88,74,N,N,N,N,772,5627,1476,155,594,Oakland Athletics
2005,NL,PHI,PHI,E,2,162,81,88,74,N,N,N,N,807,5542,1494,167,672,Philadelphia Phillies
2005,NL,PIT,PIT,C,6,162,81,67,95,N,N,N,N,680,5573,1445,139,706,Pittsburgh Pirates
2005,NL,SDN,SDP,W,1,162,81,82,80,Y,N,N,N,684,5502,1416,130,668,San Diego Padres
2005,AL,SEA,SEA,W,4,162,81,69,93,N,N,N,N,699,5507,1408,130,712,Seattle Mariners
2005,NL,SFN,SFG,W,3,162,81,75,87,N,N,N,N,649,5462,1427,128,695,San Francisco Giants
2005,NL,SLN,STL,C,1,162,81,100,62,Y,N,N,N,805,5538,1494,170,560,St. Louis Cardinals
2005,AL,TBA,TBD,E,5,162,81,67,95,N,N,N,N,750,5552,1519,157,851,Tampa Bay Devil Rays
2005,AL,TEX,TEX,W,3,162,81,79,83,N,N,N,N,865,5716,1528,260,794,Texas Rangers
2005,AL,TOR,TOR,E,3,162,81,80,82,N,N,N,N,775,5581,1480,136,653,Toronto Blue Jays
2005,NL,WAS,WSN,E,5,162,81,81,81,N,N,N,N,639,5426,1367,117,627,Washington Nationals
2006,NL,ARI,ARI,W,4,162,81,76,86,N,N,N,N,773,5645,1506,160,727,Arizona Diamondbacks
2006,NL,ATL,ATL,E,3,162,81,79,83,N,N,N,N,849,5583,1510,222,736,Atlanta Braves
2006,AL,BAL,BAL,E,4,162,81,70,92,N,N,N,N,768,5610,1556,164,843,Baltimore Orioles
2006,AL,BOS,BOS,E,3,162,81,86,76,N,N,N,N,820,5619,1510,192,773,Boston Red Sox
2006,AL,CHA,CHW,C,3,162,81,90,72,N,N,N,N,868,5657,1586,236,743,Chicago White Sox
2006,NL,CHN,CHC,C,6,162,81,66,96,N,N,N,N,716,5587,1496,166,758,Chicago Cubs
2006,NL,CIN,CIN,C,3,162,82,80,82,N,N,N,N,749,5515,1419,217,725,Cincinnati Reds
2006,AL,CLE,CLE,C,4,162,81,78,84,N,N,N,N,870,5619,1576,196,698,Cleveland Indians
2006,NL,COL,COL,W,4,162,81,76,86,N,N,N,N,813,5562,1504,157,749,Colorado Rockies
2006,AL,DET,DET,C,2,162,81,95,67,N,Y,Y,N,822,5642,1548,203,618,Detroit Tigers
2006,NL,FLO,FLA,E,4,162,81,78,84,N,N,N,N,758,5502,1454,182,696,Florida Marlins
2006,NL,HOU,HOU,C,2,162,81,82,80,N,N,N,N,735,5521,1407,174,666,Houston Astros
2006,AL,KCA,KCR,C,5,162,81,62,100,N,N,N,N,757,5589,1515,124,896,Kansas City Royals
2006,AL,LAA,ANA,W,2,162,81,89,73,N,N,N,N,766,5609,1539,159,652,Los Angeles Angels of Anaheim
2006,NL,LAN,LAD,W,2,162,81,88,74,N,Y,N,N,820,5628,1552,153,686,Los Angeles Dodgers
2006,NL,MIL,MIL,C,4,162,81,75,87,N,N,N,N,730,5433,1400,180,763,Milwaukee Brewers
2006,AL,MIN,MIN,C,1,162,81,96,66,Y,N,N,N,801,5602,1608,143,632,Minnesota Twins
2006,AL,NYA,NYY,E,1,162,81,97,65,Y,N,N,N,930,5651,1608,210,708,New York Yankees
2006,NL,NYN,NYM,E,1,162,81,97,65,Y,N,N,N,834,5558,1469,200,673,New York Mets
2006,AL,OAK,OAK,W,1,162,81,93,69,Y,N,N,N,771,5500,1429,175,679,Oakland Athletics
2006,NL,PHI,PHI,E,2,162,81,85,77,N,N,N,N,865,5687,1518,216,747,Philadelphia Phillies
2006,NL,PIT,PIT,C,5,162,81,67,95,N,N,N,N,691,5558,1462,141,720,Pittsburgh Pirates
2006,NL,SDN,SDP,W,1,162,81,88,74,Y,N,N,N,731,5576,1465,161,629,San Diego Padres
2006,AL,SEA,SEA,W,4,162,81,78,84,N,N,N,N,756,5670,1540,172,739,Seattle Mariners
2006,NL,SFN,SFG,W,3,161,81,76,85,N,N,N,N,746,5472,1418,163,735,San Francisco Giants
2006,NL,SLN,STL,C,1,161,80,83,78,Y,N,Y,Y,781,5522,1484,184,721,St. Louis Cardinals
2006,AL,TBA,TBD,E,5,162,81,61,101,N,N,N,N,689,5474,1395,190,782,Tampa Bay Devil Rays
2006,AL,TEX,TEX,W,3,162,81,80,82,N,N,N,N,835,5659,1571,183,731,Texas Rangers
2006,AL,TOR,TOR,E,2,162,81,87,75,N,N,N,N,809,5596,1591,199,694,Toronto Blue Jays
2006,NL,WAS,WSN,E,5,162,81,71,91,N,N,N,N,746,5495,1437,164,803,Washington Nationals
2007,NL,ARI,ARI,W,1,162,81,90,72,Y,N,N,N,712,5398,1350,171,662,Arizona Diamondbacks
2007,NL,ATL,ATL,E,3,162,81,84,78,N,N,N,N,810,5689,1562,176,665,Atlanta Braves
2007,AL,BAL,BAL,E,4,162,81,69,93,N,N,N,N,756,5631,1529,142,827,Baltimore Orioles
2007,AL,BOS,BOS,E,1,162,81,96,66,Y,N,Y,Y,867,5589,1561,166,618,Boston Red Sox
2007,AL,CHA,CHW,C,4,162,81,72,90,N,N,N,N,693,5441,1341,190,763,Chicago White Sox
2007,NL,CHN,CHC,C,1,162,81,85,77,Y,N,N,N,752,5643,1530,151,650,Chicago Cubs
2007,NL,CIN,CIN,C,5,162,81,72,90,N,N,N,N,783,5607,1496,204,796,Cincinnati Reds
2007,AL,CLE,CLE,C,1,162,80,96,66,Y,N,N,N,811,5604,1504,178,658,Cleveland Indians
2007,NL,COL,COL,W,2,163,82,90,73,N,Y,Y,N,860,5691,1591,171,706,Colorado Rockies
2007,AL,DET,DET,C,2,162,81,88,74,N,N,N,N,887,5757,1652,177,735,Detroit Tigers
2007,NL,FLO,FLA,E,5,162,81,71,91,N,N,N,N,790,5627,1504,201,793,Florida Marlins
2007,NL,HOU,HOU,C,4,162,81,73,89,N,N,N,N,723,5605,1457,167,761,Houston Astros
2007,AL,KCA,KCR,C,5,162,81,69,93,N,N,N,N,706,5534,1447,102,716,Kansas City Royals
2007,AL,LAA,ANA,W,1,162,81,94,68,Y,N,N,N,822,5554,1578,123,674,Los Angeles Angels of Anaheim
2007,NL,LAN,LAD,W,4,162,81,82,80,N,N,N,N,735,5614,1544,129,677,Los Angeles Dodgers
2007,NL,MIL,MIL,C,2,162,81,83,79,N,N,N,N,801,5554,1455,231,708,Milwaukee Brewers
2007,AL,MIN,MIN,C,3,162,81,79,83,N,N,N,N,718,5522,1460,118,663,Minnesota Twins
2007,AL,NYA,NYY,E,2,162,81,94,68,N,Y,N,N,968,5717,1656,201,724,New York Yankees
2007,NL,NYN,NYM,E,2,162,81,88,74,N,N,N,N,804,5605,1543,177,687,New York Mets
2007,AL,OAK,OAK,W,3,162,81,76,86,N,N,N,N,741,5577,1430,171,689,Oakland Athletics
2007,NL,PHI,PHI,E,1,162,81,89,73,Y,N,N,N,892,5688,1558,213,767,Philadelphia Phillies
2007,NL,PIT,PIT,C,6,162,81,68,94,N,N,N,N,724,5569,1463,148,793,Pittsburgh Pirates
2007,NL,SDN,SDP,W,3,163,81,89,74,N,N,N,N,741,5612,1408,171,611,San Diego Padres
2007,AL,SEA,SEA,W,2,162,82,88,74,N,N,N,N,794,5684,1629,153,754,Seattle Mariners
2007,NL,SFN,SFG,W,5,162,81,71,91,N,N,N,N,683,5538,1407,131,677,San Francisco Giants
2007,NL,SLN,STL,C,3,162,81,78,84,N,N,N,N,725,5529,1513,141,741,St. Louis Cardinals
2007,AL,TBA,TBD,E,5,162,81,66,96,N,N,N,N,782,5593,1500,187,879,Tampa Bay Devil Rays
2007,AL,TEX,TEX,W,4,162,81,75,87,N,N,N,N,816,5555,1460,179,755,Texas Rangers
2007,AL,TOR,TOR,E,3,162,81,83,79,N,N,N,N,753,5536,1434,165,644,Toronto Blue Jays
2007,NL,WAS,WSN,E,4,162,81,73,89,N,N,N,N,673,5520,1415,123,736,Washington Nationals
2008,NL,ARI,ARI,W,2,162,81,82,80,N,N,N,N,720,5409,1355,159,635,Arizona Diamondbacks
2008,NL,ATL,ATL,E,4,162,81,72,90,N,N,N,N,753,5604,1514,130,714,Atlanta Braves
2008,AL,BAL,BAL,E,5,161,81,68,93,N,N,N,N,782,5559,1486,172,810,Baltimore Orioles
2008,AL,BOS,BOS,E,2,162,81,95,67,N,Y,N,N,845,5596,1565,173,645,Boston Red Sox
2008,AL,CHA,CHW,C,1,163,82,89,74,Y,N,N,N,811,5553,1458,235,658,Chicago White Sox
2008,NL,CHN,CHC,C,1,161,81,97,64,Y,N,N,N,855,5588,1552,184,624,Chicago Cubs
2008,NL,CIN,CIN,C,5,162,81,74,88,N,N,N,N,704,5465,1351,187,729,Cincinnati Reds
2008,AL,CLE,CLE,C,3,162,81,81,81,N,N,N,N,805,5543,1455,171,711,Cleveland Indians
2008,NL,COL,COL,W,3,162,81,74,88,N,N,N,N,747,5557,1462,160,766,Colorado Rockies
2008,AL,DET,DET,C,5,162,81,74,88,N,N,N,N,821,5641,1529,200,786,Detroit Tigers
2008,NL,FLO,FLA,E,3,161,81,84,77,N,N,N,N,770,5499,1397,208,707,Florida Marlins
2008,NL,HOU,HOU,C,3,161,80,86,75,N,N,N,N,712,5451,1432,167,691,Houston Astros
2008,AL,KCA,KCR,C,4,162,81,75,87,N,N,N,N,691,5608,1507,120,720,Kansas City Royals
2008,AL,LAA,ANA,W,1,162,81,100,62,Y,N,N,N,765,5540,1486,159,644,Los Angeles Angels of Anaheim
2008,NL,LAN,LAD,W,1,162,81,84,78,Y,N,N,N,700,5506,1455,137,591,Los Angeles Dodgers
2008,NL,MIL,MIL,C,2,162,81,90,72,N,Y,N,N,750,5535,1398,198,623,Milwaukee Brewers
2008,AL,MIN,MIN,C,2,163,81,88,75,N,N,N,N,829,5641,1572,111,675,Minnesota Twins
2008,AL,NYA,NYY,E,3,162,81,89,73,N,N,N,N,789,5572,1512,180,685,New York Yankees
2008,NL,NYN,NYM,E,2,162,81,89,73,N,N,N,N,799,5606,1491,172,662,New York Mets
2008,AL,OAK,OAK,W,3,161,81,75,86,N,N,N,N,646,5451,1318,125,640,Oakland Athletics
2008,NL,PHI,PHI,E,1,162,81,92,70,Y,N,Y,Y,799,5509,1407,214,625,Philadelphia Phillies
2008,NL,PIT,PIT,C,6,162,81,67,95,N,N,N,N,735,5628,1454,153,822,Pittsburgh Pirates
2008,NL,SDN,SDP,W,5,162,81,63,99,N,N,N,N,637,5568,1390,154,714,San Diego Padres
2008,AL,SEA,SEA,W,4,162,81,61,101,N,N,N,N,671,5643,1498,124,754,Seattle Mariners
2008,NL,SFN,SFG,W,4,162,81,72,90,N,N,N,N,640,5543,1452,94,701,San Francisco Giants
2008,NL,SLN,STL,C,4,162,81,86,76,N,N,N,N,779,5636,1585,174,677,St. Louis Cardinals
2008,AL,TBA,TBD,E,1,162,81,97,65,Y,N,Y,N,774,5541,1443,180,618,Tampa Bay Rays
2008,AL,TEX,TEX,W,2,162,81,79,83,N,N,N,N,901,5728,1619,194,860,Texas Rangers
2008,AL,TOR,TOR,E,4,162,81,86,76,N,N,N,N,714,5503,1453,126,561,Toronto Blue Jays
2008,NL,WAS,WSN,E,5,161,80,59,102,N,N,N,N,641,5491,1376,117,742,Washington Nationals
2009,NL,ARI,ARI,W,5,162,81,70,92,N,N,N,N,720,5565,1408,173,711,Arizona Diamondbacks
2009,NL,ATL,ATL,E,3,162,81,86,76,N,N,N,N,735,5539,1459,149,581,Atlanta Braves
2009,AL,BAL,BAL,E,5,162,81,64,98,N,N,N,N,741,5618,1508,160,817,Baltimore Orioles
2009,AL,BOS,BOS,E,2,162,81,95,67,N,Y,N,N,872,5543,1495,212,695,Boston Red Sox
2009,AL,CHA,CHW,C,3,162,81,79,83,N,N,N,N,724,5463,1410,184,663,Chicago White Sox
2009,NL,CHN,CHC,C,2,161,80,83,78,N,N,N,N,707,5486,1398,161,616,Chicago Cubs
2009,NL,CIN,CIN,C,4,162,81,78,84,N,N,N,N,673,5462,1349,158,677,Cincinnati Reds
2009,AL,CLE,CLE,C,4,162,81,65,97,N,N,N,N,773,5568,1468,161,806,Cleveland Indians
2009,NL,COL,COL,W,2,162,81,92,70,N,Y,N,N,804,5398,1408,190,675,Colorado Rockies
2009,AL,DET,DET,C,2,163,81,86,77,N,N,N,N,743,5540,1443,183,690,Detroit Tigers
2009,NL,FLO,FLA,E,2,162,81,87,75,N,N,N,N,772,5572,1493,159,690,Florida Marlins
2009,NL,HOU,HOU,C,5,162,81,74,88,N,N,N,N,643,5436,1415,142,722,Houston Astros
2009,AL,KCA,KCR,C,4,162,81,65,97,N,N,N,N,686,5532,1432,144,765,Kansas City Royals
2009,AL,LAA,ANA,W,1,162,81,97,65,Y,N,N,N,883,5622,1604,173,715,Los Angeles Angels of Anaheim
2009,NL,LAN,LAD,W,1,162,81,95,67,Y,N,N,N,780,5592,1511,145,558,Los Angeles Dodgers
2009,NL,MIL,MIL,C,3,162,81,80,82,N,N,N,N,785,5510,1447,182,770,Milwaukee Brewers
2009,AL,MIN,MIN,C,1,163,82,87,76,Y,N,N,N,817,5608,1539,172,726,Minnesota Twins
2009,AL,NYA,NYY,E,1,162,81,103,59,Y,N,Y,Y,915,5660,1604,244,687,New York Yankees
2009,NL,NYN,NYM,E,4,162,81,70,92,N,N,N,N,671,5453,1472,95,705,New York Mets
2009,AL,OAK,OAK,W,4,162,81,75,87,N,N,N,N,759,5584,1464,135,685,Oakland Athletics
2009,NL,PHI,PHI,E,1,162,81,93,69,Y,N,Y,N,820,5578,1439,224,673,Philadelphia Phillies
2009,NL,PIT,PIT,C,6,161,81,62,99,N,N,N,N,636,5417,1364,125,723,Pittsburgh Pirates
2009,NL,SDN,SDP,W,4,162,81,75,87,N,N,N,N,638,5425,1315,141,704,San Diego Padres
2009,AL,SEA,SEA,W,3,162,81,85,77,N,N,N,N,640,5543,1430,160,625,Seattle Mariners
2009,NL,SFN,SFG,W,3,162,81,88,74,N,N,N,N,657,5493,1411,122,571,San Francisco Giants
2009,NL,SLN,STL,C,1,162,81,91,71,Y,N,N,N,730,5465,1436,160,586,St. Louis Cardinals
2009,AL,TBA,TBD,E,3,162,81,84,78,N,N,N,N,803,5462,1434,199,686,Tampa Bay Rays
2009,AL,TEX,TEX,W,2,162,81,87,75,N,N,N,N,784,5526,1436,224,698,Texas Rangers
2009,AL,TOR,TOR,E,4,162,81,75,87,N,N,N,N,798,5696,1516,209,720,Toronto Blue Jays
2009,NL,WAS,WSN,E,5,162,81,59,103,N,N,N,N,710,5493,1416,156,791,Washington Nationals
2010,NL,ARI,ARI,W,5,162,81,65,97,N,N,N,N,713,5473,1366,180,765,Arizona Diamondbacks
2010,NL,ATL,ATL,E,2,162,81,91,71,N,Y,N,N,738,5463,1411,139,569,Atlanta Braves
2010,AL,BAL,BAL,E,5,162,81,66,96,N,N,N,N,613,5554,1440,133,733,Baltimore Orioles
2010,AL,BOS,BOS,E,3,162,81,89,73,N,N,N,N,818,5646,1511,211,679,Boston Red Sox
2010,AL,CHA,CHW,C,2,162,81,88,74,N,N,N,N,752,5484,1467,177,658,Chicago White Sox
2010,NL,CHN,CHC,C,5,162,81,75,87,N,N,N,N,685,5512,1414,149,668,Chicago Cubs
2010,NL,CIN,CIN,C,1,162,81,91,71,Y,N,N,N,790,5579,1515,188,648,Cincinnati Reds
2010,AL,CLE,CLE,C,4,162,81,69,93,N,N,N,N,646,5487,1362,128,684,Cleveland Indians
2010,NL,COL,COL,W,3,162,81,83,79,N,N,N,N,770,5530,1452,173,663,Colorado Rockies
2010,AL,DET,DET,C,3,162,81,81,81,N,N,N,N,751,5643,1515,152,690,Detroit Tigers
2010,NL,FLO,FLA,E,3,162,81,80,82,N,N,N,N,719,5531,1403,152,652,Florida Marlins
2010,NL,HOU,HOU,C,4,162,81,76,86,N,N,N,N,611,5452,1348,108,654,Houston Astros
2010,AL,KCA,KCR,C,5,162,81,67,95,N,N,N,N,676,5604,1534,121,794,Kansas City Royals
2010,AL,LAA,ANA,W,3,162,81,80,82,N,N,N,N,681,5488,1363,155,651,Los Angeles Angels of Anaheim
2010,NL,LAN,LAD,W,4,162,81,80,82,N,N,N,N,667,5426,1368,120,643,Los Angeles Dodgers
2010,NL,MIL,MIL,C,3,162,81,77,85,N,N,N,N,750,5606,1471,182,733,Milwaukee Brewers
2010,AL,MIN,MIN,C,1,162,81,94,68,Y,N,N,N,781,5568,1521,142,638,Minnesota Twins
2010,AL,NYA,NYY,E,2,162,81,95,67,N,Y,N,N,859,5567,1485,201,651,New York Yankees
2010,NL,NYN,NYM,E,4,162,81,79,83,N,N,N,N,656,5465,1361,128,597,New York Mets
2010,AL,OAK,OAK,W,2,162,81,81,81,N,N,N,N,663,5448,1396,109,566,Oakland Athletics
2010,NL,PHI,PHI,E,1,162,84,97,65,Y,N,N,N,772,5581,1451,166,594,Philadelphia Phillies
2010,NL,PIT,PIT,C,6,162,81,57,105,N,N,N,N,587,5386,1303,126,784,Pittsburgh Pirates
2010,NL,SDN,SDP,W,2,162,81,90,72,N,N,N,N,665,5434,1338,132,549,San Diego Padres
2010,AL,SEA,SEA,W,4,162,81,61,101,N,N,N,N,513,5409,1274,101,628,Seattle Mariners
2010,NL,SFN,SFG,W,1,162,81,92,70,Y,N,Y,Y,697,5488,1411,162,546,San Francisco Giants
2010,NL,SLN,STL,C,2,162,81,86,76,N,N,N,N,736,5542,1456,150,577,St. Louis Cardinals
2010,AL,TBA,TBD,E,1,162,81,96,66,Y,N,N,N,802,5439,1343,160,611,Tampa Bay Rays
2010,AL,TEX,TEX,W,1,162,81,90,72,Y,N,Y,N,787,5635,1556,162,636,Texas Rangers
2010,AL,TOR,TOR,E,4,162,78,85,77,N,N,N,N,755,5495,1364,257,676,Toronto Blue Jays
2010,NL,WAS,WSN,E,5,162,81,69,93,N,N,N,N,655,5418,1355,149,658,Washington Nationals
2011,NL,ARI,ARI,W,1,162,81,94,68,Y,N,N,N,731,5421,1357,172,609,Arizona Diamondbacks
2011,NL,ATL,ATL,E,2,162,81,89,73,N,N,N,N,641,5528,1345,173,572,Atlanta Braves
2011,AL,BAL,BAL,E,5,162,81,69,93,N,N,N,N,708,5585,1434,191,786,Baltimore Orioles
2011,AL,BOS,BOS,E,3,162,81,90,72,N,N,N,N,875,5710,1600,203,680,Boston Red Sox
2011,AL,CHA,CHW,C,3,162,81,79,83,N,N,N,N,654,5502,1387,154,665,Chicago White Sox
2011,NL,CHN,CHC,C,5,162,81,71,91,N,N,N,N,654,5549,1423,148,690,Chicago Cubs
2011,NL,CIN,CIN,C,3,162,81,79,83,N,N,N,N,735,5612,1438,183,678,Cincinnati Reds
2011,AL,CLE,CLE,C,2,162,81,80,82,N,N,N,N,704,5509,1380,154,683,Cleveland Indians
2011,NL,COL,COL,W,4,162,81,73,89,N,N,N,N,735,5544,1429,163,713,Colorado Rockies
2011,AL,DET,DET,C,1,162,81,95,67,Y,N,N,N,787,5563,1540,169,647,Detroit Tigers
2011,NL,FLO,FLA,E,5,162,78,72,90,N,N,N,N,625,5508,1358,149,640,Florida Marlins
2011,NL,HOU,HOU,C,6,162,81,56,106,N,N,N,N,615,5598,1442,95,719,Houston Astros
2011,AL,KCA,KCR,C,4,162,81,71,91,N,N,N,N,730,5672,1560,129,716,Kansas City Royals
2011,AL,LAA,ANA,W,2,162,81,86,76,N,N,N,N,667,5513,1394,155,581,Los Angeles Angels of Anaheim
2011,NL,LAN,LAD,W,3,161,81,82,79,N,N,N,N,644,5436,1395,117,563,Los Angeles Dodgers
2011,NL,MIL,MIL,C,1,162,81,96,66,Y,N,N,N,721,5447,1422,185,582,Milwaukee Brewers
2011,AL,MIN,MIN,C,5,162,81,63,99,N,N,N,N,619,5487,1357,103,724,Minnesota Twins
2011,AL,NYA,NYY,E,1,162,81,97,65,Y,N,N,N,867,5518,1452,222,605,New York Yankees
2011,NL,NYN,NYM,E,4,162,81,77,85,N,N,N,N,718,5600,1477,108,674,New York Mets
2011,AL,OAK,OAK,W,3,162,81,74,88,N,N,N,N,645,5452,1330,114,597,Oakland Athletics
2011,NL,PHI,PHI,E,1,162,81,102,60,Y,N,N,N,713,5579,1409,153,495,Philadelphia Phillies
2011,NL,PIT,PIT,C,4,162,81,72,90,N,N,N,N,610,5421,1325,107,650,Pittsburgh Pirates
2011,NL,SDN,SDP,W,5,162,81,71,91,N,N,N,N,593,5417,1284,91,551,San Diego Padres
2011,AL,SEA,SEA,W,4,162,84,67,95,N,N,N,N,556,5421,1263,109,621,Seattle Mariners
2011,NL,SFN,SFG,W,2,162,81,86,76,N,N,N,N,570,5486,1327,121,522,San Francisco Giants
2011,NL,SLN,STL,C,2,162,81,90,72,N,Y,Y,Y,762,5532,1513,162,608,St. Louis Cardinals
2011,AL,TBA,TBD,E,2,162,81,91,71,N,Y,N,N,707,5436,1324,172,577,Tampa Bay Rays
2011,AL,TEX,TEX,W,1,162,81,96,66,Y,N,Y,N,855,5659,1599,210,607,Texas Rangers
2011,AL,TOR,TOR,E,4,162,81,81,81,N,N,N,N,743,5559,1384,186,700,Toronto Blue Jays
2011,NL,WAS,WSN,E,3,161,80,80,81,N,N,N,N,624,5441,1319,154,577,Washington Nationals
2012,NL,ARI,ARI,W,3,162,81,81,81,N,N,N,N,734,5462,1416,165,626,Arizona Diamondbacks
2012,NL,ATL,ATL,E,2,162,81,94,68,N,Y,N,N,700,5425,1341,149,549,Atlanta Braves
2012,AL,BAL,BAL,E,2,162,81,93,69,N,Y,N,N,712,5560,1375,214,642,Baltimore Orioles
2012,AL,BOS,BOS,E,5,162,81,69,93,N,N,N,N,734,5604,1459,165,754,Boston Red Sox
2012,AL,CHA,CHW,C,2,162,81,85,77,N,N,N,N,748,5518,1409,211,646,Chicago White Sox
2012,NL,CHN,CHC,C,5,162,81,61,101,N,N,N,N,613,5411,1297,137,708,Chicago Cubs
2012,NL,CIN,CIN,C,1,162,81,97,65,Y,N,N,N,669,5477,1377,172,540,Cincinnati Reds
2012,AL,CLE,CLE,C,4,162,81,68,94,N,N,N,N,667,5525,1385,136,766,Cleveland Indians
2012,NL,COL,COL,W,5,162,81,64,98,N,N,N,N,758,5577,1526,166,824,Colorado Rockies
2012,AL,DET,DET,C,1,162,81,88,74,Y,N,Y,N,726,5476,1467,163,596,Detroit Tigers
2012,NL,HOU,HOU,C,6,162,81,55,107,N,N,N,N,583,5407,1276,146,721,Houston Astros
2012,AL,KCA,KCR,C,3,162,81,72,90,N,N,N,N,676,5636,1492,131,693,Kansas City Royals
