ConfRank,School,W,L,T,Pct,Off,Def,SRS,SOS,AP Pre,AP High,AP Rank,Notes,yearID,Conf
8,Oregon,2,9,0,0.182,15.7,19.3,3.43,8.79,,,,,1978,pac-10
9,Oregon State,3,7,1,0.318,11.6,24.2,1.13,11.03,,,,,1978,pac-10
10,Washington State,3,7,1,0.318,25.1,26.9,3.04,5.58,,,,,1978,pac-10
1,USC,11,0,1,0.958,32.4,14.3,23.95,8.62,1,1,2,,1979,pac-10
2,Washington,9,3,0,0.75,26.8,12.8,15.9,5.82,15,6,11,record adjusted to 10-2-0 by NCAA,1979,pac-10
3,Oregon,6,5,0,0.545,18.2,19.3,3.99,4.27,,,,,1979,pac-10
4,Arizona,6,5,1,0.542,20.3,20.3,6.6,5.68,,,,,1979,pac-10
5,California,6,6,0,0.5,21.4,16.2,10.27,7.94,,,,,1979,pac-10
6,Stanford,5,5,1,0.5,23.5,21.7,6.86,5.41,13,13,,,1979,pac-10
7,Arizona State,6,6,0,0.5,25.5,17.3,8.57,5.32,18,18,,,1979,pac-10
8,UCLA,5,6,0,0.455,23.4,23.3,11.13,11.22,,17,,,1979,pac-10
9,Washington State,3,8,0,0.273,21.9,33.3,-1.38,7.81,,,,record adjusted to 4-7-0 by NCAA,1979,pac-10
10,Oregon State,1,10,0,0.091,13.4,36,-9.76,6.33,,,,record adjusted to 2-9-0 by NCAA,1979,pac-10
1,Washington,9,3,0,0.75,27.8,16.5,12.43,4.51,20,13,16,,1980,pac-10
2,UCLA,9,2,0,0.818,27.8,12.3,18.52,6.06,,2,13,,1980,pac-10
3,USC,8,2,1,0.773,24.1,12.2,19.82,10.19,4,2,11,,1980,pac-10
4,Arizona State,7,4,0,0.636,28.3,19.6,12.97,6.7,,20,,,1980,pac-10
5,Oregon,6,3,2,0.636,23.9,17.5,13.05,7.05,,,,,1980,pac-10
6,Stanford,6,5,0,0.545,28.4,25,9.57,8.02,15,11,,,1980,pac-10
7,Arizona,5,6,0,0.455,19.5,25,1.13,5.68,,,,,1980,pac-10
8,Washington State,4,7,0,0.364,26.1,24.6,3.64,2.92,,,,,1980,pac-10
9,California,3,8,0,0.273,17.6,29.8,-0.12,8.51,,,,,1980,pac-10
10,Oregon State,0,11,0,0,9.8,35.1,-13.14,7.59,,,,,1980,pac-10
1,Washington,10,2,0,0.833,23.4,14.3,11.92,3.26,15,10,10,,1981,pac-10
2,Arizona State,9,2,0,0.818,35.8,17.5,16.71,2.89,20,9,16,,1981,pac-10
3,USC,9,3,0,0.75,24.5,14.2,15.17,6.25,5,1,14,,1981,pac-10
4,Washington State,8,3,1,0.708,24.8,16.4,9.87,2.62,,14,,,1981,pac-10
5,UCLA,7,4,1,0.625,25.2,16.4,14.35,7.35,13,6,,,1981,pac-10
6,Arizona,6,5,0,0.545,23,18.6,3.07,0.07,,,,,1981,pac-10
7,Stanford,4,7,0,0.364,28.5,25.5,4.57,5.57,18,18,,,1981,pac-10
8,California,2,9,0,0.182,17.9,26.1,-1.16,8.84,,,,,1981,pac-10
9,Oregon,2,9,0,0.182,14.1,22.5,-5.12,2.89,,,,,1981,pac-10
10,Oregon State,1,10,0,0.091,13.2,42.6,-15.54,4.01,,,,,1981,pac-10
1,UCLA,10,1,1,0.875,33.3,19.3,21.66,8.33,20,5,5,,1982,pac-10
2,Washington,10,2,0,0.833,29.5,16.1,16.48,6.4,2,1,7,,1982,pac-10
3,Arizona State,10,2,0,0.833,24.5,12.1,18.09,6.84,19,3,6,,1982,pac-10
4,USC,8,3,0,0.727,27.5,13,21.05,10.42,10,10,15,,1982,pac-10
5,Arizona,6,4,1,0.591,28.3,19.9,13.78,7.87,,,,,1982,pac-10
6,California,7,4,0,0.636,20,21.2,10.14,7.78,,,,,1982,pac-10
7,Stanford,5,6,0,0.455,29.8,27,10.99,10.17,,,,,1982,pac-10
8,Washington State,3,7,1,0.318,15.5,23.2,-2.2,4.8,,,,,1982,pac-10
9,Oregon,2,8,1,0.227,9.4,20.3,1.18,10.46,,,,,1982,pac-10
10,Oregon State,1,9,1,0.136,12.2,27.8,-3.77,8.5,,,,,1982,pac-10
1,UCLA,7,4,1,0.625,25.8,22.1,10.83,7.66,20,17,17,,1983,pac-10
2,Washington,8,4,0,0.667,23.8,14.8,9.32,1.41,18,9,,,1983,pac-10
3,Washington State,7,4,0,0.636,21.5,19.2,5.56,2.19,,,,,1983,pac-10
4,USC,4,6,1,0.409,19.1,21.6,2.05,4.68,8,8,,,1983,pac-10
5,Arizona,7,3,1,0.682,31.2,17.1,8.62,-0.66,14,3,,,1983,pac-10
6,Arizona State,6,4,1,0.591,29.1,18.2,7.74,-0.08,,13,,,1983,pac-10
7,Oregon,4,6,1,0.409,13.8,20.4,-5.26,0.29,,,,,1983,pac-10
8,California,5,5,1,0.5,22,20.6,1.33,-0.49,,,,,1983,pac-10
9,Oregon State,2,8,1,0.227,15.5,30.2,-12.14,0.41,,,,record adjusted to 3-7-1 by NCAA,1983,pac-10
10,Stanford,1,10,0,0.091,14.5,26.6,-8.36,3.82,,,,,1983,pac-10
1,USC,9,3,0,0.75,18.3,14.4,9.39,4.97,,7,10,,1984,pac-10
2,Washington,11,1,0,0.917,29.3,12.1,15.89,1.47,18,1,2,,1984,pac-10
3,UCLA,9,3,0,0.75,22.9,20.7,6.32,2.15,5,4,9,,1984,pac-10
4,Arizona,7,4,0,0.636,24.7,17.5,6.56,1.29,,,,,1984,pac-10
5,Washington State,6,5,0,0.545,28.8,29,4.61,3.06,,,,,1984,pac-10
6,Arizona State,5,6,0,0.455,27,18.5,7.8,2.98,13,12,,,1984,pac-10
7,Oregon,6,5,0,0.545,21.9,22.5,1.66,0.93,,,,,1984,pac-10
8,Stanford,5,6,0,0.455,21.7,25.4,2.72,5.35,,,,,1984,pac-10
9,Oregon State,2,9,0,0.182,14.4,25.4,-6.58,3.24,,,,,1984,pac-10
10,California,2,9,0,0.182,13.6,24,-6.92,3.26,,,,,1984,pac-10
1,UCLA,9,2,1,0.792,30.3,17.8,17.22,5.8,20,7,7,,1985,pac-10
2,Arizona,8,3,1,0.708,21,12.2,8.74,1.41,,,,,1985,pac-10
3,Arizona State,8,4,0,0.667,23.8,14,10.82,3.07,,,,,1985,pac-10
4,Washington,7,5,0,0.583,19.8,18.8,4.75,4,12,12,,,1985,pac-10
5,USC,6,6,0,0.5,18.6,15.6,6.62,6.12,6,3,,,1985,pac-10
6,Oregon,5,6,0,0.455,24.8,27.3,2.15,1.43,,,,,1985,pac-10
7,Stanford,4,7,0,0.364,22.3,28.5,-3.15,2.76,,,,,1985,pac-10
8,Washington State,4,7,0,0.364,28.5,25.6,3.5,4.13,,,,,1985,pac-10
9,Oregon State,3,8,0,0.273,14.5,32.9,-9.56,1.9,,,,,1985,pac-10
10,California,4,7,0,0.364,21.2,24.1,-2.48,1.52,,,,,1985,pac-10
1,Arizona State,10,1,1,0.875,31.6,13.9,18.23,6.4,,4,4,,1986,pac-10
2,UCLA,8,3,1,0.708,32.1,18.5,19.16,8.83,4,4,14,,1986,pac-10
3,Washington,8,3,1,0.708,31.5,16.4,17.83,7.66,16,6,18,,1986,pac-10
4,Arizona,9,3,0,0.75,29.3,17,17.21,5.88,,10,11,,1986,pac-10
5,Stanford,8,4,0,0.667,23.3,15.9,14.14,7.97,,16,,,1986,pac-10
6,USC,7,5,0,0.583,22,19.9,12.45,10.62,,9,,,1986,pac-10
7,Oregon,5,6,0,0.455,21.4,30.7,4.11,10.2,,,,,1986,pac-10
8,Washington State,3,7,1,0.318,20.1,28.4,3.09,9.46,,,,,1986,pac-10
9,California,2,9,0,0.182,13.2,29.5,-2.43,11.12,,,,,1986,pac-10
10,Oregon State,3,8,0,0.273,13,24.5,-1.14,7.68,,,,,1986,pac-10
1,UCLA,10,2,0,0.833,35.5,16.3,19.17,5,3,3,9,,1987,pac-10
2,USC,8,4,0,0.667,26.8,19.1,12.96,6.63,19,16,18,,1987,pac-10
3,Washington,7,4,1,0.625,24.6,21.2,7.72,3.89,13,10,,,1987,pac-10
4,Arizona State,7,4,1,0.625,27.8,21.9,8.68,3.18,14,12,20,,1987,pac-10
5,Oregon,6,5,0,0.545,20.9,20.7,4.3,5.12,,16,,,1987,pac-10
6,Stanford,5,6,0,0.455,23.8,24.4,4.9,4.36,,,,,1987,pac-10
7,Arizona,4,4,3,0.5,23.9,20,4.07,2.43,,,,,1987,pac-10
8,California,3,6,2,0.364,21.7,24.3,1.1,5.56,,,,,1987,pac-10
9,Washington State,3,7,1,0.318,21.6,32.4,-1.56,6.17,,,,,1987,pac-10
10,Oregon State,2,9,0,0.182,17.2,39.4,-8.15,6.4,,,,,1987,pac-10
1,USC,10,2,0,0.833,30.8,15.3,22.2,9.37,6,2,7,,1988,pac-10
2,UCLA,10,2,0,0.833,32.7,15.8,17.94,6.19,5,1,6,,1988,pac-10
3,Washington State,9,3,0,0.75,34.6,25.3,13.85,6.01,,16,16,,1988,pac-10
4,Arizona,7,4,0,0.636,25.4,19.8,10.2,7.48,,,,,1988,pac-10
5,Arizona State,6,5,0,0.545,17.5,25.2,2.16,5.71,,,,,1988,pac-10
6,Washington,6,5,0,0.545,23.1,20.3,8.31,6.13,,16,,,1988,pac-10
7,Oregon,6,6,0,0.5,24.7,20.6,4.91,4.24,,18,,,1988,pac-10
8,Oregon State,4,6,1,0.409,22.4,25.5,4.77,7.41,,,,,1988,pac-10
9,Stanford,3,6,2,0.364,21.6,19.6,7.98,7.62,,,,,1988,pac-10
10,California,5,5,1,0.5,22.1,22.2,3.17,3.26,,,,,1988,pac-10
1,USC,9,2,1,0.792,28,11,18.32,6.99,5,5,8,,1989,pac-10
2,Arizona,8,4,0,0.667,20.7,14.8,10.77,5.35,18,15,25,,1989,pac-10
3,Oregon,8,4,0,0.667,31.6,20.9,9.94,2.36,,22,,,1989,pac-10
4,Washington,8,4,0,0.667,27.7,18.8,14.64,7.64,,11,23,,1989,pac-10
5,Arizona State,6,4,1,0.591,21.9,23.5,2.23,3.32,,,,,1989,pac-10
6,Oregon State,4,7,1,0.375,17.3,29.8,-2.38,5.71,,,,,1989,pac-10
7,Washington State,6,5,0,0.545,31.9,24.4,8.99,4.53,,15,,,1989,pac-10
8,Stanford,3,8,0,0.273,17,23.5,-0.56,5.62,,,,,1989,pac-10
9,UCLA,3,7,1,0.318,19,22.4,3.68,7.68,9,6,,,1989,pac-10
10,California,4,7,0,0.364,18.2,26.2,-0.28,6.54,,,,,1989,pac-10
1,Washington,10,2,0,0.833,36.7,15.3,21.62,6.87,20,2,5,,1990,pac-10
2,USC,8,4,1,0.654,26.8,21.1,11.42,7.35,9,5,20,,1990,pac-10
3,Oregon,8,4,0,0.667,28.4,18.4,9.64,2.64,,19,,,1990,pac-10
4,California,7,4,1,0.625,27.1,28.4,7.97,7.13,,,,,1990,pac-10
5,Arizona,7,5,0,0.583,22.3,25.9,3.33,4.74,,16,,,1990,pac-10
6,Stanford,5,6,0,0.455,23.9,25.8,6.64,8,,,,,1990,pac-10
7,UCLA,5,6,0,0.455,27.7,30.2,5.53,7.71,19,19,,,1990,pac-10
8,Arizona State,4,7,0,0.364,24.7,26.7,3.31,5.4,,21,,,1990,pac-10
9,Washington State,3,8,0,0.273,26,34.6,-2,5.27,,,,,1990,pac-10
10,Oregon State,1,10,0,0.091,13.8,33.7,-14.19,1.9,,,,,1990,pac-10
1,Washington,12,0,0,1,41.3,9.6,26.22,5.97,4,2,2,,1991,pac-10
2,California,10,2,0,0.833,36.9,19.9,18.08,4.66,,6,8,,1991,pac-10
3,UCLA,9,3,0,0.75,26.9,15.8,13.43,5.52,24,19,19,,1991,pac-10
4,Stanford,8,4,0,0.667,30.7,20.5,13.46,6.3,,17,22,,1991,pac-10
5,Arizona State,6,5,0,0.545,19.8,19.1,6.58,5.49,,24,,,1991,pac-10
6,Arizona,4,7,0,0.364,22.5,32.8,1.75,7.84,,,,,1991,pac-10
7,Washington State,4,7,0,0.364,25.5,30.9,0.01,4.47,,,,,1991,pac-10
8,USC,3,8,0,0.273,20.8,25.1,5.27,10.54,16,16,,,1991,pac-10
9,Oregon,3,8,0,0.273,16.9,22.5,-0.01,4.9,,,,,1991,pac-10
10,Oregon State,1,10,0,0.091,11.4,33.2,-10.08,5.55,,,,,1991,pac-10
1,Stanford,10,3,0,0.769,24.6,15.1,16.22,7.15,17,8,9,,1992,pac-10
2,Washington,9,3,0,0.75,28.1,15.5,19.07,7.73,2,1,11,,1992,pac-10
3,Washington State,9,3,0,0.75,28.1,23.4,10.23,4.48,,13,15,,1992,pac-10
4,USC,6,5,1,0.542,22,20.8,10.94,9.86,,11,,,1992,pac-10
5,Arizona,6,5,1,0.542,19.3,9.8,11.8,6.13,,9,,,1992,pac-10
6,Arizona State,6,5,0,0.545,21.4,16.8,9.75,6.29,,,,,1992,pac-10
7,Oregon,6,6,0,0.5,22.1,18.5,6.3,5.71,,,,,1992,pac-10
8,UCLA,6,5,0,0.545,18.3,20.7,4.14,4.95,18,11,,,1992,pac-10
9,California,4,7,0,0.364,25.8,25.8,3.93,7.02,20,17,,,1992,pac-10
10,Oregon State,1,9,1,0.136,14.8,33,-5.32,9.23,,,,,1992,pac-10
1,Arizona,10,2,0,0.833,24.5,13.4,14.87,4.37,14,7,10,,1993,pac-10
2,UCLA,8,4,0,0.667,30.7,19.2,15.97,8.64,,10,18,,1993,pac-10
3,USC,8,5,0,0.615,26.8,19.4,12.76,7.6,18,18,,,1993,pac-10
4,Washington,7,4,0,0.636,26.2,18,11.12,4.57,12,12,,,1993,pac-10
5,California,9,4,0,0.692,31.6,23.3,9.41,3.1,,16,25,,1993,pac-10
6,Arizona State,6,5,0,0.545,25.6,22.5,7.33,6.51,,23,,,1993,pac-10
7,Washington State,5,6,0,0.455,24.6,22.5,4.84,5.84,,25,,,1993,pac-10
8,Oregon,5,6,0,0.455,25.3,25.1,3.58,4.31,,,,,1993,pac-10
9,Oregon State,4,7,0,0.364,20.4,26.7,1.46,6.28,,,,,1993,pac-10
10,Stanford,4,7,0,0.364,26.5,35.4,1.95,9.5,15,15,,,1993,pac-10
1,Oregon,9,4,0,0.692,26.8,19.2,11.32,5.17,,11,11,,1994,pac-10
2,USC,8,3,1,0.708,29.7,20.3,12.41,7.49,17,13,13,,1994,pac-10
3,Arizona,8,4,0,0.667,23.2,15.8,8.39,2.72,7,6,20,,1994,pac-10
4,Washington State,8,4,0,0.667,16,11.3,10.75,6.08,,16,21,,1994,pac-10
5,Washington,7,4,0,0.636,26.8,21.2,10.3,4.94,23,9,,,1994,pac-10
6,UCLA,5,6,0,0.455,21.7,26.8,1.39,5.94,14,13,,,1994,pac-10
7,California,4,7,0,0.364,19.3,22.5,0.32,3.05,,,,,1994,pac-10
8,Oregon State,4,7,0,0.364,20.3,21.7,2.03,3.94,,,,,1994,pac-10
9,Stanford,3,7,1,0.318,29.7,32.6,-0.54,3.65,,24,,,1994,pac-10
10,Arizona State,3,8,0,0.273,22,31.5,-1.65,6.17,,,,,1994,pac-10
1,USC,9,2,1,0.792,29.6,17.7,11.47,1.64,7,5,12,,1995,pac-10
2,Washington,7,4,1,0.625,26,23.3,9.1,6.19,24,15,,,1995,pac-10
3,Oregon,9,3,0,0.75,27.2,22.7,7.09,1.67,,10,18,,1995,pac-10
4,Stanford,7,4,1,0.625,28.7,25.6,4.86,1.77,,16,,,1995,pac-10
5,UCLA,7,5,0,0.583,28.2,25,6.9,3.73,16,12,,,1995,pac-10
6,Arizona,6,5,0,0.545,18.8,18.1,1.53,0.99,19,17,,,1995,pac-10
7,Arizona State,6,5,0,0.545,28,30,2.94,3.04,,,,,1995,pac-10
8,California,3,8,0,0.273,22.1,26,-5,0.09,,,,,1995,pac-10
9,Washington State,3,8,0,0.273,21.5,24.9,-2.01,2.27,,,,,1995,pac-10
10,Oregon State,1,10,0,0.091,12.4,21.5,-12.73,-2.19,,,,,1995,pac-10
1,Arizona State,11,1,0.917,,40.7,18,19.92,3.59,20,2,4,,1996,pac-10
2,Washington,9,3,0.75,,32.6,21.2,15.02,5.94,,12,16,,1996,pac-10
3,Stanford,7,5,0.583,,20.6,19.1,6.05,3.97,,,,,1996,pac-10
4,UCLA,5,6,0.455,,30,28.9,6.12,6.94,,,,,1996,pac-10
5,Oregon,6,5,0.545,,34.4,32.4,4.46,3.55,,25,,,1996,pac-10
6,California,6,6,0.5,,31.8,33.9,1.23,2.82,,19,,,1996,pac-10
7,USC,6,6,0.5,,27.1,22.3,8.23,6.23,7,7,,,1996,pac-10
8,Arizona,5,6,0.455,,28.2,25.5,4.8,3.25,,,,,1996,pac-10
9,Washington State,5,6,0.455,,28.5,28.8,1.41,2.32,,,,,1996,pac-10
10,Oregon State,2,9,0.182,,19.6,35.3,-12.04,1.23,,,,,1996,pac-10
1,UCLA,10,2,0.833,,39.8,20.6,19.12,6.2,,5,5,,1997,pac-10
2,Washington State,10,2,0.833,,40.3,24.7,14.21,4.71,,8,9,,1997,pac-10
3,Arizona State,9,3,0.75,,27,17.5,12.43,3.85,,12,14,,1997,pac-10
4,Washington,8,4,0.667,,35,21.6,18.65,8.07,4,2,18,,1997,pac-10
5,Arizona,7,5,0.583,,26.4,26,7.91,6.66,,,,,1997,pac-10
6,USC,6,5,0.545,,21.2,21.2,10.22,8.76,22,22,,,1997,pac-10
7,Oregon,7,5,0.583,,31.7,29.2,9.29,6.62,,,,,1997,pac-10
8,Stanford,5,6,0.455,,25.1,28.8,4.64,7.55,18,16,,,1997,pac-10
9,California,3,8,0.273,,26.8,30.8,1.24,6.15,,,,,1997,pac-10
10,Oregon State,3,8,0.273,,17.7,25.9,-3.58,5.15,,,,,1997,pac-10
1,UCLA,10,2,0.833,,39.7,28.3,17.4,6.4,7,2,8,,1998,pac-10
2,Arizona,12,1,0.923,,33.8,18.2,14.7,0.93,24,4,4,,1998,pac-10
3,Oregon,8,4,0.667,,39.4,27.3,11.56,3.81,,11,,,1998,pac-10
4,USC,8,5,0.615,,26.6,18.5,12.73,6.12,,18,,,1998,pac-10
5,Washington,6,6,0.5,,25.3,28.6,4.1,6.6,18,9,,,1998,pac-10
6,Arizona State,5,6,0.455,,30.3,30.7,2.98,3.71,8,8,,,1998,pac-10
7,California,5,6,0.455,,16.6,22.8,1.68,5.41,,,,,1998,pac-10
8,Oregon State,5,6,0.455,,26,26.5,1.51,4.05,,,,,1998,pac-10
9,Stanford,3,8,0.273,,23.7,33.2,-2.7,5.66,,,,,1998,pac-10
10,Washington State,3,8,0.273,,20.3,31.7,-5.75,3.71,,,,,1998,pac-10
1,Stanford,8,4,0.667,,34.8,30.3,7.97,2.06,,22,,,1999,pac-10
2,Oregon,9,3,0.75,,34.2,23.7,8.17,1.09,,19,19,,1999,pac-10
3,Washington,7,5,0.583,,27.6,25.2,5.68,3.6,,23,,,1999,pac-10
4,Arizona State,6,6,0.5,,23.8,25.9,0.23,1.81,25,22,,,1999,pac-10
5,Oregon State,7,5,0.583,,28.9,23.1,2.76,-0.91,,,,,1999,pac-10
6,Arizona,6,6,0.5,,28.3,30.3,0.58,1.66,4,4,,,1999,pac-10
7,USC,6,6,0.5,,29,23.2,4.62,1.95,19,16,,,1999,pac-10
8,California,4,7,0.364,,16.4,23.1,-1.36,3.37,,,,record adjusted to 0-7-0 by NCAA,1999,pac-10
9,UCLA,4,7,0.364,,20.9,28.3,-2.01,3.62,16,14,,,1999,pac-10
10,Washington State,3,9,0.25,,20.7,27.3,-4.93,1.15,,,,,1999,pac-10
1,Oregon State,11,1,0.917,,33.3,17.7,17.33,3.83,,4,4,,2000,pac-10
2,Washington,11,1,0.917,,32.3,22.5,16.91,7.57,13,3,3,,2000,pac-10
3,Oregon,10,2,0.833,,29.3,20.8,13.75,5.08,,5,7,,2000,pac-10
4,Stanford,5,6,0.455,,23.7,26.7,5.85,8.12,,,,,2000,pac-10
5,Arizona State,6,6,0.5,,26.1,25.3,5.92,4.75,,,,,2000,pac-10
6,UCLA,6,6,0.5,,29.4,30.7,7.57,8.32,,6,,,2000,pac-10
7,Arizona,5,6,0.455,,23.1,21.5,7.8,7.16,,21,,,2000,pac-10
8,USC,5,7,0.417,,25.8,28.1,4.37,6.45,15,8,,,2000,pac-10
9,Washington State,4,7,0.364,,25.5,32.2,1.93,6.66,,,,,2000,pac-10
10,California,3,8,0.273,,22.4,26.8,2.11,7.11,,,,,2000,pac-10
1,Oregon,11,1,0.917,,34.3,21.3,16.92,4.67,7,2,2,,2001,pac-10
2,Washington State,10,2,0.833,,35,22.4,12.09,0.59,,9,10,,2001,pac-10
3,Stanford,9,3,0.75,,35.2,28.3,12.13,5.13,,10,16,,2001,pac-10
4,Washington,8,4,0.667,,29.4,30.8,7.07,6.4,15,8,19,,2001,pac-10
5,USC,6,6,0.5,,24.8,17.3,8.92,4.67,,,,,2001,pac-10
6,UCLA,7,4,0.636,,28.8,20.5,12.32,5.95,17,4,,,2001,pac-10
7,Oregon State,5,6,0.455,,26.1,23.5,3.16,2.62,11,10,,,2001,pac-10
8,Arizona,5,6,0.455,,29.1,34.3,-1.33,1.94,,,,,2001,pac-10
9,Arizona State,4,7,0.364,,34,32.8,1.25,2.89,,,,,2001,pac-10
10,California,1,10,0.091,,18.3,39.2,-8.37,7.17,,,,,2001,pac-10
1,USC,11,2,0.846,,35.8,18.5,24.19,9.49,20,4,4,,2002,pac-10
2,Washington State,10,3,0.769,,33.2,22.8,13.47,4.01,11,3,10,,2002,pac-10
3,Arizona State,8,6,0.571,,32.3,29.1,5.38,3.67,,16,,,2002,pac-10
4,Oregon State,8,5,0.615,,31.8,20.5,9.45,2.6,,23,,,2002,pac-10
5,UCLA,8,5,0.615,,29.8,25.1,8.97,5.74,,20,,,2002,pac-10
6,California,7,5,0.583,,35.6,26.5,10.32,3.9,,23,,,2002,pac-10
7,Washington,7,6,0.538,,30.6,26.3,8.36,4.75,9,9,,,2002,pac-10
8,Oregon,7,6,0.538,,32.1,27.8,4.51,2.13,15,6,,,2002,pac-10
9,Arizona,4,8,0.333,,18.9,25.8,-2.73,3.6,,,,,2002,pac-10
10,Stanford,2,9,0.182,,20.5,34.3,-4.5,7.87,,,,,2002,pac-10
1,USC,12,1,0.923,,41.1,18.4,23.14,3.6,8,1,1,,2003,pac-10
2,Washington State,10,3,0.769,,30.3,19.8,12.31,3,,6,9,,2003,pac-10
3,Oregon,8,5,0.615,,27.4,26.8,5.32,3.48,,10,,,2003,pac-10
4,California,8,6,0.571,,32.6,24.4,9.73,4.51,,,,,2003,pac-10
5,Oregon State,8,5,0.615,,33.3,23.2,7.98,1.82,,22,,,2003,pac-10
6,Washington,6,6,0.5,,26,26.3,3.3,2.72,17,17,,,2003,pac-10
7,UCLA,6,7,0.462,,19.1,23.5,0.56,3.94,,,,,2003,pac-10
8,Arizona State,5,7,0.417,,24.8,27.3,-0.86,2.31,22,16,,,2003,pac-10
9,Stanford,4,7,0.364,,16.9,29.5,-2.82,4.63,,,,,2003,pac-10
10,Arizona,2,10,0.167,,15.1,35.8,-7.99,6.26,,,,,2003,pac-10
1,USC,13,0,1,,38.2,13,26.06,8.22,1,1,1,record adjusted to 11-0-0 by NCAA,2004,pac-10
2,California,10,2,0.833,,36.8,16,21.26,6.18,12,4,9,,2004,pac-10
3,Arizona State,9,3,0.75,,29.8,24.5,15.28,9.61,,15,19,,2004,pac-10
4,Oregon State,7,5,0.583,,26.7,24.5,11.8,8.89,,,,,2004,pac-10
5,UCLA,6,6,0.5,,30.1,25.8,9.61,6.2,,,,,2004,pac-10
6,Oregon,5,6,0.455,,25.6,25.6,4.6,5.42,23,23,,,2004,pac-10
7,Washington State,5,6,0.455,,25,27.9,2.67,5.39,,,,,2004,pac-10
8,Stanford,4,7,0.364,,22,21.2,6.27,7.37,,,,,2004,pac-10
9,Arizona,3,8,0.273,,14.9,25,0.37,8.74,,,,,2004,pac-10
10,Washington,1,10,0.091,,14,30.4,-6.27,7.64,,,,,2004,pac-10
1,USC,12,1,0.923,,49.1,22.8,24.57,6.8,1,1,2,record adjusted to 0-1-0 by NCAA,2005,pac-10
2,Oregon,10,2,0.833,,34.5,23.2,13.13,3.05,,6,12,,2005,pac-10
3,UCLA,10,2,0.833,,39.1,34.2,11.22,3.81,,7,16,,2005,pac-10
4,California,8,4,0.667,,32.9,21.2,8.64,-0.03,19,10,25,,2005,pac-10
5,Arizona State,7,5,0.583,,36.8,29.9,9.63,4.63,20,14,,,2005,pac-10
6,Stanford,5,6,0.455,,24.5,30.6,1.19,6.19,,,,,2005,pac-10
7,Oregon State,5,6,0.455,,26.6,33.2,-0.87,3.31,,,,,2005,pac-10
8,Arizona,3,8,0.273,,22.9,26.4,0.11,5.01,,,,,2005,pac-10
9,Washington State,4,7,0.364,,33.5,31.5,1.6,1.88,,,,,2005,pac-10
10,Washington,2,9,0.182,,21.5,30.6,-3.11,5.61,,,,,2005,pac-10
1,USC,11,2,0.846,,30.5,15.2,20.36,7.9,6,2,4,,2006,pac-10
2,California,10,3,0.769,,32.8,19.3,16.36,4.74,9,8,14,,2006,pac-10
3,Oregon State,10,4,0.714,,27.8,22.2,9.67,4.88,,21,21,,2006,pac-10
4,UCLA,7,6,0.538,,23,19.9,8.71,6.25,,,,,2006,pac-10
5,Arizona State,7,6,0.538,,26.8,25.1,6.28,4.43,24,22,,,2006,pac-10
6,Oregon,7,6,0.538,,29.5,26.5,5.94,5.55,21,11,,,2006,pac-10
7,Arizona,6,6,0.5,,16.6,19.6,5.84,7.01,,,,,2006,pac-10
8,Washington State,6,6,0.5,,24.6,23.1,5.81,5.4,,25,,,2006,pac-10
9,Washington,5,7,0.417,,21.8,25.9,2.81,6.39,,,,,2006,pac-10
10,Stanford,1,11,0.083,,10.6,31.4,-8.73,7.93,,,,,2006,pac-10
1,USC,11,2,0.846,,32.6,16,18.1,4.33,1,1,3,,2007,pac-10
2,Arizona State,10,3,0.769,,32.3,22.5,13.67,5.51,,6,16,,2007,pac-10
3,Oregon State,9,4,0.692,,27.8,22.6,9.93,6.54,,25,25,,2007,pac-10
4,Oregon,9,4,0.692,,38.2,23.6,17.82,6.97,,2,23,,2007,pac-10
5,UCLA,6,7,0.462,,22.4,22.3,7.97,7.97,14,11,,,2007,pac-10
6,Arizona,5,7,0.417,,28,26.8,6.04,6.46,,,,,2007,pac-10
7,California,7,6,0.538,,29.3,26.8,8.46,6.23,12,2,,,2007,pac-10
8,Washington State,5,7,0.417,,25.7,32.4,1.66,5.58,,,,,2007,pac-10
9,Stanford,4,8,0.333,,19.6,28.3,-1.1,6.57,,,,,2007,pac-10
10,Washington,4,9,0.308,,29.2,31.6,4.41,7.64,,,,,2007,pac-10
1,USC,12,1,0.923,,37.5,9,22.24,3.86,3,1,3,,2008,pac-10
2,Oregon,10,3,0.769,,41.9,28.2,12.39,3.08,21,10,10,,2008,pac-10
3,Oregon State,9,4,0.692,,30.5,23.1,10.26,4.8,,17,18,,2008,pac-10
4,California,9,4,0.692,,32.6,19.9,10.43,2.89,,21,,,2008,pac-10
5,Arizona,8,5,0.615,,36.6,21.3,9.21,-0.33,,,,,2008,pac-10
6,Arizona State,5,7,0.417,,22.8,22.7,1.62,1.7,15,15,,,2008,pac-10
7,Stanford,5,7,0.417,,26.3,27.4,-0.04,3.79,,,,,2008,pac-10
8,UCLA,4,8,0.333,,17.7,29,-3.98,3.61,,23,,,2008,pac-10
9,Washington State,2,11,0.154,,12.7,43.8,-13.82,3.33,,,,,2008,pac-10
10,Washington,0,12,0,,13.3,38.6,-12.08,6.75,,,,,2008,pac-10
1,Oregon,10,3,0.769,,36.1,23.8,15.48,5.33,16,7,11,,2009,pac-10
2,Arizona,8,5,0.615,,27.4,23.9,6.98,3.91,,18,,,2009,pac-10
