ConfRank,School,W,L,T,Pct,Off,Def,SRS,SOS,AP Pre,AP High,AP Rank,Notes,yearID,Conf
1,Washington,10,1,0,0.909,23,6.6,17.12,3.21,,8,8,,1959,aawu
2,USC,8,2,0,0.8,19.5,9,14.86,5.06,,4,14,,1959,aawu
3,UCLA,5,4,1,0.55,16.9,15,7.57,7.37,,17,,,1959,aawu
4,California,2,8,0,0.2,11.5,22.3,0.57,10.27,,,,,1959,aawu
5,Stanford,3,7,0,0.3,23.2,26.1,2.39,5.49,,,,,1959,aawu
1,Washington,10,1,0,0.909,24.7,9.7,14.37,1.46,3,3,6,,1960,aawu
2,USC,4,6,0,0.4,9.5,15.2,2.64,7.94,6,6,,,1960,aawu
3,UCLA,7,2,1,0.75,17.5,8.4,13.21,4.41,,8,,,1960,aawu
4,California,2,7,1,0.25,9.3,19.5,-5.42,4.68,,,,,1960,aawu
5,Stanford,0,10,0,0,11.1,25.4,-11.52,3.68,,,,,1960,aawu
1,UCLA,7,4,0,0.636,16.8,12.9,7.9,3.9,,9,,,1961,aawu
2,Washington,5,4,1,0.55,11.9,9.8,2.56,0.66,,,,,1961,aawu
3,USC,4,5,1,0.45,15,16.7,1.41,3.61,,,,,1961,aawu
4,Stanford,4,6,0,0.4,10.5,16.3,-3.44,1.86,,,,,1961,aawu
5,California,1,8,1,0.15,11.8,26.8,-5.4,7.9,,,,,1961,aawu
1,USC,11,0,0,1,23.7,8.4,23.29,8.66,,1,1,,1962,aawu
2,Washington,7,1,2,0.8,20.8,8.3,16.98,6.28,10,7,,,1962,aawu
3,Washington State,5,4,1,0.55,21.3,16.7,4.53,2.33,,,,,1962,aawu
4,Stanford,5,5,0,0.5,12.4,17.4,2.79,6.59,,,,,1962,aawu
5,UCLA,4,6,0,0.4,11.8,13.9,3.05,4.85,,,,,1962,aawu
6,California,1,9,0,0.1,14.3,24.7,-1.94,8.96,,,,,1962,aawu
1,Washington,6,5,0,0.545,16.6,12.8,12.09,8.91,10,10,,,1963,aawu
2,USC,7,3,0,0.7,20.7,11.4,15.77,7.67,1,1,,,1963,aawu
3,Washington State,3,6,1,0.35,9.5,16,-1.32,4.88,,,,,1963,aawu
4,UCLA,2,8,0,0.2,9.6,21.9,-0.42,11.38,,,,,1963,aawu
5,California,4,5,1,0.45,19.5,21.3,5.72,7.02,,,,,1963,aawu
6,Stanford,3,7,0,0.3,15.4,19.9,1.76,6.76,,,,,1963,aawu
1,Oregon State,8,3,0,0.727,13.5,11.3,11.35,7.71,,8,8,,1964,aawu
2,USC,7,3,0,0.7,20.7,13,17.84,10.14,,2,10,,1964,aawu
3,Washington,6,4,0,0.6,13.9,11,11.24,8.04,7,7,,,1964,aawu
4,UCLA,4,6,0,0.4,14.5,23.6,4.83,12.43,,,,,1964,aawu
5,Stanford,5,5,0,0.5,15,13.8,10.13,8.63,,,,,1964,aawu
6,Oregon,7,2,1,0.75,17,10.7,11.1,5.8,,7,,,1964,aawu
7,Washington State,3,6,1,0.35,16.5,20.8,-2.99,3.32,,,,,1964,aawu
8,California,3,7,0,0.3,15.2,18.7,6.86,10.76,,,,,1964,aawu
1,UCLA,8,2,1,0.773,23.4,15.3,21.11,14.56,,4,4,,1965,aawu
2,USC,7,2,1,0.75,26.2,9.2,20.65,9.05,7,4,10,,1965,aawu
3,Washington State,7,3,0,0.7,13.9,10.3,3.66,-0.74,,,,,1965,aawu
4,Washington,5,5,0,0.5,20.5,18.5,9.66,8.56,,,,,1965,aawu
5,Stanford,6,3,1,0.65,14.4,14.9,7.93,6.03,,,,,1965,aawu
6,California,5,5,0,0.5,12.5,19.4,8.58,9.98,,,,,1965,aawu
7,Oregon State,5,5,0,0.5,12.5,16.2,4.16,6.26,,,,,1965,aawu
8,Oregon,4,5,1,0.45,16.5,18.6,0.87,2.97,,,,,1965,aawu
1,USC,7,4,0,0.636,18.1,11.6,15.55,8.64,9,5,,,1966,aawu
2,UCLA,9,1,0,0.9,28.1,12.7,15.64,3.24,4,2,5,,1966,aawu
3,Oregon State,7,3,0,0.7,17.1,15.6,3.62,0.02,,,,,1966,aawu
4,Washington,6,4,0,0.6,17.1,14.1,5.01,1.81,,,,,1966,aawu
5,California,3,7,0,0.3,13.1,19.7,-3.45,3.15,,,,,1966,aawu
6,Oregon,3,7,0,0.3,11.8,12.9,-2.67,0.03,,,,,1966,aawu
7,Washington State,3,7,0,0.3,13.2,20.9,-5.31,1.49,,,,,1966,aawu
8,Stanford,5,5,0,0.5,14.9,14.6,2.97,2.67,,,,,1966,aawu
1,USC,10,1,0,0.909,23.5,7.9,20.33,6.88,7,1,1,,1967,aawu
2,Oregon State,7,2,1,0.75,18.7,13.7,12.21,6.71,,7,7,,1967,aawu
3,UCLA,7,2,1,0.75,28.4,16.1,16.46,7.36,8,1,,,1967,aawu
4,Stanford,5,5,0,0.5,15.7,17.9,3.53,4.73,,,,,1967,aawu
5,Washington,5,5,0,0.5,13.6,13,6.33,4.03,,,,,1967,aawu
6,California,5,5,0,0.5,15.5,19.5,3.16,5.26,,,,,1967,aawu
7,Oregon,2,8,0,0.2,10.4,19.3,-5.55,3.36,,,,,1967,aawu
8,Washington State,2,8,0,0.2,14.1,26.6,-5.25,5.55,,,,,1967,aawu
1,Maryland,10,1,0,0.909,27.1,3.5,21.3,2.49,9,1,1,,1953,acc
2,Duke,7,2,1,0.75,21.7,8.1,9.41,-0.79,10,7,18,,1953,acc
3,South Carolina,7,3,0,0.7,19.8,9.7,3.55,-3.95,,15,,,1953,acc
4,North Carolina,4,6,0,0.4,17.3,18.7,-2.62,0.08,,,,,1953,acc
5,Wake Forest,3,6,1,0.35,11.4,15.7,-9.47,-4.67,,,,,1953,acc
6,Clemson,3,5,1,0.389,15.4,19.1,-2.79,-0.01,,,,,1953,acc
7,North Carolina State,1,9,0,0.1,8,26.5,-18.51,-4.81,,,,,1953,acc
1,Duke,8,2,1,0.773,24.5,14.6,12.49,4.49,15,6,14,,1954,acc
2,Maryland,7,2,1,0.75,28,6.7,18,4.2,3,3,8,,1954,acc
3,North Carolina,4,5,1,0.45,14,22.2,-0.93,4.37,,,,,1954,acc
4,South Carolina,6,4,0,0.6,17.2,15.3,4.93,3.03,,15,,,1954,acc
5,Clemson,5,5,0,0.5,19.3,12.1,4.7,2.1,,,,,1954,acc
6,Wake Forest,2,7,1,0.25,12.9,16.5,-1.06,2.84,,,,,1954,acc
7,Virginia,3,6,0,0.333,12.6,18,-2.88,2.23,,,,,1954,acc
8,North Carolina State,2,8,0,0.2,10.4,19.3,-6.02,3.09,,,,,1954,acc
1,Maryland,10,1,0,0.909,19.7,7,18.06,5.06,5,1,3,,1955,acc
2,Duke,7,2,1,0.75,19.6,9.5,11.56,3.76,18,5,,,1955,acc
3,Clemson,7,3,0,0.7,20.6,14.4,3.35,-2.26,,16,,,1955,acc
4,Wake Forest,5,4,1,0.55,13.1,15.3,0.5,0.5,,,,,1955,acc
5,North Carolina,3,7,0,0.3,11.7,21.8,-2.78,5.62,,,,,1955,acc
6,North Carolina State,4,5,1,0.45,20.6,19.3,-3.48,-4.48,,,,,1955,acc
7,South Carolina,3,6,0,0.333,13.3,23.2,-8.96,-0.73,,,,,1955,acc
8,Virginia,1,9,0,0.1,9.6,20.1,-11.43,-0.83,,,,,1955,acc
1,Clemson,7,2,2,0.727,15.2,9.2,8.01,2.01,,11,19,,1956,acc
2,Duke,5,4,1,0.55,18.4,10,12.47,6.97,16,16,,,1956,acc
3,South Carolina,7,3,0,0.7,12.6,6.7,6.14,0.24,,17,,,1956,acc
4,Maryland,2,7,1,0.25,6.8,16.8,-0.36,8.84,6,6,,,1956,acc
5,North Carolina,2,7,1,0.25,9.9,18.3,-2.19,5.41,,,,,1956,acc
6,North Carolina State,3,7,0,0.3,9.4,16.9,-2.21,3.09,,20,,,1956,acc
7,Wake Forest,2,5,3,0.35,9.1,10.2,-1.89,1.21,,,,,1956,acc
8,Virginia,3,7,0,0.3,9.2,16.7,-3.98,2.02,,,,,1956,acc
1,North Carolina State,7,1,2,0.8,15.5,6.7,10.9,3.3,,10,15,,1957,acc
2,Duke,6,3,2,0.636,16.5,12.3,13.04,9.13,10,4,16,,1957,acc
3,Clemson,7,3,0,0.7,21.6,7.8,9.94,2.34,,14,,,1957,acc
4,North Carolina,6,4,0,0.6,14.2,12.9,10.43,8.13,,14,,,1957,acc
5,Maryland,5,5,0,0.5,11.9,14.4,6.64,8.04,,,,,1957,acc
6,Virginia,3,6,1,0.35,11.7,17.1,1.04,5.54,,,,,1957,acc
7,South Carolina,5,5,0,0.5,20.2,14.7,5.05,2.45,,,,,1957,acc
8,Wake Forest,0,10,0,0,6.4,22.5,-7.89,7.31,,,,,1957,acc
1,Clemson,8,3,0,0.727,15.4,12.5,5.01,1.19,18,8,12,,1958,acc
2,South Carolina,7,3,0,0.7,16.8,11.6,6.41,0.21,,15,15,,1958,acc
3,Duke,5,5,0,0.5,12.8,13.1,4.49,4.59,,,,,1958,acc
4,North Carolina,6,4,0,0.6,19.5,10.9,7.61,1.21,10,10,,,1958,acc
5,Maryland,4,6,0,0.4,13.2,17.5,-2.77,1.43,,,,,1958,acc
6,Wake Forest,3,7,0,0.3,12.4,16.3,-4.21,1.49,,,,,1958,acc
7,North Carolina State,2,7,1,0.25,12,16,-7.47,-3.17,,,,,1958,acc
8,Virginia,1,9,0,0.1,8.9,30.1,-12.47,3.03,,,,,1958,acc
1,Clemson,9,2,0,0.818,25.9,9.4,11.88,-0.3,18,5,11,,1959,acc
2,North Carolina,5,5,0,0.5,19.8,14.2,3.33,2.03,12,12,,,1959,acc
3,Maryland,5,5,0,0.5,18.4,18.8,1.97,3.37,,,,,1959,acc
4,South Carolina,6,4,0,0.6,17,16.9,0.72,0.52,14,11,,,1959,acc
5,Wake Forest,6,4,0,0.6,21.8,17.8,3.08,-1.12,,,,,1959,acc
6,Duke,4,6,0,0.4,10.4,15.9,1.38,4.28,,,,,1959,acc
7,North Carolina State,1,9,0,0.1,11.7,20.1,-7.34,1.86,,,,,1959,acc
8,Virginia,0,10,0,0,8,39.3,-18.74,2.16,,,,,1959,acc
1,Duke,8,3,0,0.727,15.7,10.4,9.17,4.26,,6,10,,1960,acc
2,North Carolina State,6,3,1,0.65,14.8,11.3,-0.15,-4.25,,,,,1960,acc
3,Maryland,6,4,0,0.6,17.1,16.4,-0.32,-2.32,,,,,1960,acc
4,Clemson,6,4,0,0.6,19.7,12.4,-0.16,-6.16,9,7,,,1960,acc
5,South Carolina,3,6,1,0.35,11.7,18.6,-5.69,-0.59,,,,,1960,acc
6,North Carolina,3,7,0,0.3,11.7,16.1,-6.55,-1.25,,,,,1960,acc
7,Wake Forest,2,8,0,0.2,11.9,21.5,-12.21,-2.41,,,,,1960,acc
8,Virginia,0,10,0,0,10.3,33.2,-23.05,-3.55,,,,,1960,acc
1,Duke,7,3,0,0.7,18.3,10.6,13.49,6.59,,,,,1961,acc
2,North Carolina,5,5,0,0.5,12.1,14.1,6.16,7.16,,,,,1961,acc
3,Maryland,7,3,0,0.7,15.6,14.1,6.52,3.02,,10,,,1961,acc
4,Clemson,5,5,0,0.5,19.9,12.6,9.31,3.81,,,,,1961,acc
5,North Carolina State,4,6,0,0.4,12.9,14.9,2.39,4.99,,,,,1961,acc
6,South Carolina,4,6,0,0.4,12.8,18.7,0.58,5.28,,,,,1961,acc
7,Wake Forest,4,6,0,0.4,10.3,15.9,-0.16,4.74,,,,,1961,acc
8,Virginia,4,6,0,0.4,12.3,19,-3.88,1.12,,,,,1961,acc
1,Duke,8,2,0,0.8,19.9,10.5,11.65,3.95,8,8,,,1962,acc
2,Clemson,6,4,0,0.6,16.8,13,3.49,0.99,,,,,1962,acc
3,Maryland,6,4,0,0.6,17,12.8,5.31,1.71,,,,,1962,acc
4,South Carolina,4,5,1,0.45,18.7,14.8,2.01,0.21,,,,,1962,acc
5,North Carolina State,3,6,1,0.35,10.8,13.9,-2.68,-0.58,,,,,1962,acc
6,North Carolina,3,7,0,0.3,11.2,20.6,-3.79,4.42,,,,,1962,acc
7,Virginia,5,5,0,0.5,19.4,16.7,-4.29,-5.99,,,,,1962,acc
8,Wake Forest,0,10,0,0,6.6,27.8,-16.94,1.46,,,,,1962,acc
1,North Carolina,9,2,0,0.818,17.9,9.4,11.1,2.46,,,,,1963,acc
2,North Carolina State,8,3,0,0.727,17.1,9.7,7.84,1.93,,,,,1963,acc
3,Clemson,5,4,1,0.55,18.1,14,5.45,3.25,,,,,1963,acc
4,Duke,5,4,1,0.55,23,19.8,5.46,3.36,,,,,1963,acc
5,Maryland,3,7,0,0.3,14.8,20.1,-1.51,4,,,,,1963,acc
6,South Carolina,1,8,1,0.15,10.4,17,-5.54,1.96,,,,,1963,acc
7,Wake Forest,1,9,0,0.1,3.7,31.8,-16.13,3.07,,,,,1963,acc
8,Virginia,2,7,1,0.25,7.6,16.9,-6.63,1.37,,,,,1963,acc
1,North Carolina State,5,5,0,0.5,11.9,19.4,-0.99,4.11,,,,,1964,acc
2,Duke,4,5,1,0.45,14.8,13.5,1.79,1.89,,,,,1964,acc
3,Maryland,5,5,0,0.5,16.4,12.6,4.96,2.26,,,,,1964,acc
4,North Carolina,5,5,0,0.5,17.8,13.5,5.78,3.28,,,,,1964,acc
5,Wake Forest,5,5,0,0.5,17.2,17.8,-0.44,0.26,,,,,1964,acc
6,South Carolina,3,5,2,0.4,9.5,17.6,-2.74,3.76,,,,,1964,acc
7,Clemson,3,7,0,0.3,10.5,13.5,-2.22,0.28,,,,,1964,acc
8,Virginia,5,5,0,0.5,16.3,21.4,-4.67,-2.07,,,,,1964,acc
1,North Carolina State,6,4,0,0.6,13.4,11,6.65,3.85,,,,,1965,acc
2,Clemson,5,5,0,0.5,11.7,13.7,4.16,5.26,,,,,1965,acc
3,Duke,6,4,0,0.6,21.6,15.7,8.3,4,,,,,1965,acc
4,South Carolina,5,5,0,0.5,15.1,16.7,3.98,5.78,,,,,1965,acc
5,Maryland,4,6,0,0.4,13.2,16.4,-1.31,1.99,,,,,1965,acc
6,North Carolina,4,6,0,0.4,14.6,19.5,3.26,7.46,,,,,1965,acc
7,Virginia,4,6,0,0.4,17,18.9,-0.62,2.38,,,,,1965,acc
8,Wake Forest,3,7,0,0.3,8.8,20.4,-4.78,3.92,,,,,1965,acc
1,Clemson,6,4,0,0.6,17.4,17.7,6.35,5.15,,,,,1966,acc
2,North Carolina State,5,5,0,0.5,19.1,16.8,5.55,3.65,,,,,1966,acc
3,Maryland,4,6,0,0.4,18,20.4,-0.33,2.57,,,,,1966,acc
4,Virginia,4,6,0,0.4,21.4,23.5,-1.25,1.66,,,,,1966,acc
5,Duke,5,5,0,0.5,16.4,23.7,1.59,3.39,,,,,1966,acc
6,Wake Forest,3,7,0,0.3,9,16.2,-3.72,2.98,,,,,1966,acc
7,South Carolina,1,9,0,0.1,9.5,21.6,-3.21,9.09,,,,,1966,acc
8,North Carolina,2,8,0,0.2,9,19.6,-3.9,5.9,,,,,1966,acc
1,Clemson,6,4,0,0.6,16.6,12.8,8.01,4.51,,,,,1967,acc
2,North Carolina State,9,2,0,0.818,19.5,8.5,14.99,4.17,,3,,,1967,acc
3,South Carolina,5,5,0,0.5,15.9,16.6,1.46,2.56,,,,,1967,acc
4,Virginia,5,5,0,0.5,17.2,16.9,0.29,-0.22,,,,,1967,acc
5,Wake Forest,4,6,0,0.4,17.5,25.6,-2.31,3.49,,,,,1967,acc
6,Duke,4,6,0,0.4,14.3,15.3,1.13,2.53,,,,,1967,acc
7,North Carolina,2,8,0,0.2,10.4,18.2,-7.94,0.46,,,,,1967,acc
8,Maryland,0,9,0,0,5.1,25.7,-11.87,6.02,,,,,1967,acc
1,North Carolina State,6,4,0,0.6,20.5,18.5,8.93,5.43,,,,,1968,acc
2,Clemson,4,5,1,0.45,18.4,17.9,5.42,5.42,,,,,1968,acc
3,Virginia,7,3,0,0.7,32.8,22.2,5.95,-1.95,,,,,1968,acc
4,South Carolina,4,6,0,0.4,21.4,22.3,4,5.5,,,,,1968,acc
5,Duke,4,6,0,0.4,21.4,28.7,-1.23,4.67,,,,,1968,acc
6,Wake Forest,2,7,1,0.25,21.2,22.8,2.37,5.67,,,,,1968,acc
7,Maryland,2,8,0,0.2,17.1,29.9,-4.86,6.14,,,,,1968,acc
8,North Carolina,3,7,0,0.3,17.8,27.2,-3.2,3.9,,,,,1968,acc
1,South Carolina,7,4,0,0.636,17.2,17.7,1.14,0.78,,,,,1969,acc
2,North Carolina State,3,6,1,0.35,18.3,20.1,-2.59,0.62,,,,,1969,acc
3,North Carolina,5,5,0,0.5,20,16.4,-0.07,-3.37,,,,,1969,acc
4,Clemson,4,6,0,0.4,17.8,25,-5.63,-0.23,,,,,1969,acc
5,Duke,3,6,1,0.35,16.1,22.4,-9.5,-4.2,,,,,1969,acc
6,Maryland,3,7,0,0.3,10,24.9,-10.99,-0.69,,,,,1969,acc
7,Wake Forest,3,7,0,0.3,12.5,27.9,-11.43,-2.13,,,,,1969,acc
8,Virginia,3,7,0,0.3,11.5,17,-14.3,-9.3,,,,,1969,acc
1,Wake Forest,6,5,0,0.545,17.4,21.9,3.64,5.45,,,,,1970,acc
2,North Carolina,8,4,0,0.667,31,18.9,6.43,-1.65,,18,,,1970,acc
3,Duke,6,5,0,0.545,20.8,22.9,0.62,2.25,,,,,1970,acc
4,South Carolina,4,6,1,0.409,25.9,23,4.13,3.41,17,17,,,1970,acc
5,North Carolina State,3,7,1,0.318,8.2,16.3,-9.24,-1.79,,,,,1970,acc
6,Clemson,3,8,0,0.273,14.9,28.5,-5.98,3.48,,,,,1970,acc
7,Maryland,2,9,0,0.182,10.2,21.9,-11.15,-0.97,,,,,1970,acc
8,Virginia,5,6,0,0.455,21.8,17,-6.07,-7.62,,,,,1970,acc
1,North Carolina,9,3,0,0.75,24,12.7,10.91,0.82,,18,,,1971,acc
2,Clemson,5,6,0,0.455,14.1,18.4,0.42,3.69,,,,,1971,acc
3,Duke,6,5,0,0.545,15.5,13.5,3.87,2.14,,14,,,1971,acc
4,Wake Forest,6,5,0,0.545,19.8,16.2,-0.75,-3.3,,,,,1971,acc
5,Virginia,3,8,0,0.273,12.2,24.7,-7.37,1.44,,,,,1971,acc
6,North Carolina State,3,8,0,0.273,13.4,24.9,-10.79,-0.07,,,,,1971,acc
7,Maryland,2,9,0,0.182,20.4,25.7,-6.49,0.06,,,,,1971,acc
1,North Carolina,11,1,0,0.917,27,17.5,14.38,3.72,,12,12,,1972,acc
2,North Carolina State,8,3,1,0.708,34.1,20,14.81,2.81,,17,17,,1972,acc
3,Maryland,5,5,1,0.5,22.1,19.7,2.45,0.18,,,,,1972,acc
4,Duke,5,6,0,0.455,12,14.2,3.96,6.14,,,,,1972,acc
5,Clemson,4,7,0,0.364,13,22.3,-2.25,4.66,,,,,1972,acc
6,Virginia,4,7,0,0.364,18.1,25.1,-5.77,0.87,,,,,1972,acc
7,Wake Forest,2,9,0,0.182,8,30.8,-12.23,4.22,,,,,1972,acc
1,North Carolina State,9,3,0,0.75,33,20.9,16.29,6.79,17,14,16,,1973,acc
2,Maryland,8,4,0,0.667,27.9,11.8,13.33,2.16,,18,20,,1973,acc
3,Clemson,5,6,0,0.455,21,23.9,-0.89,1.66,,,,,1973,acc
4,Virginia,4,7,0,0.364,18.1,27.3,-7.06,0.85,,,,,1973,acc
5,Duke,2,8,1,0.227,12,18.5,-4.26,2.83,,,,,1973,acc
6,North Carolina,4,7,0,0.364,22,24.2,-0.18,3.73,19,19,,,1973,acc
7,Wake Forest,1,9,1,0.136,6.6,29.6,-12.71,2.83,,,,,1973,acc
1,Maryland,8,4,0,0.667,26.3,8.7,17.07,6.73,14,10,13,,1974,acc
2,North Carolina State,9,2,1,0.792,26.4,20.1,12.15,4.82,18,8,11,,1974,acc
3,Clemson,7,4,0,0.636,22.4,22.7,9.21,7.76,,,,,1974,acc
4,North Carolina,7,5,0,0.583,30.3,23.3,10.36,5.19,,,,,1974,acc
5,Duke,6,5,0,0.545,18.3,18.9,6.64,5.82,,,,,1974,acc
6,Virginia,4,7,0,0.364,18.8,21.7,1.13,4.32,,,,,1974,acc
7,Wake Forest,1,10,0,0.091,6.7,31.6,-8.58,7.15,,,,,1974,acc
1,Maryland,9,2,1,0.792,26,12.5,12.36,1.52,17,13,13,,1975,acc
2,Duke,4,5,2,0.455,17.9,19.3,1.33,2.42,,,,,1975,acc
3,North Carolina State,7,4,1,0.625,21.7,17.5,8.96,5.04,13,13,,,1975,acc
4,Wake Forest,3,8,0,0.273,20.1,24,-5.37,0.72,,,,,1975,acc
5,Clemson,2,9,0,0.182,16.1,34.6,-6.74,5.45,,,,,1975,acc
6,North Carolina,3,7,1,0.318,18.8,24.7,-4.12,1.7,,,,,1975,acc
7,Virginia,1,10,0,0.091,15.9,38.9,-14.27,1.46,,,,,1975,acc
1,Maryland,11,1,0,0.917,24.5,9.6,18.84,4.09,12,4,8,,1976,acc
2,North Carolina,9,3,0,0.75,20.3,18.3,7.43,3.43,,14,,,1976,acc
3,Wake Forest,5,6,0,0.455,16.1,18.7,3.61,6.07,,,,,1976,acc
4,Duke,5,5,1,0.5,21.3,22.3,6.51,7.42,,,,,1976,acc
5,North Carolina State,3,7,1,0.318,18.6,23.5,2.03,7.12,,,,,1976,acc
6,Virginia,2,9,0,0.182,9.6,24.2,-8.51,4.49,,,,,1976,acc
7,Clemson,3,6,2,0.364,15.6,21.5,3.29,7.75,,,,,1976,acc
1,North Carolina,8,3,1,0.708,20.9,8.5,15.34,5.26,,14,17,,1977,acc
2,Clemson,8,3,1,0.708,19,13.6,14.16,8.08,,11,19,,1977,acc
3,Maryland,8,4,0,0.667,21.2,14.9,10.82,5.07,10,10,,,1977,acc
4,North Carolina State,8,4,0,0.667,21.6,15.1,12.65,7.15,,,,,1977,acc
5,Duke,5,6,0,0.455,21,20.1,8.18,7.27,,,,,1977,acc
6,Virginia,1,9,1,0.136,5.1,25.5,-7.33,7.94,,,,,1977,acc
7,Wake Forest,1,10,0,0.091,10.3,24.5,-9.64,4.63,,,,,1977,acc
1,Clemson,11,1,0,0.917,30.7,10.9,17.69,2.52,18,6,6,,1978,acc
2,Maryland,9,3,0,0.75,21.8,13.9,13.55,5.46,,5,20,,1978,acc
3,North Carolina State,9,3,0,0.75,23.3,17.3,10.69,4.61,,18,18,,1978,acc
4,North Carolina,5,6,0,0.455,18.1,19.8,2.6,3.96,19,19,,,1978,acc
5,Duke,4,7,0,0.364,9.8,22.5,-1.25,7.57,,,,,1978,acc
6,Wake Forest,1,10,0,0.091,9.5,24.9,-6.1,7.09,,,,,1978,acc
7,Virginia,2,9,0,0.182,12.6,21.5,-6.95,1.6,,,,,1978,acc
1,North Carolina State,7,4,0,0.636,23.5,19.4,13.89,9.7,,14,,,1979,acc
2,Clemson,8,4,0,0.667,17.1,9.7,14.28,7.86,,13,,,1979,acc
3,Maryland,7,4,0,0.636,18,12.3,12.55,6.46,,,,,1979,acc
4,Wake Forest,8,4,0,0.667,20,23.6,7.13,8.71,,14,,,1979,acc
5,North Carolina,8,3,1,0.708,24.2,13.9,16.45,7.7,,14,15,,1979,acc
6,Virginia,6,5,0,0.545,23.5,12.2,9.1,2.28,,,,,1979,acc
7,Duke,2,8,1,0.227,13.8,24,-3.29,6.26,,,,,1979,acc
1,North Carolina,11,1,0,0.917,24.8,10.8,18.69,4.78,14,6,10,,1980,acc
2,Maryland,8,4,0,0.667,17.6,13.8,11.9,7.15,,19,,,1980,acc
3,North Carolina State,6,5,0,0.545,20.2,19.3,4.74,4.83,,,,,1980,acc
4,Clemson,6,5,0,0.545,19.7,20.2,6.57,6.3,,,,,1980,acc
5,Wake Forest,5,6,0,0.455,22.8,19.4,5.89,3.98,,,,,1980,acc
6,Virginia,4,7,0,0.364,13.1,23.5,-1.53,7.11,,,,,1980,acc
7,Duke,2,9,0,0.182,19.5,26.9,-2.5,5.77,,,,,1980,acc
1,Clemson,12,0,0,1,28.2,8.8,21.34,5.84,,1,1,,1981,acc
2,North Carolina,10,2,0,0.833,31.3,12.5,15.97,3.88,12,3,9,,1981,acc
3,Maryland,4,6,1,0.409,21.1,17.6,8.93,7.29,,,,,1981,acc
4,Duke,6,5,0,0.545,19.1,20.9,3.99,5.63,,,,,1981,acc
5,North Carolina State,4,7,0,0.364,16.5,20.3,4.69,7.97,,,,,1981,acc
6,Wake Forest,4,7,0,0.364,19.7,33.2,-2.45,5.56,,,,,1981,acc
7,Virginia,1,10,0,0.091,11.5,23.7,-4.4,6.97,,,,,1981,acc
1,Clemson,9,1,1,0.864,26.3,13.4,13.63,2.91,11,7,8,,1982,acc
2,Maryland,8,4,0,0.667,31.1,18.3,16.22,6.39,,16,20,,1982,acc
3,North Carolina,8,4,0,0.667,29,12.4,15.44,4.36,5,5,18,,1982,acc
4,Duke,6,5,0,0.545,27.9,26.4,5.86,4.13,,,,,1982,acc
5,North Carolina State,6,5,0,0.545,18.7,23.2,4.53,4.98,,,,,1982,acc
6,Virginia,2,9,0,0.182,18.9,30,-6.81,1.92,,,,,1982,acc
7,Wake Forest,3,8,0,0.273,18.2,29.3,-6.16,3.02,,,,,1982,acc
1,Maryland,8,4,0,0.667,26.3,21.1,12.65,7.4,17,7,,,1983,acc
2,Clemson,9,1,1,0.864,30.7,18.2,15.08,3.8,,11,11,,1983,acc
3,North Carolina,8,4,0,0.667,28.1,18,11.03,3.11,11,3,,,1983,acc
4,Georgia Tech,3,8,0,0.273,20.2,28.5,-0.26,7.38,,,,,1983,acc
5,Virginia,6,5,0,0.545,22.9,25.5,0.32,1.23,,,,,1983,acc
6,Duke,3,8,0,0.273,22.4,31.8,-0.6,6.04,,,,,1983,acc
7,Wake Forest,4,7,0,0.364,23.4,25.5,-2.2,0.62,,,,,1983,acc
8,North Carolina State,3,8,0,0.273,21.5,22.4,-1.05,2.23,,,,,1983,acc
1,Maryland,9,3,0,0.75,31.7,23.3,13.09,5,,12,12,,1984,acc
2,Clemson,7,4,0,0.636,31.5,19.5,10.35,3.26,4,2,,,1984,acc
3,Georgia Tech,6,4,1,0.591,26.9,18.3,9.18,3.36,,12,,,1984,acc
4,Virginia,8,2,2,0.75,27.1,19.4,11.09,2.59,,19,20,,1984,acc
5,North Carolina,5,5,1,0.5,21.3,24.9,1.7,4.06,,,,,1984,acc
6,Wake Forest,6,5,0,0.545,18.6,21.1,-2.28,0.18,,,,,1984,acc
7,North Carolina State,3,8,0,0.273,23.9,28.3,-3.88,0.76,,,,,1984,acc
8,Duke,2,9,0,0.182,11.6,27.4,-8.36,5.1,,,,,1984,acc
1,Maryland,9,3,0,0.75,27.2,16,15.63,5.38,7,7,18,,1985,acc
2,Georgia Tech,9,2,1,0.792,21,11,11.42,2.67,,19,19,,1985,acc
3,Virginia,6,5,0,0.545,23.8,19.7,5.24,1.51,,20,,,1985,acc
4,Clemson,6,6,0,0.5,20.3,18.5,5.17,3.92,,,,,1985,acc
5,North Carolina,5,6,0,0.455,20.4,20.3,2.03,3.03,,,,,1985,acc
6,Duke,4,7,0,0.364,17.5,22.9,-4.44,0.37,,,,,1985,acc
7,North Carolina State,3,8,0,0.273,16.9,27.7,-7.54,1.64,,,,,1985,acc
8,Wake Forest,4,7,0,0.364,19.3,22.6,-2.97,1.21,,,,,1985,acc
1,Clemson,8,2,2,0.75,24.7,15.6,10.14,1.72,,15,17,,1986,acc
2,North Carolina State,8,3,1,0.708,27.3,22.8,5.8,-0.04,,15,,,1986,acc
3,North Carolina,7,4,1,0.625,25.4,23.3,4.7,2.11,,18,,,1986,acc
4,Georgia Tech,5,5,1,0.5,25.6,19.2,2.7,0.25,,,,,1986,acc
5,Maryland,5,5,1,0.5,23.8,19.2,5.79,2.7,,13,,,1986,acc
