games,L,T,W,conference,division,School,yearID,ch_win,ch_ru
12,8,0,4,FBS Independents,,Amherst College,1900,N,N
11,4,0,7,FBS Independents,,Army,1900,N,N
10,1,0,9,FBS Independents,,Beloit College,1900,N,N
9,2,0,7,FBS Independents,,Bowdoin,1900,N,N
11,4,0,7,FBS Independents,,Brown,1900,N,N
9,5,0,4,FBS Independents,,Bucknell,1900,N,N
11,5,0,6,FBS Independents,,Carlisle,1900,N,N
15,5,0,10,Western,,Chicago,1900,N,N
11,4,0,7,FBS Independents,,Columbia,1900,N,N
12,2,0,10,FBS Independents,,Cornell,1900,N,N
8,5,0,3,FBS Independents,,Dartmouth,1900,N,N
10,5,0,5,FBS Independents,,Dickinson,1900,N,N
9,3,0,6,FBS Independents,,Drake,1900,N,N
9,6,0,3,FBS Independents,,Grinnell,1900,N,N
11,1,0,10,FBS Independents,,Harvard,1900,N,N
10,4,0,6,FBS Independents,,Holy Cross,1900,N,N
12,3,0,9,Western,,Illinois,1900,N,N
8,4,0,4,Western,,Indiana,1900,N,N
8,0,0,8,Western,,Iowa,1900,N,N
8,5,0,3,FBS Independents,,Iowa State,1900,N,N
10,4,0,6,FBS Independents,,Knox College,1900,N,N
11,2,0,9,FBS Independents,,Lafayette,1900,N,N
11,6,0,5,FBS Independents,,Lehigh,1900,N,N
10,3,0,7,Western,,Michigan,1900,N,N
12,2,0,10,Western,,Minnesota,1900,N,N
9,3,0,6,FBS Independents,,Navy,1900,N,N
10,2,0,8,FBS Independents,,Nebraska,1900,N,N
12,5,0,7,Western,,Northwestern,1900,N,N
10,4,0,6,FBS Independents,,Notre Dame,1900,N,N
11,6,0,5,FBS Independents,,Penn State,1900,N,N
11,3,0,8,FBS Independents,,Princeton,1900,N,N
8,4,0,4,Western,,Purdue,1900,N,N
10,2,0,8,FBS Independents,,Syracuse,1900,N,N
8,3,0,5,FBS Independents,,Trinity (CT),1900,N,N
10,7,0,3,FBS Independents,,Tufts,1900,N,N
10,5,0,5,FBS Independents,,UMass,1900,N,N
9,4,0,5,FBS Independents,,Wesleyan (CT),1900,N,N
11,4,0,7,FBS Independents,,Williams,1900,N,N
9,1,0,8,Western,,Wisconsin,1900,N,N
12,0,0,12,FBS Independents,,Yale,1900,Y,N
12,7,0,5,FBS Independents,,Amherst College,1901,N,N
8,3,0,5,FBS Independents,,Army,1901,N,N
6,3,0,3,FBS Independents,,Bates College,1901,N,N
11,4,0,7,FBS Independents,,Beloit College,1901,N,N
9,7,0,2,FBS Independents,,Boston College,1901,N,N
9,7,0,2,FBS Independents,,Bowdoin,1901,N,N
12,8,0,4,FBS Independents,,Brown,1901,N,N
10,4,0,6,FBS Independents,,Bucknell,1901,N,N
13,8,0,5,FBS Independents,,Carlisle,1901,N,N
16,8,0,8,Western,,Chicago,1901,N,N
13,5,0,8,FBS Independents,,Columbia,1901,N,N
12,1,0,11,FBS Independents,,Cornell,1901,N,N
11,1,0,10,FBS Independents,,Dartmouth,1901,N,N
10,6,0,4,FBS Independents,,Dickinson,1901,N,N
8,4,0,4,FBS Independents,,Drake,1901,N,N
9,2,0,7,FBS Independents,,Grinnell,1901,N,N
12,0,0,12,FBS Independents,,Harvard,1901,N,N
9,1,0,8,FBS Independents,,Holy Cross,1901,N,N
10,2,0,8,Western,,Illinois,1901,N,N
9,3,0,6,Western,,Indiana,1901,N,N
9,3,0,6,Western,,Iowa,1901,N,N
10,6,0,4,FBS Independents,,Iowa State,1901,N,N
10,5,0,5,FBS Independents,,Kansas,1901,N,N
12,3,0,9,FBS Independents,,Lafayette,1901,N,N
12,11,0,1,FBS Independents,,Lehigh,1901,N,N
11,0,0,11,Western,,Michigan,1901,Y,N
11,2,0,9,Western,,Minnesota,1901,N,N
8,7,0,1,FBS Independents,,Missouri,1901,N,N
11,5,0,6,FBS Independents,,Navy,1901,N,N
9,2,0,7,FBS Independents,,Nebraska,1901,N,N
11,3,0,8,Western,,Northwestern,1901,N,N
10,2,0,8,FBS Independents,,Notre Dame,1901,N,N
8,3,0,5,FBS Independents,,Penn State,1901,N,N
11,1,0,10,FBS Independents,,Princeton,1901,N,N
9,4,0,5,Western,,Purdue,1901,N,N
9,2,0,7,FBS Independents,,Syracuse,1901,N,N
8,7,0,1,FBS Independents,,Trinity (CT),1901,N,N
13,6,0,7,FBS Independents,,Tufts,1901,N,N
9,1,0,8,FBS Independents,,UMass,1901,N,N
11,5,0,6,FBS Independents,,Vermont,1901,N,N
10,7,0,3,FBS Independents,,Wesleyan (CT),1901,N,N
10,4,0,6,FBS Independents,,Williams,1901,N,N
9,0,0,9,Western,,Wisconsin,1901,N,N
13,1,0,12,FBS Independents,,Yale,1901,N,N
8,4,0,4,FBS Independents,,Alabama,1902,N,N
10,3,0,7,FBS Independents,,Amherst College,1902,N,N
8,2,0,6,FBS Independents,,Army,1902,N,N
7,4,0,3,FBS Independents,,Auburn,1902,N,N
8,5,0,3,FBS Independents,,Beloit College,1902,N,N
9,9,0,0,FBS Independents,,Boston College,1902,N,N
10,5,0,5,FBS Independents,,Brown,1902,N,N
10,4,0,6,FBS Independents,,Bucknell,1902,N,N
11,3,0,8,FBS Independents,,Carlisle,1902,N,N
15,1,0,14,Western,,Chicago,1902,N,N
7,1,0,6,FBS Independents,,Clemson,1902,N,N
6,1,0,5,FBS Independents,,Colorado,1902,N,N
7,4,0,3,FBS Independents,,Colorado College,1902,N,N
7,3,0,4,FBS Independents,,Colorado Mines,1902,N,N
6,3,0,3,FBS Independents,,Colorado State,1902,N,N
11,5,0,6,FBS Independents,,Columbia,1902,N,N
11,3,0,8,FBS Independents,,Cornell,1902,N,N
9,3,0,6,FBS Independents,,Dartmouth,1902,N,N
9,5,0,4,FBS Independents,,Davidson,1902,N,N
8,5,0,3,FBS Independents,,Denver,1902,N,N
10,6,0,4,FBS Independents,,Dickinson,1902,N,N
8,3,0,5,FBS Independents,,Drake,1902,N,N
11,6,0,5,FBS Independents,,Furman,1902,N,N
10,3,0,7,FBS Independents,,Georgetown,1902,N,N
7,2,0,5,FBS Independents,,Georgia,1902,N,N
8,7,0,1,FBS Independents,,Georgia Tech,1902,N,N
11,9,0,2,FBS Independents,,Grinnell,1902,N,N
12,1,0,11,FBS Independents,,Harvard,1902,N,N
11,3,0,8,FBS Independents,,Haskell,1902,N,N
9,3,0,6,FBS Independents,,Holy Cross,1902,N,N
13,2,0,11,Western,,Illinois,1902,N,N
9,5,0,4,Western,,Indiana,1902,N,N
9,4,0,5,Western,,Iowa,1902,N,N
10,3,0,7,FBS Independents,,Iowa State,1902,N,N
10,4,0,6,FBS Independents,,Kansas,1902,N,N
11,2,0,9,FBS Independents,,Knox College,1902,N,N
11,3,0,8,FBS Independents,,Lafayette,1902,N,N
11,3,0,8,FBS Independents,,Lehigh,1902,N,N
7,1,0,6,FBS Independents,,LSU,1902,N,N
11,0,0,11,Western,,Michigan,1902,Y,N
12,3,0,9,Western,,Minnesota,1902,N,N
6,4,0,2,FBS Independents,,Mississippi State,1902,N,N
8,3,0,5,FBS Independents,,Missouri,1902,N,N
10,8,0,2,FBS Independents,,Navy,1902,N,N
9,5,0,4,FBS Independents,,NC State,1902,N,N
10,0,0,10,FBS Independents,,Nebraska,1902,N,N
9,1,0,8,FBS Independents,,North Carolina,1902,N,N
12,6,0,6,Western,,Northwestern,1902,N,N
9,2,0,7,FBS Independents,,Notre Dame,1902,N,N
7,3,0,4,FBS Independents,,Ole Miss,1902,N,N
10,3,0,7,FBS Independents,,Penn State,1902,N,N
9,1,0,8,FBS Independents,,Princeton,1902,N,N
10,3,0,7,Western,,Purdue,1902,N,N
9,2,0,7,FBS Independents,,Sewanee Univ. of the South,1902,N,N
5,3,0,2,FBS Independents,,Simpson College,1902,N,N
9,2,0,7,FBS Independents,,Syracuse,1902,N,N
8,2,0,6,FBS Independents,,Tennessee,1902,N,N
10,4,0,6,FBS Independents,,Texas,1902,N,N
11,6,0,5,FBS Independents,,Tufts,1902,N,N
7,6,0,1,FBS Independents,,Tulane,1902,N,N
7,3,0,4,FBS Independents,,UMass,1902,N,N
6,6,0,0,FBS Independents,,Union (NY),1902,N,N
9,1,0,8,FBS Independents,,Vanderbilt,1902,N,N
10,3,0,7,FBS Independents,,Vermont,1902,N,N
10,2,0,8,FBS Independents,,Virginia,1902,N,N
6,3,0,3,FBS Independents,,Virginia Tech,1902,N,N
9,6,0,3,FBS Independents,,Washington (MO),1902,N,N
10,7,0,3,FBS Independents,,Wesleyan (CT),1902,N,N
10,7,0,3,FBS Independents,,Williams,1902,N,N
9,3,0,6,Western,,Wisconsin,1902,N,N
12,0,0,12,FBS Independents,,Yale,1902,N,N
7,4,0,3,FBS Independents,,Alabama,1903,N,N
10,3,0,7,FBS Independents,,Amherst College,1903,N,N
9,3,0,6,FBS Independents,,Army,1903,N,N
7,3,0,4,FBS Independents,,Auburn,1903,N,N
8,4,0,4,FBS Independents,,Baylor,1903,N,N
10,7,0,3,FBS Independents,,Beloit College,1903,N,N
10,5,0,5,FBS Independents,,Brown,1903,N,N
9,5,0,4,FBS Independents,,Bucknell,1903,N,N
14,2,0,12,FBS Independents,,Carlisle,1903,N,N
15,3,0,12,Western,,Chicago,1903,N,N
6,2,0,4,FBS Independents,,Clemson,1903,N,N
10,2,0,8,FBS Independents,,Colorado,1903,N,N
9,5,0,4,FBS Independents,,Colorado College,1903,N,N
6,3,0,3,FBS Independents,,Colorado Mines,1903,N,N
7,1,0,6,FBS Independents,,Colorado State,1903,N,N
10,1,0,9,FBS Independents,,Columbia,1903,N,N
10,4,0,6,FBS Independents,,Cornell,1903,N,N
9,8,0,1,FBS Independents,,Cornell College (IA),1903,N,N
6,1,0,5,FBS Independents,,Cumberland,1903,N,N
10,1,0,9,FBS Independents,,Dartmouth,1903,N,N
13,7,0,6,FBS Independents,,Denver,1903,N,N
12,5,0,7,FBS Independents,,Dickinson,1903,N,N
8,3,0,5,FBS Independents,,Drake,1903,N,N
10,3,0,7,FBS Independents,,Georgetown,1903,N,N
7,4,0,3,FBS Independents,,Georgia,1903,N,N
7,5,0,2,FBS Independents,,Georgia Tech,1903,N,N
9,4,0,5,FBS Independents,,Grinnell,1903,N,N
12,3,0,9,FBS Independents,,Harvard,1903,N,N
9,2,0,7,FBS Independents,,Haskell,1903,N,N
10,2,0,8,FBS Independents,,Holy Cross,1903,N,N
14,6,0,8,Western,,Illinois,1903,N,N
8,4,0,4,Western,,Indiana,1903,N,N
11,2,0,9,Western,,Iowa,1903,N,N
9,1,0,8,FBS Independents,,Iowa State,1903,N,N
9,3,0,6,FBS Independents,,Kansas,1903,N,N
11,7,0,4,FBS Independents,,Knox College,1903,N,N
10,3,0,7,FBS Independents,,Lafayette,1903,N,N
12,2,0,10,FBS Independents,,Lehigh,1903,N,N
8,3,0,5,FBS Independents,,Lombard,1903,N,N
12,0,0,12,Western,,Michigan,1903,Y,N
15,1,0,14,Western,,Minnesota,1903,N,N
9,7,0,2,FBS Independents,,Missouri,1903,N,N
12,8,0,4,FBS Independents,,Navy,1903,N,N
11,0,0,11,FBS Independents,,Nebraska,1903,N,N
9,3,0,6,FBS Independents,,North Carolina,1903,N,N
14,3,0,11,Western,,Northwestern,1903,N,N
12,6,0,6,FBS Independents,,Oklahoma,1903,N,N
8,3,0,5,FBS Independents,,Penn State,1903,N,N
11,0,0,11,FBS Independents,,Princeton,1903,Y,N
6,2,0,4,Western,,Purdue,1903,N,N
8,1,0,7,FBS Independents,,Sewanee Univ. of the South,1903,N,N
5,4,0,1,FBS Independents,,Simpson College,1903,N,N
10,2,0,8,FBS Independents,,South Carolina,1903,N,N
10,4,0,6,FBS Independents,,Swarthmore,1903,N,N
7,7,0,0,FBS Independents,,TCU,1903,N,N
9,5,0,4,FBS Independents,,Tennessee,1903,N,N
8,3,0,5,FBS Independents,,Texas,1903,N,N
11,3,0,8,FBS Independents,,Texas A&M,1903,N,N
14,9,0,5,FBS Independents,,Tufts,1903,N,N
9,4,0,5,FBS Independents,,UMass,1903,N,N
8,1,0,7,FBS Independents,,Vanderbilt,1903,N,N
9,5,0,4,FBS Independents,,Vermont,1903,N,N
10,3,0,7,FBS Independents,,Virginia,1903,N,N
6,1,0,5,FBS Independents,,Virginia Tech,1903,N,N
9,5,0,4,FBS Independents,,Washington (MO),1903,N,N
10,6,0,4,FBS Independents,,Wesleyan (CT),1903,N,N
11,5,0,6,FBS Independents,,Williams,1903,N,N
10,3,0,7,Western,,Wisconsin,1903,N,N
12,1,0,11,FBS Independents,,Yale,1903,N,N
10,3,0,7,FBS Independents,,Alabama,1904,N,N
10,1,0,9,FBS Independents,,Amherst College,1904,N,N
9,2,0,7,FBS Independents,,Army,1904,N,N
6,0,0,6,FBS Independents,,Auburn,1904,N,N
8,4,0,4,FBS Independents,,Bates College,1904,N,N
8,6,0,2,FBS Independents,,Baylor,1904,N,N
9,5,0,4,FBS Independents,,Beloit College,1904,N,N
9,4,0,5,FBS Independents,,Bowdoin,1904,N,N
11,5,0,6,FBS Independents,,Brown,1904,N,N
6,3,0,3,FBS Independents,,Bucknell,1904,N,N
12,2,0,10,FBS Independents,,Carlisle,1904,N,N
12,2,0,10,Western,,Chicago,1904,N,N
7,3,0,4,FBS Independents,,Clemson,1904,N,N
7,5,0,2,FBS Independents,,Colby,1904,N,N
9,2,0,7,FBS Independents,,Colorado,1904,N,N
10,3,0,7,FBS Independents,,Colorado College,1904,N,N
5,1,0,4,FBS Independents,,Colorado Mines,1904,N,N
5,4,0,1,FBS Independents,,Colorado State,1904,N,N
10,3,0,7,FBS Independents,,Columbia,1904,N,N
10,3,0,7,FBS Independents,,Cornell,1904,N,N
8,0,0,8,FBS Independents,,Dartmouth,1904,N,N
7,5,0,2,FBS Independents,,Denver,1904,N,N
12,3,0,9,FBS Independents,,Dickinson,1904,N,N
9,4,0,5,FBS Independents,,Drake,1904,N,N
5,5,0,0,FBS Independents,,Florida,1904,N,N
10,10,0,0,FBS Independents,,Franklin & Marshall,1904,N,N
8,1,0,7,FBS Independents,,Georgetown,1904,N,N
6,5,0,1,FBS Independents,,Georgia,1904,N,N
10,2,0,8,FBS Independents,,Georgia Tech,1904,N,N
8,7,0,1,FBS Independents,,Grinnell,1904,N,N
10,3,0,7,FBS Independents,,Harvard,1904,N,N
9,1,0,8,FBS Independents,,Haskell,1904,N,N
9,6,0,3,FBS Independents,,Holy Cross,1904,N,N
12,2,0,10,Western,,Illinois,1904,N,N
10,4,0,6,Western,,Indiana,1904,N,N
11,4,0,7,Western,,Iowa,1904,N,N
9,2,0,7,FBS Independents,,Iowa State,1904,N,N
10,2,0,8,FBS Independents,,Kansas,1904,N,N
10,2,0,8,FBS Independents,,Lafayette,1904,N,N
9,8,0,1,FBS Independents,,Lehigh,1904,N,N
7,4,0,3,FBS Independents,,LSU,1904,N,N
8,4,0,4,FBS Independents,,Maine,1904,N,N
10,0,0,10,Western,,Michigan,1904,Y,N
13,0,0,13,Western,,Minnesota,1904,N,N
7,5,0,2,FBS Independents,,Mississippi State,1904,N,N
9,6,0,3,FBS Independents,,Missouri,1904,N,N
9,7,0,2,FBS Independents,,Nashville,1904,N,N
10,3,0,7,FBS Independents,,Navy,1904,N,N
6,2,0,4,FBS Independents,,NC State,1904,N,N
12,3,0,9,FBS Independents,,Nebraska,1904,N,N
7,5,0,2,FBS Independents,,New Hampshire,1904,N,N
9,3,0,6,FBS Independents,,North Carolina,1904,N,N
10,2,0,8,Western,,Northwestern,1904,N,N
8,3,0,5,FBS Independents,,Notre Dame,1904,N,N
11,5,0,6,FBS Independents,,Ohio State,1904,N,N
7,3,0,4,FBS Independents,,Ole Miss,1904,N,N
10,4,0,6,FBS Independents,,Penn State,1904,N,N
10,2,0,8,FBS Independents,,Princeton,1904,N,N
12,3,0,9,Western,,Purdue,1904,N,N
8,1,0,7,FBS Independents,,Sewanee Univ. of the South,1904,N,N
9,3,0,6,FBS Independents,,Swarthmore,1904,N,N
6,4,0,2,FBS Independents,,TCU,1904,N,N
9,6,0,3,FBS Independents,,Tennessee,1904,N,N
6,4,0,2,FBS Independents,,Tennessee Medical College,1904,N,N
8,2,0,6,FBS Independents,,Texas,1904,N,N
6,2,0,4,FBS Independents,,Texas A&M,1904,N,N
13,10,0,3,FBS Independents,,Tufts,1904,N,N
7,2,0,5,FBS Independents,,Tulane,1904,N,N
8,2,0,6,FBS Independents,,UMass,1904,N,N
9,0,0,9,FBS Independents,,Vanderbilt,1904,N,N
7,6,0,1,FBS Independents,,Vermont,1904,N,N
9,3,0,6,FBS Independents,,Virginia,1904,N,N
8,3,0,5,FBS Independents,,Virginia Tech,1904,N,N
9,5,0,4,FBS Independents,,VMI,1904,N,N
8,4,0,4,FBS Independents,,Wabash College,1904,N,N
11,7,0,4,FBS Independents,,Washington (MO),1904,N,N
10,7,0,3,FBS Independents,,Wesleyan (CT),1904,N,N
11,8,0,3,FBS Independents,,Williams,1904,N,N
8,3,0,5,Western,,Wisconsin,1904,N,N
11,1,0,10,FBS Independents,,Yale,1904,N,N
10,4,0,6,FBS Independents,,Alabama,1905,N,N
6,2,0,4,FBS Independents,,Amherst College,1905,N,N
9,5,0,4,FBS Independents,,Army,1905,N,N
6,4,0,2,FBS Independents,,Auburn,1905,N,N
7,3,0,4,FBS Independents,,Bates College,1905,N,N
7,6,0,1,FBS Independents,,Baylor,1905,N,N
10,7,0,3,FBS Independents,,Beloit College,1905,N,N
9,5,0,4,FBS Independents,,Bowdoin,1905,N,N
11,4,0,7,FBS Independents,,Brown,1905,N,N
10,5,0,5,FBS Independents,,Bucknell,1905,N,N
14,4,0,10,FBS Independents,,Carlisle,1905,N,N
11,0,0,11,Western,,Chicago,1905,Y,N
6,3,0,3,FBS Independents,,Clemson,1905,N,N
9,8,0,1,FBS Independents,,Coe,1905,N,N
9,4,0,5,FBS Independents,,Colgate,1905,N,N
9,1,0,8,FBS Independents,,Colorado,1905,N,N
8,2,0,6,FBS Independents,,Colorado College,1905,N,N
6,0,0,6,FBS Independents,,Colorado Mines,1905,N,N
7,4,0,3,FBS Independents,,Colorado State,1905,N,N
9,5,0,4,FBS Independents,,Columbia,1905,N,N
10,4,0,6,FBS Independents,,Cornell,1905,N,N
7,4,0,3,FBS Independents,,Cumberland,1905,N,N
10,1,0,9,FBS Independents,,Dartmouth,1905,N,N
10,7,0,3,FBS Independents,,Denver,1905,N,N
8,4,0,4,FBS Independents,,Dickinson,1905,N,N
8,4,0,4,FBS Independents,,Drake,1905,N,N
9,7,0,2,FBS Independents,,Georgetown,1905,N,N
6,5,0,1,FBS Independents,,Georgia,1905,N,N
7,1,0,6,FBS Independents,,Georgia Tech,1905,N,N
10,2,0,8,FBS Independents,,Grinnell,1905,N,N
11,3,0,8,FBS Independents,,Harvard,1905,N,N
10,4,0,6,FBS Independents,,Haskell,1905,N,N
9,3,0,6,FBS Independents,,Holy Cross,1905,N,N
9,4,0,5,Western,,Illinois,1905,N,N
10,2,0,8,Western,,Indiana,1905,N,N
10,2,0,8,Western,,Iowa,1905,N,N
9,3,0,6,FBS Independents,,Iowa State,1905,N,N
11,1,0,10,FBS Independents,,Kansas,1905,N,N
11,7,0,4,FBS Independents,,Knox College,1905,N,N
10,2,0,8,FBS Independents,,Lafayette,1905,N,N
10,3,0,7,FBS Independents,,Lawrence,1905,N,N
13,7,0,6,FBS Independents,,Lehigh,1905,N,N
8,4,0,4,FBS Independents,,Maine,1905,N,N
13,1,0,12,Western,,Michigan,1905,N,N
11,1,0,10,Western,,Minnesota,1905,N,N
9,4,0,5,FBS Independents,,Missouri,1905,N,N
12,1,0,11,FBS Independents,,Navy,1905,N,N
11,2,0,9,FBS Independents,,Nebraska,1905,N,N
8,4,0,4,FBS Independents,,New Hampshire,1905,N,N
8,3,0,5,FBS Independents,,North Carolina,1905,N,N
11,3,0,8,Western,,Northwestern,1905,N,N
9,4,0,5,FBS Independents,,Notre Dame,1905,N,N
9,2,0,7,FBS Independents,,Oklahoma,1905,N,N
11,3,0,8,FBS Independents,,Penn State,1905,N,N
12,2,0,10,FBS Independents,,Pittsburgh,1905,N,N
10,2,0,8,FBS Independents,,Princeton,1905,N,N
8,1,0,7,Western,,Purdue,1905,N,N
7,2,0,5,FBS Independents,,Sewanee Univ. of the South,1905,N,N
8,1,0,7,FBS Independents,,Swarthmore,1905,N,N
11,3,0,8,FBS Independents,,Syracuse,1905,N,N
8,4,0,4,FBS Independents,,TCU,1905,N,N
9,5,0,4,FBS Independents,,Tennessee,1905,N,N
9,4,0,5,FBS Independents,,Texas,1905,N,N
9,2,0,7,FBS Independents,,Texas A&M,1905,N,N
8,3,0,5,FBS Independents,,Tufts,1905,N,N
10,7,0,3,FBS Independents,,UMass,1905,N,N
8,2,0,6,FBS Independents,,Utah,1905,N,N
8,1,0,7,FBS Independents,,Vanderbilt,1905,N,N
11,5,0,6,FBS Independents,,Vermont,1905,N,N
10,7,0,3,FBS Independents,,Villanova,1905,N,N
9,4,0,5,FBS Independents,,Virginia,1905,N,N
10,1,0,9,FBS Independents,,Virginia Tech,1905,N,N
9,5,0,4,FBS Independents,,Wabash College,1905,N,N
10,3,0,7,FBS Independents,,Washburn,1905,N,N
12,3,0,9,FBS Independents,,Washington & Jefferson,1905,N,N
10,3,0,7,FBS Independents,,Washington (MO),1905,N,N
10,2,0,8,FBS Independents,,Wesleyan (CT),1905,N,N
11,5,0,6,FBS Independents,,Williams,1905,N,N
10,2,0,8,Western,,Wisconsin,1905,N,N
7,4,0,3,FBS Independents,,Wyoming,1905,N,N
10,0,0,10,FBS Independents,,Yale,1905,N,N
6,1,0,5,FBS Independents,,Alabama,1906,N,N
7,3,0,4,FBS Independents,,Amherst College,1906,N,N
8,5,0,3,FBS Independents,,Arkansas,1906,N,N
9,6,0,3,FBS Independents,,Army,1906,N,N
7,6,0,1,FBS Independents,,Auburn,1906,N,N
9,3,0,6,FBS Independents,,Brown,1906,N,N
8,4,0,4,FBS Independents,,Bucknell,1906,N,N
12,3,0,9,FBS Independents,,Carlisle,1906,N,N
5,1,0,4,Western,,Chicago,1906,N,N
7,2,0,5,FBS Independents,,Clemson,1906,N,N
8,2,0,6,FBS Independents,,Colgate,1906,N,N
9,5,0,4,FBS Independents,,Colorado,1906,N,N
7,4,0,3,FBS Independents,,Colorado College,1906,N,N
5,0,0,5,FBS Independents,,Colorado Mines,1906,N,N
11,2,0,9,FBS Independents,,Cornell,1906,N,N
10,3,0,7,FBS Independents,,Dartmouth,1906,N,N
7,4,0,3,FBS Independents,,Davidson,1906,N,N
5,3,0,2,FBS Independents,,Denver,1906,N,N
9,4,0,5,FBS Independents,,Dickinson,1906,N,N
7,4,0,3,FBS Independents,,Drake,1906,N,N
7,5,0,2,FBS Independents,,Georgia,1906,N,N
9,4,0,5,FBS Independents,,Georgia Tech,1906,N,N
11,1,0,10,FBS Independents,,Harvard,1906,N,N
7,5,0,2,FBS Independents,,Haskell,1906,N,N
8,3,0,5,FBS Independents,,Holy Cross,1906,N,N
5,4,0,1,Western,,Illinois,1906,N,N
6,2,0,4,Western,,Indiana,1906,N,N
5,3,0,2,Western,,Iowa,1906,N,N
10,1,0,9,FBS Independents,,Iowa State,1906,N,N
11,3,0,8,FBS Independents,,Kansas,1906,N,N
10,1,0,9,FBS Independents,,Lafayette,1906,N,N
11,6,0,5,FBS Independents,,Lehigh,1906,N,N
6,3,0,3,FBS Independents,,LSU,1906,N,N
8,3,0,5,FBS Independents,,Maryville TN,1906,N,N
5,1,0,4,Western,,Michigan,1906,N,N
5,1,0,4,Western,,Minnesota,1906,N,N
5,3,0,2,FBS Independents,,Mississippi State,1906,N,N
8,2,0,6,FBS Independents,,Missouri,1906,N,N
12,4,0,8,FBS Independents,,Navy,1906,N,N
10,4,0,6,FBS Independents,,Nebraska,1906,N,N
7,4,0,3,FBS Independents,,North Carolina,1906,N,N
6,2,0,4,FBS Independents,,Ole Miss,1906,N,N
10,2,0,8,FBS Independents,,Penn State,1906,N,N
10,4,0,6,FBS Independents,,Pittsburgh,1906,N,N
10,1,0,9,FBS Independents,,Princeton,1906,Y,N
5,5,0,0,Western,,Purdue,1906,N,N
9,1,0,8,FBS Independents,,Sewanee Univ. of the South,1906,N,N
9,2,0,7,FBS Independents,,Swarthmore,1906,N,N
9,3,0,6,FBS Independents,,Syracuse,1906,N,N
7,5,0,2,FBS Independents,,TCU,1906,N,N
9,6,0,3,FBS Independents,,Tennessee,1906,N,N
10,1,0,9,FBS Independents,,Texas,1906,N,N
7,1,0,6,FBS Independents,,Texas A&M,1906,N,N
5,5,0,0,FBS Independents,,Tulane,1906,N,N
9,7,0,2,FBS Independents,,UMass,1906,N,N
5,1,0,4,FBS Independents,,Utah,1906,N,N
9,1,0,8,FBS Independents,,Vanderbilt,1906,N,N
10,7,0,3,FBS Independents,,Villanova,1906,N,N
9,3,0,6,FBS Independents,,Virginia Tech,1906,N,N
11,2,0,9,FBS Independents,,Washington & Jefferson,1906,N,N
9,4,0,5,FBS Independents,,Williams,1906,N,N
5,0,0,5,Western,,Wisconsin,1906,N,N
10,0,0,10,FBS Independents,,Yale,1906,N,N
8,3,0,5,FBS Independents,,Alabama,1907,N,N
9,5,0,4,FBS Independents,,Arkansas,1907,N,N
9,3,0,6,FBS Independents,,Army,1907,N,N
9,2,0,7,FBS Independents,,Auburn,1907,N,N
8,4,0,4,FBS Independents,,Baylor,1907,N,N
10,3,0,7,FBS Independents,,Brown,1907,N,N
11,7,0,4,FBS Independents,,Bucknell,1907,N,N
11,1,0,10,FBS Independents,,Carlisle,1907,N,N
5,1,0,4,Western,,Chicago,1907,N,N
8,4,0,4,FBS Independents,,Clemson,1907,N,N
9,4,0,5,FBS Independents,,Colgate,1907,N,N
8,3,0,5,FBS Independents,,Colorado,1907,N,N
7,2,0,5,FBS Independents,,Colorado College,1907,N,N
6,1,0,5,FBS Independents,,Colorado Mines,1907,N,N
10,2,0,8,FBS Independents,,Cornell,1907,N,N
6,1,0,5,FBS Independents,,Davidson,1907,N,N
8,6,0,2,FBS Independents,,Denver,1907,N,N
10,7,0,3,FBS Independents,,Dickinson,1907,N,N
8,5,0,3,FBS Independents,,Drake,1907,N,N
5,4,0,1,FBS Independents,,Drury,1907,N,N
8,3,0,5,FBS Independents,,Georgia,1907,N,N
8,4,0,4,FBS Independents,,Georgia Tech,1907,N,N
9,3,0,6,FBS Independents,,Grinnell,1907,N,N
5,4,0,1,FBS Independents,,Hamilton,1907,N,N
10,3,0,7,FBS Independents,,Harvard,1907,N,N
9,6,0,3,FBS Independents,,Haskell,1907,N,N
5,2,0,3,Western,,Illinois,1907,N,N
6,3,0,3,Western,,Indiana,1907,N,N
5,2,0,3,Western,,Iowa,1907,N,N
8,2,0,6,FBS Independents,,Iowa State,1907,N,N
8,3,0,5,Missouri Valley,,Kansas,1907,N,N
10,2,0,8,FBS Independents,,Lafayette,1907,N,N
10,2,0,8,FBS Independents,,Lehigh,1907,N,N
10,3,0,7,FBS Independents,,LSU,1907,N,N
5,5,0,0,FBS Independents,,Maryville TN,1907,N,N
6,1,0,5,FBS Independents,,Michigan,1907,N,N
5,2,0,3,Western,,Minnesota,1907,N,N
9,3,0,6,FBS Independents,,Mississippi State,1907,N,N
9,2,0,7,Missouri Valley,,Missouri,1907,N,N
12,3,0,9,FBS Independents,,Navy,1907,N,N
10,2,0,8,Missouri Valley,,Nebraska,1907,N,N
9,5,0,4,FBS Independents,,North Carolina,1907,N,N
6,6,0,0,FBS Independents,,Ole Miss,1907,N,N
10,4,0,6,FBS Independents,,Penn State,1907,N,N
10,2,0,8,FBS Independents,,Pittsburgh,1907,N,N
9,2,0,7,FBS Independents,,Princeton,1907,N,N
5,5,0,0,Western,,Purdue,1907,N,N
10,3,0,7,FBS Independents,,Saint Louis,1907,N,N
