games,L,T,W,conference,division,School,yearID,ch_win,ch_ru
13,4,0,9,Big East,,West Virginia,2010,N,N
13,2,0,11,Big Ten,,Wisconsin,2010,N,N
12,9,0,3,Mountain West,,Wyoming,2010,N,N
13,6,0,7,Mountain West,,Air Force,2011,N,N
12,11,0,1,Mid-American,East,Akron,2011,N,N
13,1,0,12,SEC,West,Alabama,2011,Y,N
12,8,0,4,Pac-12,South,Arizona,2011,N,N
13,7,0,6,Pac-12,South,Arizona State,2011,N,N
13,2,0,11,SEC,West,Arkansas,2011,N,N
13,3,0,10,Sun Belt,East,Arkansas State,2011,N,N
12,9,0,3,FBS Independents,,Army,2011,N,N
13,5,0,8,SEC,West,Auburn,2011,N,N
12,6,0,6,Mid-American,West,Ball State,2011,N,N
13,3,0,10,Big 12,,Baylor,2011,N,N
13,1,0,12,Mountain West,,Boise State,2011,N,N
12,8,0,4,ACC,Atlantic,Boston College,2011,N,N
12,7,0,5,Mid-American,East,Bowling Green,2011,N,N
12,9,0,3,Mid-American,East,Buffalo,2011,N,N
13,3,0,10,FBS Independents,,BYU,2011,N,N
13,6,0,7,Pac-12,North,California,2011,N,N
12,9,0,3,Mid-American,West,Central Michigan,2011,N,N
13,3,0,10,Big East,,Cincinnati,2011,N,N
14,4,0,10,ACC,Atlantic,Clemson,2011,N,N
13,10,0,3,Pac-12,South,Colorado,2011,N,N
12,9,0,3,Mountain West,,Colorado State,2011,N,N
12,7,0,5,Big East,,Connecticut,2011,N,N
12,9,0,3,ACC,Coastal,Duke,2011,N,N
12,7,0,5,Conference USA,East,East Carolina,2011,N,N
12,6,0,6,Mid-American,West,Eastern Michigan,2011,N,N
13,6,0,7,SEC,East,Florida,2011,N,N
12,11,0,1,Sun Belt,,Florida Atlantic,2011,N,N
13,5,0,8,Sun Belt,,Florida International,2011,N,N
13,4,0,9,ACC,Atlantic,Florida State,2011,N,N
13,9,0,4,Western Athletic,,Fresno State,2011,N,N
14,4,0,10,SEC,East,Georgia,2011,N,N
13,5,0,8,ACC,Coastal,Georgia Tech,2011,N,N
13,7,0,6,Western Athletic,,Hawai'i,2011,N,N
14,1,0,13,Conference USA,West,Houston,2011,N,N
12,10,0,2,Western Athletic,,Idaho,2011,N,N
13,6,0,7,Big Ten,Leaders,Illinois,2011,N,N
12,11,0,1,Big Ten,Leaders,Indiana,2011,N,N
13,6,0,7,Big Ten,Legends,Iowa,2011,N,N
13,7,0,6,Big 12,,Iowa State,2011,N,N
12,10,0,2,Big 12,,Kansas,2011,N,N
13,3,0,10,Big 12,,Kansas State,2011,N,N
12,7,0,5,Mid-American,East,Kent State,2011,N,N
12,7,0,5,SEC,East,Kentucky,2011,N,N
13,4,0,9,Sun Belt,East,Louisiana,2011,N,N
12,8,0,4,Sun Belt,East,Louisiana Monroe,2011,N,N
13,5,0,8,Western Athletic,,Louisiana Tech,2011,N,N
13,6,0,7,Big East,,Louisville,2011,N,N
14,1,0,13,SEC,West,LSU,2011,N,Y
13,6,0,7,Conference USA,East,Marshall,2011,N,N
12,10,0,2,ACC,Atlantic,Maryland,2011,N,N
12,10,0,2,Conference USA,East,Memphis,2011,N,N
12,6,0,6,ACC,Coastal,Miami,2011,N,N
12,8,0,4,Mid-American,East,Miami (OH),2011,N,N
13,2,0,11,Big Ten,Legends,Michigan,2011,N,N
14,3,0,11,Big Ten,Legends,Michigan State,2011,N,N
12,10,0,2,Sun Belt,,Middle Tennessee,2011,N,N
12,9,0,3,Big Ten,Legends,Minnesota,2011,N,N
13,6,0,7,SEC,West,Mississippi State,2011,N,N
13,5,0,8,Big 12,,Missouri,2011,N,N
12,7,0,5,FBS Independents,,Navy,2011,N,N
13,5,0,8,ACC,Atlantic,NC State,2011,N,N
13,4,0,9,Big Ten,Legends,Nebraska,2011,N,N
13,6,0,7,Western Athletic,,Nevada,2011,N,N
12,11,0,1,Mountain West,,New Mexico,2011,N,N
13,9,0,4,Western Athletic,,New Mexico State,2011,N,N
13,6,0,7,ACC,Coastal,North Carolina,2011,N,N
14,3,0,11,Mid-American,West,Northern Illinois,2011,N,N
12,7,0,5,Sun Belt,,North Texas,2011,N,N
13,7,0,6,Big Ten,Legends,Northwestern,2011,N,N
13,5,0,8,FBS Independents,,Notre Dame,2011,N,N
14,4,0,10,Mid-American,East,Ohio,2011,N,N
13,7,0,6,Big Ten,Leaders,Ohio State,2011,N,N
13,3,0,10,Big 12,,Oklahoma,2011,N,N
13,1,0,12,Big 12,,Oklahoma State,2011,N,N
12,10,0,2,SEC,West,Ole Miss,2011,N,N
14,2,0,12,Pac-12,North,Oregon,2011,N,N
12,9,0,3,Pac-12,North,Oregon State,2011,N,N
13,4,0,9,Big Ten,Leaders,Penn State,2011,N,N
13,7,0,6,Big East,,Pittsburgh,2011,N,N
13,6,0,7,Big Ten,Leaders,Purdue,2011,N,N
12,8,0,4,Conference USA,West,Rice,2011,N,N
13,4,0,9,Big East,,Rutgers,2011,N,N
13,5,0,8,Mountain West,,San Diego State,2011,N,N
12,7,0,5,Western Athletic,,San Josï¿½ State,2011,N,N
13,5,0,8,Conference USA,West,SMU,2011,N,N
13,2,0,11,SEC,East,South Carolina,2011,N,N
14,2,0,12,Conference USA,East,Southern Mississippi,2011,N,N
12,7,0,5,Big East,,South Florida,2011,N,N
13,2,0,11,Pac-12,North,Stanford,2011,N,N
12,7,0,5,Big East,,Syracuse,2011,N,N
13,2,0,11,Mountain West,,TCU,2011,N,N
13,4,0,9,Mid-American,East,Temple,2011,N,N
12,7,0,5,SEC,East,Tennessee,2011,N,N
13,5,0,8,Big 12,,Texas,2011,N,N
13,6,0,7,Big 12,,Texas A&M,2011,N,N
12,7,0,5,Big 12,,Texas Tech,2011,N,N
13,4,0,9,Mid-American,West,Toledo,2011,N,N
12,9,0,3,Sun Belt,East,Troy,2011,N,N
13,11,0,2,Conference USA,West,Tulane,2011,N,N
13,5,0,8,Conference USA,West,Tulsa,2011,N,N
12,9,0,3,Conference USA,East,UAB,2011,N,N
12,7,0,5,Conference USA,East,UCF,2011,N,N
14,8,0,6,Pac-12,South,UCLA,2011,N,N
12,10,0,2,Mountain West,,UNLV,2011,N,N
12,2,0,10,Pac-12,South,USC,2011,N,N
13,5,0,8,Pac-12,South,Utah,2011,N,N
13,6,0,7,Western Athletic,,Utah State,2011,N,N
12,7,0,5,Conference USA,West,UTEP,2011,N,N
13,7,0,6,SEC,East,Vanderbilt,2011,N,N
13,5,0,8,ACC,Coastal,Virginia,2011,N,N
14,3,0,11,ACC,Coastal,Virginia Tech,2011,N,N
13,7,0,6,ACC,Atlantic,Wake Forest,2011,N,N
13,6,0,7,Pac-12,North,Washington,2011,N,N
12,8,0,4,Pac-12,North,Washington State,2011,N,N
12,5,0,7,Sun Belt,,Western Kentucky,2011,N,N
13,6,0,7,Mid-American,West,Western Michigan,2011,N,N
13,3,0,10,Big East,,West Virginia,2011,N,N
14,3,0,11,Big Ten,Leaders,Wisconsin,2011,N,N
13,5,0,8,Mountain West,,Wyoming,2011,N,N
13,7,0,6,Mountain West,,Air Force,2012,N,N
12,11,0,1,Mid-American,East,Akron,2012,N,N
14,1,0,13,SEC,West,Alabama,2012,Y,N
13,5,0,8,Pac-12,South,Arizona,2012,N,N
13,5,0,8,Pac-12,South,Arizona State,2012,N,N
12,8,0,4,SEC,West,Arkansas,2012,N,N
13,3,0,10,Sun Belt,East,Arkansas State,2012,N,N
12,10,0,2,FBS Independents,,Army,2012,N,N
12,9,0,3,SEC,West,Auburn,2012,N,N
13,4,0,9,Mid-American,West,Ball State,2012,N,N
13,5,0,8,Big 12,,Baylor,2012,N,N
13,2,0,11,Mountain West,,Boise State,2012,N,N
12,10,0,2,ACC,Atlantic,Boston College,2012,N,N
13,5,0,8,Mid-American,East,Bowling Green,2012,N,N
12,8,0,4,Mid-American,East,Buffalo,2012,N,N
13,5,0,8,FBS Independents,,BYU,2012,N,N
12,9,0,3,Pac-12,North,California,2012,N,N
13,6,0,7,Mid-American,West,Central Michigan,2012,N,N
13,3,0,10,Big East,,Cincinnati,2012,N,N
13,2,0,11,ACC,Atlantic,Clemson,2012,N,N
12,11,0,1,Pac-12,South,Colorado,2012,N,N
12,8,0,4,Mountain West,,Colorado State,2012,N,N
12,7,0,5,Big East,,Connecticut,2012,N,N
13,7,0,6,ACC,Coastal,Duke,2012,N,N
13,5,0,8,Conference USA,East,East Carolina,2012,N,N
12,10,0,2,Mid-American,West,Eastern Michigan,2012,N,N
13,2,0,11,SEC,East,Florida,2012,N,N
12,9,0,3,Sun Belt,,Florida Atlantic,2012,N,N
12,9,0,3,Sun Belt,,Florida International,2012,N,N
14,2,0,12,ACC,Atlantic,Florida State,2012,N,N
13,4,0,9,Mountain West,,Fresno State,2012,N,N
14,2,0,12,SEC,East,Georgia,2012,N,N
14,7,0,7,ACC,Coastal,Georgia Tech,2012,N,N
12,9,0,3,Mountain West,,Hawai'i,2012,N,N
12,7,0,5,Conference USA,West,Houston,2012,N,N
12,11,0,1,Western Athletic,,Idaho,2012,N,N
12,10,0,2,Big Ten,Leaders,Illinois,2012,N,N
12,8,0,4,Big Ten,Leaders,Indiana,2012,N,N
12,8,0,4,Big Ten,Legends,Iowa,2012,N,N
13,7,0,6,Big 12,,Iowa State,2012,N,N
12,11,0,1,Big 12,,Kansas,2012,N,N
13,2,0,11,Big 12,,Kansas State,2012,N,N
14,3,0,11,Mid-American,East,Kent State,2012,N,N
12,10,0,2,SEC,East,Kentucky,2012,N,N
13,4,0,9,Sun Belt,East,Louisiana,2012,N,N
13,5,0,8,Sun Belt,East,Louisiana Monroe,2012,N,N
12,3,0,9,Western Athletic,,Louisiana Tech,2012,N,N
13,2,0,11,Big East,,Louisville,2012,N,N
13,3,0,10,SEC,West,LSU,2012,N,N
12,7,0,5,Conference USA,East,Marshall,2012,N,N
12,8,0,4,ACC,Atlantic,Maryland,2012,N,N
12,8,0,4,Conference USA,East,Memphis,2012,N,N
12,5,0,7,ACC,Coastal,Miami,2012,N,N
12,8,0,4,Mid-American,East,Miami (OH),2012,N,N
13,5,0,8,Big Ten,Legends,Michigan,2012,N,N
13,6,0,7,Big Ten,Legends,Michigan State,2012,N,N
12,4,0,8,Sun Belt,,Middle Tennessee,2012,N,N
13,7,0,6,Big Ten,Legends,Minnesota,2012,N,N
13,5,0,8,SEC,West,Mississippi State,2012,N,N
12,7,0,5,SEC,East,Missouri,2012,N,N
13,5,0,8,FBS Independents,,Navy,2012,N,N
13,6,0,7,ACC,Atlantic,NC State,2012,N,N
14,4,0,10,Big Ten,Legends,Nebraska,2012,N,N
13,6,0,7,Mountain West,,Nevada,2012,N,N
13,9,0,4,Mountain West,,New Mexico,2012,N,N
12,11,0,1,Western Athletic,,New Mexico State,2012,N,N
12,4,0,8,ACC,Coastal,North Carolina,2012,N,N
14,2,0,12,Mid-American,West,Northern Illinois,2012,N,N
12,8,0,4,Sun Belt,,North Texas,2012,N,N
13,3,0,10,Big Ten,Legends,Northwestern,2012,N,N
13,1,0,12,FBS Independents,,Notre Dame,2012,N,Y
13,4,0,9,Mid-American,East,Ohio,2012,N,N
12,0,0,12,Big Ten,Leaders,Ohio State,2012,N,N
13,3,0,10,Big 12,,Oklahoma,2012,N,N
13,5,0,8,Big 12,,Oklahoma State,2012,N,N
13,6,0,7,SEC,West,Ole Miss,2012,N,N
13,1,0,12,Pac-12,North,Oregon,2012,N,N
13,4,0,9,Pac-12,North,Oregon State,2012,N,N
12,4,0,8,Big Ten,Leaders,Penn State,2012,N,N
13,7,0,6,Big East,,Pittsburgh,2012,N,N
13,7,0,6,Big Ten,Leaders,Purdue,2012,N,N
13,6,0,7,Conference USA,West,Rice,2012,N,N
13,4,0,9,Big East,,Rutgers,2012,N,N
13,4,0,9,Mountain West,,San Diego State,2012,N,N
13,2,0,11,Western Athletic,,San Josï¿½ State,2012,N,N
13,6,0,7,Conference USA,West,SMU,2012,N,N
13,11,0,2,Sun Belt,East,South Alabama,2012,N,N
13,2,0,11,SEC,East,South Carolina,2012,N,N
12,12,0,0,Conference USA,East,Southern Mississippi,2012,N,N
12,9,0,3,Big East,,South Florida,2012,N,N
14,2,0,12,Pac-12,North,Stanford,2012,N,N
13,5,0,8,Big East,,Syracuse,2012,N,N
13,6,0,7,Big 12,,TCU,2012,N,N
11,7,0,4,Big East,,Temple,2012,N,N
12,7,0,5,SEC,East,Tennessee,2012,N,N
13,4,0,9,Big 12,,Texas,2012,N,N
13,2,0,11,SEC,West,Texas A&M,2012,N,N
12,8,0,4,Western Athletic,,Texas State,2012,N,N
13,5,0,8,Big 12,,Texas Tech,2012,N,N
13,4,0,9,Mid-American,West,Toledo,2012,N,N
12,7,0,5,Sun Belt,East,Troy,2012,N,N
12,10,0,2,Conference USA,West,Tulane,2012,N,N
14,3,0,11,Conference USA,West,Tulsa,2012,N,N
12,9,0,3,Conference USA,East,UAB,2012,N,N
14,4,0,10,Conference USA,East,UCF,2012,N,N
14,5,0,9,Pac-12,South,UCLA,2012,N,N
12,11,0,1,Mid-American,East,UMass,2012,N,N
13,11,0,2,Mountain West,,UNLV,2012,N,N
13,6,0,7,Pac-12,South,USC,2012,N,N
12,7,0,5,Pac-12,South,Utah,2012,N,N
13,2,0,11,Western Athletic,,Utah State,2012,N,N
12,9,0,3,Conference USA,West,UTEP,2012,N,N
12,4,0,8,Western Athletic,,UT San Antonio,2012,N,N
13,4,0,9,SEC,East,Vanderbilt,2012,N,N
12,8,0,4,ACC,Coastal,Virginia,2012,N,N
13,6,0,7,ACC,Coastal,Virginia Tech,2012,N,N
12,7,0,5,ACC,Atlantic,Wake Forest,2012,N,N
13,6,0,7,Pac-12,North,Washington,2012,N,N
12,9,0,3,Pac-12,North,Washington State,2012,N,N
13,6,0,7,Sun Belt,,Western Kentucky,2012,N,N
12,8,0,4,Mid-American,West,Western Michigan,2012,N,N
13,6,0,7,Big 12,,West Virginia,2012,N,N
14,6,0,8,Big Ten,Leaders,Wisconsin,2012,N,N
12,8,0,4,Mountain West,,Wyoming,2012,N,N
12,10,0,2,Mountain West,Mountain,Air Force,2013,N,N
12,7,0,5,Mid-American,East,Akron,2013,N,N
13,2,0,11,SEC,West,Alabama,2013,N,N
13,5,0,8,Pac-12,South,Arizona,2013,N,N
14,4,0,10,Pac-12,South,Arizona State,2013,N,N
12,9,0,3,SEC,West,Arkansas,2013,N,N
13,5,0,8,Sun Belt,East,Arkansas State,2013,N,N
12,9,0,3,FBS Independents,,Army,2013,N,N
14,2,0,12,SEC,West,Auburn,2013,N,Y
13,3,0,10,Mid-American,West,Ball State,2013,N,N
13,2,0,11,Big 12,,Baylor,2013,N,N
13,5,0,8,Mountain West,Mountain,Boise State,2013,N,N
13,6,0,7,ACC,Atlantic,Boston College,2013,N,N
14,4,0,10,Mid-American,East,Bowling Green,2013,N,N
13,5,0,8,Mid-American,East,Buffalo,2013,N,N
13,5,0,8,FBS Independents,,BYU,2013,N,N
12,11,0,1,Pac-12,North,California,2013,N,N
12,6,0,6,Mid-American,West,Central Michigan,2013,N,N
13,4,0,9,American Athletic,,Cincinnati,2013,N,N
13,2,0,11,ACC,Atlantic,Clemson,2013,N,N
12,8,0,4,Pac-12,South,Colorado,2013,N,N
14,6,0,8,Mountain West,Mountain,Colorado State,2013,N,N
12,9,0,3,American Athletic,,Connecticut,2013,N,N
14,4,0,10,ACC,Coastal,Duke,2013,N,N
13,3,0,10,Conference USA,East,East Carolina,2013,N,N
12,10,0,2,Mid-American,West,Eastern Michigan,2013,N,N
12,8,0,4,SEC,East,Florida,2013,N,N
12,6,0,6,Conference USA,East,Florida Atlantic,2013,N,N
12,11,0,1,Conference USA,East,Florida International,2013,N,N
14,0,0,14,ACC,Atlantic,Florida State,2013,Y,N
13,2,0,11,Mountain West,West,Fresno State,2013,N,N
13,5,0,8,SEC,East,Georgia,2013,N,N
12,12,0,0,Sun Belt,West,Georgia State,2013,N,N
13,6,0,7,ACC,Coastal,Georgia Tech,2013,N,N
12,11,0,1,Mountain West,West,Hawai'i,2013,N,N
13,5,0,8,American Athletic,,Houston,2013,N,N
12,11,0,1,FBS Independents,,Idaho,2013,N,N
12,8,0,4,Big Ten,Leaders,Illinois,2013,N,N
12,7,0,5,Big Ten,Leaders,Indiana,2013,N,N
13,5,0,8,Big Ten,Legends,Iowa,2013,N,N
12,9,0,3,Big 12,,Iowa State,2013,N,N
12,9,0,3,Big 12,,Kansas,2013,N,N
13,5,0,8,Big 12,,Kansas State,2013,N,N
12,8,0,4,Mid-American,East,Kent State,2013,N,N
12,10,0,2,SEC,East,Kentucky,2013,N,N
13,4,0,9,Sun Belt,East,Louisiana,2013,N,N
12,6,0,6,Sun Belt,East,Louisiana Monroe,2013,N,N
12,8,0,4,Conference USA,West,Louisiana Tech,2013,N,N
13,1,0,12,American Athletic,,Louisville,2013,N,N
13,3,0,10,SEC,West,LSU,2013,N,N
14,4,0,10,Conference USA,East,Marshall,2013,N,N
13,6,0,7,ACC,Atlantic,Maryland,2013,N,N
12,9,0,3,American Athletic,,Memphis,2013,N,N
13,4,0,9,ACC,Coastal,Miami,2013,N,N
12,12,0,0,Mid-American,East,Miami (OH),2013,N,N
13,6,0,7,Big Ten,Legends,Michigan,2013,N,N
14,1,0,13,Big Ten,Legends,Michigan State,2013,N,N
13,5,0,8,Conference USA,East,Middle Tennessee,2013,N,N
13,5,0,8,Big Ten,Legends,Minnesota,2013,N,N
13,6,0,7,SEC,West,Mississippi State,2013,N,N
14,2,0,12,SEC,East,Missouri,2013,N,N
13,4,0,9,FBS Independents,,Navy,2013,N,N
12,9,0,3,ACC,Atlantic,NC State,2013,N,N
13,4,0,9,Big Ten,Legends,Nebraska,2013,N,N
12,8,0,4,Mountain West,West,Nevada,2013,N,N
12,9,0,3,Mountain West,Mountain,New Mexico,2013,N,N
12,10,0,2,FBS Independents,,New Mexico State,2013,N,N
13,6,0,7,ACC,Coastal,North Carolina,2013,N,N
14,2,0,12,Mid-American,West,Northern Illinois,2013,N,N
13,4,0,9,Conference USA,West,North Texas,2013,N,N
12,7,0,5,Big Ten,Legends,Northwestern,2013,N,N
13,4,0,9,FBS Independents,,Notre Dame,2013,N,N
13,6,0,7,Mid-American,East,Ohio,2013,N,N
14,2,0,12,Big Ten,Leaders,Ohio State,2013,N,N
13,2,0,11,Big 12,,Oklahoma,2013,N,N
13,3,0,10,Big 12,,Oklahoma State,2013,N,N
13,5,0,8,SEC,West,Ole Miss,2013,N,N
13,2,0,11,Pac-12,North,Oregon,2013,N,N
13,6,0,7,Pac-12,North,Oregon State,2013,N,N
12,5,0,7,Big Ten,Leaders,Penn State,2013,N,N
13,6,0,7,ACC,Coastal,Pittsburgh,2013,N,N
12,11,0,1,Big Ten,Leaders,Purdue,2013,N,N
14,4,0,10,Conference USA,West,Rice,2013,N,N
13,7,0,6,American Athletic,,Rutgers,2013,N,N
13,5,0,8,Mountain West,West,San Diego State,2013,N,N
12,6,0,6,Mountain West,West,San Josï¿½ State,2013,N,N
12,7,0,5,American Athletic,,SMU,2013,N,N
12,6,0,6,Sun Belt,East,South Alabama,2013,N,N
13,2,0,11,SEC,East,South Carolina,2013,N,N
12,11,0,1,Conference USA,East,Southern Mississippi,2013,N,N
12,10,0,2,American Athletic,,South Florida,2013,N,N
14,3,0,11,Pac-12,North,Stanford,2013,N,N
13,6,0,7,ACC,Atlantic,Syracuse,2013,N,N
12,8,0,4,Big 12,,TCU,2013,N,N
12,10,0,2,American Athletic,,Temple,2013,N,N
12,7,0,5,SEC,East,Tennessee,2013,N,N
13,5,0,8,Big 12,,Texas,2013,N,N
13,4,0,9,SEC,West,Texas A&M,2013,N,N
12,6,0,6,Sun Belt,East,Texas State,2013,N,N
13,5,0,8,Big 12,,Texas Tech,2013,N,N
12,5,0,7,Mid-American,West,Toledo,2013,N,N
12,6,0,6,Sun Belt,East,Troy,2013,N,N
13,6,0,7,Conference USA,West,Tulane,2013,N,N
12,9,0,3,Conference USA,West,Tulsa,2013,N,N
12,10,0,2,Conference USA,East,UAB,2013,N,N
13,1,0,12,American Athletic,,UCF,2013,N,N
13,3,0,10,Pac-12,South,UCLA,2013,N,N
12,11,0,1,Mid-American,East,UMass,2013,N,N
13,6,0,7,Mountain West,West,UNLV,2013,N,N
14,4,0,10,Pac-12,South,USC,2013,N,N
12,7,0,5,Pac-12,South,Utah,2013,N,N
14,5,0,9,Mountain West,Mountain,Utah State,2013,N,N
12,10,0,2,Conference USA,West,UTEP,2013,N,N
12,5,0,7,Conference USA,West,UT San Antonio,2013,N,N
13,4,0,9,SEC,East,Vanderbilt,2013,N,N
12,10,0,2,ACC,Coastal,Virginia,2013,N,N
13,5,0,8,ACC,Coastal,Virginia Tech,2013,N,N
12,8,0,4,ACC,Atlantic,Wake Forest,2013,N,N
13,4,0,9,Pac-12,North,Washington,2013,N,N
13,7,0,6,Pac-12,North,Washington State,2013,N,N
12,4,0,8,Sun Belt,,Western Kentucky,2013,N,N
12,11,0,1,Mid-American,West,Western Michigan,2013,N,N
12,8,0,4,Big 12,,West Virginia,2013,N,N
13,4,0,9,Big Ten,Leaders,Wisconsin,2013,N,N
12,7,0,5,Mountain West,Mountain,Wyoming,2013,N,N
13,3,0,10,Mountain West,Mountain,Air Force,2014,N,N
12,7,0,5,Mid-American,East,Akron,2014,N,N
14,2,0,12,SEC,West,Alabama,2014,N,N
12,5,0,7,Sun Belt,West,Appalachian State,2014,N,N
14,4,0,10,Pac-12,South,Arizona,2014,N,N
13,3,0,10,Pac-12,South,Arizona State,2014,N,N
13,6,0,7,SEC,West,Arkansas,2014,N,N
13,6,0,7,Sun Belt,East,Arkansas State,2014,N,N
12,8,0,4,FBS Independents,,Army,2014,N,N
13,5,0,8,SEC,West,Auburn,2014,N,N
12,7,0,5,Mid-American,West,Ball State,2014,N,N
13,2,0,11,Big 12,,Baylor,2014,N,N
14,2,0,12,Mountain West,Mountain,Boise State,2014,N,N
13,6,0,7,ACC,Atlantic,Boston College,2014,N,N
14,6,0,8,Mid-American,East,Bowling Green,2014,N,N
11,6,0,5,Mid-American,East,Buffalo,2014,N,N
13,5,0,8,FBS Independents,,BYU,2014,N,N
12,7,0,5,Pac-12,North,California,2014,N,N
13,6,0,7,Mid-American,West,Central Michigan,2014,N,N
13,4,0,9,American Athletic,,Cincinnati,2014,N,N
13,3,0,10,ACC,Atlantic,Clemson,2014,N,N
12,10,0,2,Pac-12,South,Colorado,2014,N,N
13,3,0,10,Mountain West,Mountain,Colorado State,2014,N,N
12,10,0,2,American Athletic,,Connecticut,2014,N,N
13,4,0,9,ACC,Coastal,Duke,2014,N,N
13,5,0,8,American Athletic,,East Carolina,2014,N,N
12,10,0,2,Mid-American,West,Eastern Michigan,2014,N,N
12,5,0,7,SEC,East,Florida,2014,N,N
12,9,0,3,Conference USA,East,Florida Atlantic,2014,N,N
12,8,0,4,Conference USA,East,Florida International,2014,N,N
14,1,0,13,ACC,Atlantic,Florida State,2014,N,N
14,8,0,6,Mountain West,West,Fresno State,2014,N,N
13,3,0,10,SEC,East,Georgia,2014,N,N
12,3,0,9,Sun Belt,West,Georgia Southern,2014,N,N
12,11,0,1,Sun Belt,West,Georgia State,2014,N,N
14,3,0,11,ACC,Coastal,Georgia Tech,2014,N,N
13,9,0,4,Mountain West,West,Hawai'i,2014,N,N
13,5,0,8,American Athletic,,Houston,2014,N,N
11,10,0,1,Sun Belt,,Idaho,2014,N,N
13,7,0,6,Big Ten,West,Illinois,2014,N,N
12,8,0,4,Big Ten,East,Indiana,2014,N,N
13,6,0,7,Big Ten,West,Iowa,2014,N,N
12,10,0,2,Big 12,,Iowa State,2014,N,N
12,9,0,3,Big 12,,Kansas,2014,N,N
13,4,0,9,Big 12,,Kansas State,2014,N,N
11,9,0,2,Mid-American,East,Kent State,2014,N,N
12,7,0,5,SEC,East,Kentucky,2014,N,N
13,4,0,9,Sun Belt,East,Louisiana,2014,N,N
12,8,0,4,Sun Belt,East,Louisiana Monroe,2014,N,N
14,5,0,9,Conference USA,West,Louisiana Tech,2014,N,N
13,4,0,9,ACC,Atlantic,Louisville,2014,N,N
13,5,0,8,SEC,West,LSU,2014,N,N
14,1,0,13,Conference USA,East,Marshall,2014,N,N
13,6,0,7,Big Ten,East,Maryland,2014,N,N
13,3,0,10,American Athletic,,Memphis,2014,N,N
13,7,0,6,ACC,Coastal,Miami,2014,N,N
12,10,0,2,Mid-American,East,Miami (OH),2014,N,N
12,7,0,5,Big Ten,East,Michigan,2014,N,N
13,2,0,11,Big Ten,East,Michigan State,2014,N,N
12,6,0,6,Conference USA,East,Middle Tennessee,2014,N,N
13,5,0,8,Big Ten,West,Minnesota,2014,N,N
13,3,0,10,SEC,West,Mississippi State,2014,N,N
14,3,0,11,SEC,East,Missouri,2014,N,N
13,5,0,8,FBS Independents,,Navy,2014,N,N
13,5,0,8,ACC,Atlantic,NC State,2014,N,N
13,4,0,9,Big Ten,West,Nebraska,2014,N,N
13,6,0,7,Mountain West,West,Nevada,2014,N,N
12,8,0,4,Mountain West,Mountain,New Mexico,2014,N,N
12,10,0,2,Sun Belt,,New Mexico State,2014,N,N
13,7,0,6,ACC,Coastal,North Carolina,2014,N,N
14,3,0,11,Mid-American,West,Northern Illinois,2014,N,N
12,8,0,4,Conference USA,West,North Texas,2014,N,N
12,7,0,5,Big Ten,West,Northwestern,2014,N,N
13,5,0,8,FBS Independents,,Notre Dame,2014,N,N
12,6,0,6,Mid-American,East,Ohio,2014,N,N
15,1,0,14,Big Ten,East,Ohio State,2014,Y,N
13,5,0,8,Big 12,,Oklahoma,2014,N,N
13,6,0,7,Big 12,,Oklahoma State,2014,N,N
12,6,0,6,Conference USA,East,Old Dominion,2014,N,N
13,4,0,9,SEC,West,Ole Miss,2014,N,N
15,2,0,13,Pac-12,North,Oregon,2014,N,Y
12,7,0,5,Pac-12,North,Oregon State,2014,N,N
13,6,0,7,Big Ten,East,Penn State,2014,N,N
13,7,0,6,ACC,Coastal,Pittsburgh,2014,N,N
12,9,0,3,Big Ten,West,Purdue,2014,N,N
13,5,0,8,Conference USA,West,Rice,2014,N,N
13,5,0,8,Big Ten,East,Rutgers,2014,N,N
13,6,0,7,Mountain West,West,San Diego State,2014,N,N
12,9,0,3,Mountain West,West,San Josï¿½ State,2014,N,N
12,11,0,1,American Athletic,,SMU,2014,N,N
13,7,0,6,Sun Belt,East,South Alabama,2014,N,N
13,6,0,7,SEC,East,South Carolina,2014,N,N
12,9,0,3,Conference USA,West,Southern Mississippi,2014,N,N
12,8,0,4,American Athletic,,South Florida,2014,N,N
13,5,0,8,Pac-12,North,Stanford,2014,N,N
12,9,0,3,ACC,Atlantic,Syracuse,2014,N,N
13,1,0,12,Big 12,,TCU,2014,N,N
12,6,0,6,American Athletic,,Temple,2014,N,N
13,6,0,7,SEC,East,Tennessee,2014,N,N
13,7,0,6,Big 12,,Texas,2014,N,N
13,5,0,8,SEC,West,Texas A&M,2014,N,N
12,5,0,7,Sun Belt,East,Texas State,2014,N,N
12,8,0,4,Big 12,,Texas Tech,2014,N,N
13,4,0,9,Mid-American,West,Toledo,2014,N,N
12,9,0,3,Sun Belt,East,Troy,2014,N,N
12,9,0,3,American Athletic,,Tulane,2014,N,N
12,10,0,2,American Athletic,,Tulsa,2014,N,N
12,6,0,6,Conference USA,East,UAB,2014,N,N
13,4,0,9,American Athletic,,UCF,2014,N,N
13,3,0,10,Pac-12,South,UCLA,2014,N,N
12,9,0,3,Mid-American,East,UMass,2014,N,N
13,11,0,2,Mountain West,West,UNLV,2014,N,N
13,4,0,9,Pac-12,South,USC,2014,N,N
13,4,0,9,Pac-12,South,Utah,2014,N,N
14,4,0,10,Mountain West,Mountain,Utah State,2014,N,N
13,6,0,7,Conference USA,West,UTEP,2014,N,N
