yearID,franchID,Lg,Tm,W,L,T,Div. Finish,Playoffs,ch_sb_win,ch_sb_app
1992,LAC,NFL,San Diego Chargers,11,5,0,1st of 5,Lost Div,N,N
1991,LAC,NFL,San Diego Chargers,4,12,0,5th of 5,,N,N
1990,LAC,NFL,San Diego Chargers,6,10,0,4th of 5,,N,N
1989,LAC,NFL,San Diego Chargers,6,10,0,5th of 5,,N,N
1988,LAC,NFL,San Diego Chargers,6,10,0,4th of 5,,N,N
1987,LAC,NFL,San Diego Chargers,8,7,0,3rd of 5,,N,N
1986,LAC,NFL,San Diego Chargers,4,12,0,5th of 5,,N,N
1985,LAC,NFL,San Diego Chargers,8,8,0,4th of 5,,N,N
1984,LAC,NFL,San Diego Chargers,7,9,0,5th of 5,,N,N
1983,LAC,NFL,San Diego Chargers,6,10,0,4th of 5,,N,N
1982,LAC,NFL,San Diego Chargers,6,3,0,2nd of 5,Lost Div,N,N
1981,LAC,NFL,San Diego Chargers,10,6,0,1st of 5,Lost Conf,N,N
1980,LAC,NFL,San Diego Chargers,11,5,0,1st of 5,Lost Conf,N,N
1979,LAC,NFL,San Diego Chargers,12,4,0,1st of 5,Lost Div,N,N
1978,LAC,NFL,San Diego Chargers,9,7,0,4th of 5,,N,N
1977,LAC,NFL,San Diego Chargers,7,7,0,3rd of 5,,N,N
1976,LAC,NFL,San Diego Chargers,6,8,0,3rd of 5,,N,N
1975,LAC,NFL,San Diego Chargers,2,12,0,4th of 4,,N,N
1974,LAC,NFL,San Diego Chargers,5,9,0,4th of 4,,N,N
1973,LAC,NFL,San Diego Chargers,2,11,1,4th of 4,,N,N
1972,LAC,NFL,San Diego Chargers,4,9,1,4th of 4,,N,N
1971,LAC,NFL,San Diego Chargers,6,8,0,3rd of 4,,N,N
1970,LAC,NFL,San Diego Chargers,5,6,3,3rd of 4,,N,N
1969,LAC,AFL,San Diego Chargers,8,6,0,3rd of 5,,N,N
1968,LAC,AFL,San Diego Chargers,9,5,0,3rd of 5,,N,N
1967,LAC,AFL,San Diego Chargers,8,5,1,3rd of 4,,N,N
1966,LAC,AFL,San Diego Chargers,7,6,1,3rd of 4,,N,N
1965,LAC,AFL,San Diego Chargers,9,2,3,1st of 4,Lost Champ,N,Y
1964,LAC,AFL,San Diego Chargers,8,5,1,1st of 4,Lost Champ,N,Y
1963,LAC,AFL,San Diego Chargers,11,3,0,1st of 4,Won Champ,Y,Y
1962,LAC,AFL,San Diego Chargers,4,10,0,3rd of 4,,N,N
1961,LAC,AFL,San Diego Chargers,12,2,0,1st of 4,Lost Champ,N,Y
1960,LAC,AFL,Los Angeles Chargers,10,4,0,1st of 4,Lost Champ,N,Y
2022,LAR,NFL,Los Angeles Rams,5,12,0,3rd of 4,,N,N
2021,LAR,NFL,Los Angeles Rams,12,5,0,1st of 4,Won SB,Y,Y
2020,LAR,NFL,Los Angeles Rams,10,6,0,2nd of 4,Lost Div,N,N
2019,LAR,NFL,Los Angeles Rams,9,7,0,3rd of 4,,N,N
2018,LAR,NFL,Los Angeles Rams,13,3,0,1st of 4,Lost SB,N,Y
2017,LAR,NFL,Los Angeles Rams,11,5,0,1st of 4,Lost WC,N,N
2016,LAR,NFL,Los Angeles Rams,4,12,0,3rd of 4,,N,N
2015,LAR,NFL,St. Louis Rams,7,9,0,3rd of 4,,N,N
2014,LAR,NFL,St. Louis Rams,6,10,0,4th of 4,,N,N
2013,LAR,NFL,St. Louis Rams,7,9,0,4th of 4,,N,N
2012,LAR,NFL,St. Louis Rams,7,8,1,3rd of 4,,N,N
2011,LAR,NFL,St. Louis Rams,2,14,0,4th of 4,,N,N
2010,LAR,NFL,St. Louis Rams,7,9,0,2nd of 4,,N,N
2009,LAR,NFL,St. Louis Rams,1,15,0,4th of 4,,N,N
2008,LAR,NFL,St. Louis Rams,2,14,0,4th of 4,,N,N
2007,LAR,NFL,St. Louis Rams,3,13,0,4th of 4,,N,N
2006,LAR,NFL,St. Louis Rams,8,8,0,2nd of 4,,N,N
2005,LAR,NFL,St. Louis Rams,6,10,0,2nd of 4,,N,N
2004,LAR,NFL,St. Louis Rams,8,8,0,2nd of 4,Lost Div,N,N
2003,LAR,NFL,St. Louis Rams,12,4,0,1st of 4,Lost Div,N,N
2002,LAR,NFL,St. Louis Rams,7,9,0,2nd of 4,,N,N
2001,LAR,NFL,St. Louis Rams,14,2,0,1st of 5,Lost SB,N,Y
2000,LAR,NFL,St. Louis Rams,10,6,0,2nd of 5,Lost WC,N,N
1999,LAR,NFL,St. Louis Rams,13,3,0,1st of 5,Won SB,Y,Y
1998,LAR,NFL,St. Louis Rams,4,12,0,5th of 5,,N,N
1997,LAR,NFL,St. Louis Rams,5,11,0,5th of 5,,N,N
1996,LAR,NFL,St. Louis Rams,6,10,0,3rd of 5,,N,N
1995,LAR,NFL,St. Louis Rams,7,9,0,3rd of 5,,N,N
1994,LAR,NFL,Los Angeles Rams,4,12,0,4th of 4,,N,N
1993,LAR,NFL,Los Angeles Rams,5,11,0,4th of 4,,N,N
1992,LAR,NFL,Los Angeles Rams,6,10,0,4th of 4,,N,N
1991,LAR,NFL,Los Angeles Rams,3,13,0,4th of 4,,N,N
1990,LAR,NFL,Los Angeles Rams,5,11,0,3rd of 4,,N,N
1989,LAR,NFL,Los Angeles Rams,11,5,0,2nd of 4,Lost Conf,N,N
1988,LAR,NFL,Los Angeles Rams,10,6,0,2nd of 4,Lost WC,N,N
1987,LAR,NFL,Los Angeles Rams,6,9,0,3rd of 4,,N,N
1986,LAR,NFL,Los Angeles Rams,10,6,0,2nd of 4,Lost WC,N,N
1985,LAR,NFL,Los Angeles Rams,11,5,0,1st of 4,Lost Conf,N,N
1984,LAR,NFL,Los Angeles Rams,10,6,0,2nd of 4,Lost WC,N,N
1983,LAR,NFL,Los Angeles Rams,9,7,0,2nd of 4,Lost Div,N,N
1982,LAR,NFL,Los Angeles Rams,2,7,0,4th of 4,,N,N
1981,LAR,NFL,Los Angeles Rams,6,10,0,3rd of 4,,N,N
1980,LAR,NFL,Los Angeles Rams,11,5,0,2nd of 4,Lost WC,N,N
1979,LAR,NFL,Los Angeles Rams,9,7,0,1st of 4,Lost SB,N,Y
1978,LAR,NFL,Los Angeles Rams,12,4,0,1st of 4,Lost Conf,N,N
1977,LAR,NFL,Los Angeles Rams,10,4,0,1st of 4,Lost Div,N,N
1976,LAR,NFL,Los Angeles Rams,10,3,1,1st of 5,Lost Conf,N,N
1975,LAR,NFL,Los Angeles Rams,12,2,0,1st of 4,Lost Conf,N,N
1974,LAR,NFL,Los Angeles Rams,10,4,0,1st of 4,Lost Conf,N,N
1973,LAR,NFL,Los Angeles Rams,12,2,0,1st of 4,Lost Div,N,N
1972,LAR,NFL,Los Angeles Rams,6,7,1,3rd of 4,,N,N
1971,LAR,NFL,Los Angeles Rams,8,5,1,2nd of 4,,N,N
1970,LAR,NFL,Los Angeles Rams,9,4,1,2nd of 4,,N,N
1969,LAR,NFL,Los Angeles Rams,11,3,0,1st of 4,Lost Div,N,N
1968,LAR,NFL,Los Angeles Rams,10,3,1,2nd of 4,,N,N
1967,LAR,NFL,Los Angeles Rams,11,1,2,1st of 4,Lost Div,N,N
1966,LAR,NFL,Los Angeles Rams,8,6,0,3rd of 7,,N,N
1965,LAR,NFL,Los Angeles Rams,4,10,0,7th of 7,,N,N
1964,LAR,NFL,Los Angeles Rams,5,7,2,5th of 7,,N,N
1963,LAR,NFL,Los Angeles Rams,5,9,0,6th of 7,,N,N
1962,LAR,NFL,Los Angeles Rams,1,12,1,7th of 7,,N,N
1961,LAR,NFL,Los Angeles Rams,4,10,0,6th of 7,,N,N
1960,LAR,NFL,Los Angeles Rams,4,7,1,6th of 7,,N,N
1959,LAR,NFL,Los Angeles Rams,2,10,0,6th of 6,,N,N
1958,LAR,NFL,Los Angeles Rams,8,4,0,2nd of 6,,N,N
1957,LAR,NFL,Los Angeles Rams,6,6,0,4th of 6,,N,N
1956,LAR,NFL,Los Angeles Rams,4,8,0,5th of 6,,N,N
1955,LAR,NFL,Los Angeles Rams,8,3,1,1st of 6,Lost Champ,N,Y
1954,LAR,NFL,Los Angeles Rams,6,5,1,4th of 6,,N,N
1953,LAR,NFL,Los Angeles Rams,8,3,1,3rd of 6,,N,N
1952,LAR,NFL,Los Angeles Rams,9,3,0,2nd of 6,Lost Div,N,N
1951,LAR,NFL,Los Angeles Rams,8,4,0,1st of 6,Won Champ,Y,Y
1950,LAR,NFL,Los Angeles Rams,9,3,0,1st of 7,Lost Champ,N,Y
1949,LAR,NFL,Los Angeles Rams,8,2,2,1st of 5,Lost Champ,N,Y
1948,LAR,NFL,Los Angeles Rams,6,5,1,3rd of 5,,N,N
1947,LAR,NFL,Los Angeles Rams,6,6,0,4th of 5,,N,N
1946,LAR,NFL,Los Angeles Rams,6,4,1,2nd of 5,,N,N
1945,LAR,NFL,Cleveland Rams,9,1,0,1st of 5,Won Champ,Y,Y
1944,LAR,NFL,Cleveland Rams,4,6,0,4th of 5,,N,N
1942,LAR,NFL,Cleveland Rams,5,6,0,3rd of 5,,N,N
1941,LAR,NFL,Cleveland Rams,2,9,0,5th of 5,,N,N
1940,LAR,NFL,Cleveland Rams,4,6,1,4th of 5,,N,N
1939,LAR,NFL,Cleveland Rams,5,5,1,4th of 5,,N,N
1938,LAR,NFL,Cleveland Rams,4,7,0,4th of 5,,N,N
1937,LAR,NFL,Cleveland Rams,1,10,0,5th of 5,,N,N
2022,LVR,NFL,Las Vegas Raiders,6,11,0,3rd of 4,,N,N
2021,LVR,NFL,Las Vegas Raiders,10,7,0,2nd of 4,Lost WC,N,N
2020,LVR,NFL,Las Vegas Raiders,8,8,0,2nd of 4,,N,N
2019,LVR,NFL,Oakland Raiders,7,9,0,3rd of 4,,N,N
2018,LVR,NFL,Oakland Raiders,4,12,0,4th of 4,,N,N
2017,LVR,NFL,Oakland Raiders,6,10,0,3rd of 4,,N,N
2016,LVR,NFL,Oakland Raiders,12,4,0,2nd of 4,Lost WC,N,N
2015,LVR,NFL,Oakland Raiders,7,9,0,3rd of 4,,N,N
2014,LVR,NFL,Oakland Raiders,3,13,0,4th of 4,,N,N
2013,LVR,NFL,Oakland Raiders,4,12,0,4th of 4,,N,N
2012,LVR,NFL,Oakland Raiders,4,12,0,3rd of 4,,N,N
2011,LVR,NFL,Oakland Raiders,8,8,0,3rd of 4,,N,N
2010,LVR,NFL,Oakland Raiders,8,8,0,3rd of 4,,N,N
2009,LVR,NFL,Oakland Raiders,5,11,0,3rd of 4,,N,N
2008,LVR,NFL,Oakland Raiders,5,11,0,3rd of 4,,N,N
2007,LVR,NFL,Oakland Raiders,4,12,0,4th of 4,,N,N
2006,LVR,NFL,Oakland Raiders,2,14,0,4th of 4,,N,N
2005,LVR,NFL,Oakland Raiders,4,12,0,4th of 4,,N,N
2004,LVR,NFL,Oakland Raiders,5,11,0,4th of 4,,N,N
2003,LVR,NFL,Oakland Raiders,4,12,0,3rd of 4,,N,N
2002,LVR,NFL,Oakland Raiders,11,5,0,1st of 4,Lost SB,N,Y
2001,LVR,NFL,Oakland Raiders,10,6,0,1st of 5,Lost Div,N,N
2000,LVR,NFL,Oakland Raiders,12,4,0,1st of 5,Lost Conf,N,N
1999,LVR,NFL,Oakland Raiders,8,8,0,4th of 5,,N,N
1998,LVR,NFL,Oakland Raiders,8,8,0,2nd of 5,,N,N
1997,LVR,NFL,Oakland Raiders,4,12,0,4th of 5,,N,N
1996,LVR,NFL,Oakland Raiders,7,9,0,4th of 5,,N,N
1995,LVR,NFL,Oakland Raiders,8,8,0,5th of 5,,N,N
1994,LVR,NFL,Los Angeles Raiders,9,7,0,3rd of 5,,N,N
1993,LVR,NFL,Los Angeles Raiders,10,6,0,2nd of 5,Lost Div,N,N
1992,LVR,NFL,Los Angeles Raiders,7,9,0,4th of 5,,N,N
1991,LVR,NFL,Los Angeles Raiders,9,7,0,3rd of 5,Lost WC,N,N
1990,LVR,NFL,Los Angeles Raiders,12,4,0,1st of 5,Lost Conf,N,N
1989,LVR,NFL,Los Angeles Raiders,8,8,0,3rd of 5,,N,N
1988,LVR,NFL,Los Angeles Raiders,7,9,0,3rd of 5,,N,N
1987,LVR,NFL,Los Angeles Raiders,5,10,0,4th of 5,,N,N
1986,LVR,NFL,Los Angeles Raiders,8,8,0,4th of 5,,N,N
1985,LVR,NFL,Los Angeles Raiders,12,4,0,1st of 5,Lost Div,N,N
1984,LVR,NFL,Los Angeles Raiders,11,5,0,3rd of 5,Lost WC,N,N
1983,LVR,NFL,Los Angeles Raiders,12,4,0,1st of 5,Won SB,Y,Y
1982,LVR,NFL,Los Angeles Raiders,8,1,0,1st of 5,Lost Div,N,N
1981,LVR,NFL,Oakland Raiders,7,9,0,4th of 5,,N,N
1980,LVR,NFL,Oakland Raiders,11,5,0,2nd of 5,Won SB,Y,Y
1979,LVR,NFL,Oakland Raiders,9,7,0,4th of 5,,N,N
1978,LVR,NFL,Oakland Raiders,9,7,0,2nd of 5,,N,N
1977,LVR,NFL,Oakland Raiders,11,3,0,2nd of 5,Lost Conf,N,N
1976,LVR,NFL,Oakland Raiders,13,1,0,1st of 5,Won SB,Y,Y
1975,LVR,NFL,Oakland Raiders,11,3,0,1st of 4,Lost Conf,N,N
1974,LVR,NFL,Oakland Raiders,12,2,0,1st of 4,Lost Conf,N,N
1973,LVR,NFL,Oakland Raiders,9,4,1,1st of 4,Lost Conf,N,N
1972,LVR,NFL,Oakland Raiders,10,3,1,1st of 4,Lost Div,N,N
1971,LVR,NFL,Oakland Raiders,8,4,2,2nd of 4,,N,N
1970,LVR,NFL,Oakland Raiders,8,4,2,1st of 4,Lost Conf,N,N
1969,LVR,AFL,Oakland Raiders,12,1,1,1st of 5,Lost Conf,N,N
1968,LVR,AFL,Oakland Raiders,12,2,0,1st of 5,Lost Conf,N,N
1967,LVR,AFL,Oakland Raiders,13,1,0,1st of 4,Lost SB,N,Y
1966,LVR,AFL,Oakland Raiders,8,5,1,2nd of 4,,N,N
1965,LVR,AFL,Oakland Raiders,8,5,1,2nd of 4,,N,N
1964,LVR,AFL,Oakland Raiders,5,7,2,3rd of 4,,N,N
1963,LVR,AFL,Oakland Raiders,10,4,0,2nd of 4,,N,N
1962,LVR,AFL,Oakland Raiders,1,13,0,4th of 4,,N,N
1961,LVR,AFL,Oakland Raiders,2,12,0,4th of 4,,N,N
1960,LVR,AFL,Oakland Raiders,6,8,0,3rd of 4,,N,N
2022,MIA,NFL,Miami Dolphins,9,8,0,2nd of 4,Lost WC,N,N
2021,MIA,NFL,Miami Dolphins,9,8,0,3rd of 4,,N,N
2020,MIA,NFL,Miami Dolphins,10,6,0,2nd of 4,,N,N
2019,MIA,NFL,Miami Dolphins,5,11,0,4th of 4,,N,N
2018,MIA,NFL,Miami Dolphins,7,9,0,2nd of 4,,N,N
2017,MIA,NFL,Miami Dolphins,6,10,0,3rd of 4,,N,N
2016,MIA,NFL,Miami Dolphins,10,6,0,2nd of 4,Lost WC,N,N
2015,MIA,NFL,Miami Dolphins,6,10,0,4th of 4,,N,N
2014,MIA,NFL,Miami Dolphins,8,8,0,3rd of 4,,N,N
2013,MIA,NFL,Miami Dolphins,8,8,0,3rd of 4,,N,N
2012,MIA,NFL,Miami Dolphins,7,9,0,2nd of 4,,N,N
2011,MIA,NFL,Miami Dolphins,6,10,0,3rd of 4,,N,N
2010,MIA,NFL,Miami Dolphins,7,9,0,3rd of 4,,N,N
2009,MIA,NFL,Miami Dolphins,7,9,0,3rd of 4,,N,N
2008,MIA,NFL,Miami Dolphins,11,5,0,1st of 4,Lost WC,N,N
2007,MIA,NFL,Miami Dolphins,1,15,0,4th of 4,,N,N
2006,MIA,NFL,Miami Dolphins,6,10,0,4th of 4,,N,N
2005,MIA,NFL,Miami Dolphins,9,7,0,2nd of 4,,N,N
2004,MIA,NFL,Miami Dolphins,4,12,0,4th of 4,,N,N
2003,MIA,NFL,Miami Dolphins,10,6,0,2nd of 4,,N,N
2002,MIA,NFL,Miami Dolphins,9,7,0,3rd of 4,,N,N
2001,MIA,NFL,Miami Dolphins,11,5,0,2nd of 5,Lost WC,N,N
2000,MIA,NFL,Miami Dolphins,11,5,0,1st of 5,Lost Div,N,N
1999,MIA,NFL,Miami Dolphins,9,7,0,3rd of 5,Lost Div,N,N
1998,MIA,NFL,Miami Dolphins,10,6,0,2nd of 5,Lost Div,N,N
1997,MIA,NFL,Miami Dolphins,9,7,0,2nd of 5,Lost WC,N,N
1996,MIA,NFL,Miami Dolphins,8,8,0,4th of 5,,N,N
1995,MIA,NFL,Miami Dolphins,9,7,0,3rd of 5,Lost WC,N,N
1994,MIA,NFL,Miami Dolphins,10,6,0,1st of 5,Lost Div,N,N
1993,MIA,NFL,Miami Dolphins,9,7,0,2nd of 5,,N,N
1992,MIA,NFL,Miami Dolphins,11,5,0,1st of 5,Lost Conf,N,N
1991,MIA,NFL,Miami Dolphins,8,8,0,3rd of 5,,N,N
1990,MIA,NFL,Miami Dolphins,12,4,0,2nd of 5,Lost Div,N,N
1989,MIA,NFL,Miami Dolphins,8,8,0,3rd of 5,,N,N
1988,MIA,NFL,Miami Dolphins,6,10,0,5th of 5,,N,N
1987,MIA,NFL,Miami Dolphins,8,7,0,3rd of 5,,N,N
1986,MIA,NFL,Miami Dolphins,8,8,0,3rd of 5,,N,N
1985,MIA,NFL,Miami Dolphins,12,4,0,1st of 5,Lost Conf,N,N
1984,MIA,NFL,Miami Dolphins,14,2,0,1st of 5,Lost SB,N,Y
1983,MIA,NFL,Miami Dolphins,12,4,0,1st of 5,Lost Div,N,N
1982,MIA,NFL,Miami Dolphins,7,2,0,1st of 5,Lost SB,N,Y
1981,MIA,NFL,Miami Dolphins,11,4,1,1st of 5,Lost Div,N,N
1980,MIA,NFL,Miami Dolphins,8,8,0,3rd of 5,,N,N
1979,MIA,NFL,Miami Dolphins,10,6,0,1st of 5,Lost Div,N,N
1978,MIA,NFL,Miami Dolphins,11,5,0,2nd of 5,Lost WC,N,N
1977,MIA,NFL,Miami Dolphins,10,4,0,2nd of 5,,N,N
1976,MIA,NFL,Miami Dolphins,6,8,0,3rd of 5,,N,N
1975,MIA,NFL,Miami Dolphins,10,4,0,2nd of 5,,N,N
1974,MIA,NFL,Miami Dolphins,11,3,0,1st of 5,Lost Div,N,N
1973,MIA,NFL,Miami Dolphins,12,2,0,1st of 5,Won SB,Y,Y
1972,MIA,NFL,Miami Dolphins,14,0,0,1st of 5,Won SB,Y,Y
1971,MIA,NFL,Miami Dolphins,10,3,1,1st of 5,Lost SB,N,Y
1970,MIA,NFL,Miami Dolphins,10,4,0,2nd of 5,Lost Div,N,N
1969,MIA,AFL,Miami Dolphins,3,10,1,5th of 5,,N,N
1968,MIA,AFL,Miami Dolphins,5,8,1,3rd of 5,,N,N
1967,MIA,AFL,Miami Dolphins,4,10,0,3rd of 5,,N,N
1966,MIA,AFL,Miami Dolphins,3,11,0,4th of 5,,N,N
2022,MIN,NFL,Minnesota Vikings,13,4,0,1st of 4,Lost WC,N,N
2021,MIN,NFL,Minnesota Vikings,8,9,0,2nd of 4,,N,N
2020,MIN,NFL,Minnesota Vikings,7,9,0,3rd of 4,,N,N
2019,MIN,NFL,Minnesota Vikings,10,6,0,2nd of 4,Lost Div,N,N
2018,MIN,NFL,Minnesota Vikings,8,7,1,2nd of 4,,N,N
2017,MIN,NFL,Minnesota Vikings,13,3,0,1st of 4,Lost Conf,N,N
2016,MIN,NFL,Minnesota Vikings,8,8,0,3rd of 4,,N,N
2015,MIN,NFL,Minnesota Vikings,11,5,0,1st of 4,Lost WC,N,N
2014,MIN,NFL,Minnesota Vikings,7,9,0,3rd of 4,,N,N
2013,MIN,NFL,Minnesota Vikings,5,10,1,4th of 4,,N,N
2012,MIN,NFL,Minnesota Vikings,10,6,0,2nd of 4,Lost WC,N,N
2011,MIN,NFL,Minnesota Vikings,3,13,0,4th of 4,,N,N
2010,MIN,NFL,Minnesota Vikings,6,10,0,4th of 4,,N,N
2009,MIN,NFL,Minnesota Vikings,12,4,0,1st of 4,Lost Conf,N,N
2008,MIN,NFL,Minnesota Vikings,10,6,0,1st of 4,Lost WC,N,N
2007,MIN,NFL,Minnesota Vikings,8,8,0,2nd of 4,,N,N
2006,MIN,NFL,Minnesota Vikings,6,10,0,3rd of 4,,N,N
2005,MIN,NFL,Minnesota Vikings,9,7,0,2nd of 4,,N,N
2004,MIN,NFL,Minnesota Vikings,8,8,0,2nd of 4,Lost Div,N,N
2003,MIN,NFL,Minnesota Vikings,9,7,0,2nd of 4,,N,N
2002,MIN,NFL,Minnesota Vikings,6,10,0,2nd of 4,,N,N
2001,MIN,NFL,Minnesota Vikings,5,11,0,4th of 5,,N,N
2000,MIN,NFL,Minnesota Vikings,11,5,0,1st of 5,Lost Conf,N,N
1999,MIN,NFL,Minnesota Vikings,10,6,0,2nd of 5,Lost Div,N,N
1998,MIN,NFL,Minnesota Vikings,15,1,0,1st of 5,Lost Conf,N,N
1997,MIN,NFL,Minnesota Vikings,9,7,0,4th of 5,Lost Div,N,N
1996,MIN,NFL,Minnesota Vikings,9,7,0,2nd of 5,Lost WC,N,N
1995,MIN,NFL,Minnesota Vikings,8,8,0,4th of 5,,N,N
1994,MIN,NFL,Minnesota Vikings,10,6,0,1st of 5,Lost WC,N,N
1993,MIN,NFL,Minnesota Vikings,9,7,0,2nd of 5,Lost WC,N,N
1992,MIN,NFL,Minnesota Vikings,11,5,0,1st of 5,Lost WC,N,N
1991,MIN,NFL,Minnesota Vikings,8,8,0,3rd of 5,,N,N
1990,MIN,NFL,Minnesota Vikings,6,10,0,5th of 5,,N,N
1989,MIN,NFL,Minnesota Vikings,10,6,0,1st of 5,Lost Div,N,N
1988,MIN,NFL,Minnesota Vikings,11,5,0,2nd of 5,Lost Div,N,N
1987,MIN,NFL,Minnesota Vikings,8,7,0,2nd of 5,Lost Conf,N,N
1986,MIN,NFL,Minnesota Vikings,9,7,0,2nd of 5,,N,N
1985,MIN,NFL,Minnesota Vikings,7,9,0,3rd of 5,,N,N
1984,MIN,NFL,Minnesota Vikings,3,13,0,5th of 5,,N,N
1983,MIN,NFL,Minnesota Vikings,8,8,0,4th of 5,,N,N
1982,MIN,NFL,Minnesota Vikings,5,4,0,2nd of 5,Lost Div,N,N
1981,MIN,NFL,Minnesota Vikings,7,9,0,4th of 5,,N,N
1980,MIN,NFL,Minnesota Vikings,9,7,0,1st of 5,Lost Div,N,N
1979,MIN,NFL,Minnesota Vikings,7,9,0,3rd of 5,,N,N
1978,MIN,NFL,Minnesota Vikings,8,7,1,1st of 5,Lost Div,N,N
1977,MIN,NFL,Minnesota Vikings,9,5,0,1st of 5,Lost Conf,N,N
1976,MIN,NFL,Minnesota Vikings,11,2,1,1st of 4,Lost SB,N,Y
1975,MIN,NFL,Minnesota Vikings,12,2,0,1st of 4,Lost Div,N,N
1974,MIN,NFL,Minnesota Vikings,10,4,0,1st of 4,Lost SB,N,Y
1973,MIN,NFL,Minnesota Vikings,12,2,0,1st of 4,Lost SB,N,Y
1972,MIN,NFL,Minnesota Vikings,7,7,0,3rd of 4,,N,N
1971,MIN,NFL,Minnesota Vikings,11,3,0,1st of 4,Lost Div,N,N
1970,MIN,NFL,Minnesota Vikings,12,2,0,1st of 4,Lost Div,N,N
1969,MIN,NFL,Minnesota Vikings,12,2,0,1st of 4,Lost SB,N,Y
1968,MIN,NFL,Minnesota Vikings,8,6,0,1st of 4,Lost Div,N,N
1967,MIN,NFL,Minnesota Vikings,3,8,3,4th of 4,,N,N
1966,MIN,NFL,Minnesota Vikings,4,9,1,6th of 7,,N,N
1965,MIN,NFL,Minnesota Vikings,7,7,0,5th of 7,,N,N
1964,MIN,NFL,Minnesota Vikings,8,5,1,2nd of 7,,N,N
1963,MIN,NFL,Minnesota Vikings,5,8,1,4th of 7,,N,N
1962,MIN,NFL,Minnesota Vikings,2,11,1,6th of 7,,N,N
1961,MIN,NFL,Minnesota Vikings,3,11,0,7th of 7,,N,N
2022,NEP,NFL,New England Patriots,8,9,0,3rd of 4,,N,N
2021,NEP,NFL,New England Patriots,10,7,0,2nd of 4,Lost WC,N,N
2020,NEP,NFL,New England Patriots,7,9,0,3rd of 4,,N,N
2019,NEP,NFL,New England Patriots,12,4,0,1st of 4,Lost WC,N,N
2018,NEP,NFL,New England Patriots,11,5,0,1st of 4,Won SB,Y,Y
2017,NEP,NFL,New England Patriots,13,3,0,1st of 4,Lost SB,N,Y
2016,NEP,NFL,New England Patriots,14,2,0,1st of 4,Won SB,Y,Y
2015,NEP,NFL,New England Patriots,12,4,0,1st of 4,Lost Conf,N,N
2014,NEP,NFL,New England Patriots,12,4,0,1st of 4,Won SB,Y,Y
2013,NEP,NFL,New England Patriots,12,4,0,1st of 4,Lost Conf,N,N
2012,NEP,NFL,New England Patriots,12,4,0,1st of 4,Lost Conf,N,N
2011,NEP,NFL,New England Patriots,13,3,0,1st of 4,Lost SB,N,Y
2010,NEP,NFL,New England Patriots,14,2,0,1st of 4,Lost Div,N,N
2009,NEP,NFL,New England Patriots,10,6,0,1st of 4,Lost WC,N,N
2008,NEP,NFL,New England Patriots,11,5,0,2nd of 4,,N,N
2007,NEP,NFL,New England Patriots,16,0,0,1st of 4,Lost SB,N,Y
2006,NEP,NFL,New England Patriots,12,4,0,1st of 4,Lost Conf,N,N
2005,NEP,NFL,New England Patriots,10,6,0,1st of 4,Lost Div,N,N
2004,NEP,NFL,New England Patriots,14,2,0,1st of 4,Won SB,Y,Y
2003,NEP,NFL,New England Patriots,14,2,0,1st of 4,Won SB,Y,Y
2002,NEP,NFL,New England Patriots,9,7,0,2nd of 4,,N,N
2001,NEP,NFL,New England Patriots,11,5,0,1st of 5,Won SB,Y,Y
2000,NEP,NFL,New England Patriots,5,11,0,5th of 5,,N,N
1999,NEP,NFL,New England Patriots,8,8,0,5th of 5,,N,N
1998,NEP,NFL,New England Patriots,9,7,0,4th of 5,Lost WC,N,N
1997,NEP,NFL,New England Patriots,10,6,0,1st of 5,Lost Div,N,N
1996,NEP,NFL,New England Patriots,11,5,0,1st of 5,Lost SB,N,Y
1995,NEP,NFL,New England Patriots,6,10,0,4th of 5,,N,N
1994,NEP,NFL,New England Patriots,10,6,0,2nd of 5,Lost WC,N,N
1993,NEP,NFL,New England Patriots,5,11,0,4th of 5,,N,N
1992,NEP,NFL,New England Patriots,2,14,0,5th of 5,,N,N
1991,NEP,NFL,New England Patriots,6,10,0,4th of 5,,N,N
1990,NEP,NFL,New England Patriots,1,15,0,5th of 5,,N,N
1989,NEP,NFL,New England Patriots,5,11,0,4th of 5,,N,N
1988,NEP,NFL,New England Patriots,9,7,0,3rd of 5,,N,N
1987,NEP,NFL,New England Patriots,8,7,0,2nd of 5,,N,N
1986,NEP,NFL,New England Patriots,11,5,0,1st of 5,Lost Div,N,N
1985,NEP,NFL,New England Patriots,11,5,0,3rd of 5,Lost SB,N,Y
1984,NEP,NFL,New England Patriots,9,7,0,2nd of 5,,N,N
1983,NEP,NFL,New England Patriots,8,8,0,2nd of 5,,N,N
1982,NEP,NFL,New England Patriots,5,4,0,3rd of 5,Lost WC,N,N
1981,NEP,NFL,New England Patriots,2,14,0,5th of 5,,N,N
1980,NEP,NFL,New England Patriots,10,6,0,2nd of 5,,N,N
1979,NEP,NFL,New England Patriots,9,7,0,2nd of 5,,N,N
1978,NEP,NFL,New England Patriots,11,5,0,1st of 5,Lost Div,N,N
1977,NEP,NFL,New England Patriots,9,5,0,3rd of 5,,N,N
1976,NEP,NFL,New England Patriots,11,3,0,2nd of 5,Lost Div,N,N
1975,NEP,NFL,New England Patriots,3,11,0,5th of 5,,N,N
1974,NEP,NFL,New England Patriots,7,7,0,3rd of 5,,N,N
